ResourceID,brocade.id,card,order,Format Unit Type,Format Number Type,Page Numbers,Sheet Numbers,Format Unit Qualifier
93952e38-cc54-5abc-aefc-09c2ae8619fa,tg:lhhs:11235,Formats,1,sheets,total,,2,
93952e38-cc54-5abc-aefc-09c2ae8619fa,tg:lhhs:11235,Formats,1,pages,written,7,,
f58668c0-2941-5217-b5d9-5bf83c0f78e9,tg:lhhs:20991,Formats,1,sheets,total,,1,
f58668c0-2941-5217-b5d9-5bf83c0f78e9,tg:lhhs:20991,Formats,1,pages,written,2,,
3a0453d5-e242-5613-add0-b3d841dfcf7c,tg:lhhs:13208,Formats,1,sheets,total,,4,
3a0453d5-e242-5613-add0-b3d841dfcf7c,tg:lhhs:13208,Formats,1,pages,written,4,,
56958e45-6d1c-5cec-aa7b-071d76e078bd,tg:lhhs:14037,Formats,1,sheets,total,,60,
56958e45-6d1c-5cec-aa7b-071d76e078bd,tg:lhhs:14037,Formats,1,pages,written,60,,
3ad05b72-8597-5fe3-ab97-806c4c83a28a,tg:lhhs:713,Formats,1,sheets,total,,3,
d7af2c88-74ad-50e2-9d6c-9d37fe3c5d45,tg:lhhs:4524,Formats,1,sheets,total,,71,
d7af2c88-74ad-50e2-9d6c-9d37fe3c5d45,tg:lhhs:4524,Formats,1,pages,written,136,,
4ec7591b-165f-55b5-8756-570db04647d6,tg:lhhs:6519,Formats,1,pages,written,1,,
f42cae9e-85ae-5743-bae3-955578d14df4,tg:lhhs:1376,Formats,1,pages,written,1,,
190d3f8a-3c05-5ca4-ab6b-a25eaac53ce5,tg:lhhs:19255,Formats,1,sheets,total,,10,
190d3f8a-3c05-5ca4-ab6b-a25eaac53ce5,tg:lhhs:19255,Formats,1,pages,written,29,,
a28beab0-7220-585d-8570-d0d79afeaf33,tg:lhhs:8854,Formats,1,sheets,total,,25,
a28beab0-7220-585d-8570-d0d79afeaf33,tg:lhhs:8854,Formats,1,pages,written,25,,
8f533b93-a32e-5bcb-bc97-635bb3d74b7e,tg:lhhs:10977,Formats,1,sheets,total,,3,
8f533b93-a32e-5bcb-bc97-635bb3d74b7e,tg:lhhs:10977,Formats,1,pages,written,10,,
f015284c-0989-540a-82c6-850da571f30d,tg:lhhs:11665,Formats,1,sheets,total,,16,
f015284c-0989-540a-82c6-850da571f30d,tg:lhhs:11665,Formats,1,pages,written,16,,
6e06236e-56c1-567d-a8a5-c5cdb97c75a0,tg:lhhs:9746,Formats,1,sheets,total,,16,
6e06236e-56c1-567d-a8a5-c5cdb97c75a0,tg:lhhs:9746,Formats,1,pages,written,16,,
cc215287-b62f-534b-a517-584627b22a79,tg:lhhs:14467,Formats,1,sheets,total,,256,
cc215287-b62f-534b-a517-584627b22a79,tg:lhhs:14467,Formats,1,pages,written,256,,
92c6ab83-b97b-5d7b-9ca6-7fb84f5a4ade,tg:lhhs:4174,Formats,1,sheets,total,,1,
92c6ab83-b97b-5d7b-9ca6-7fb84f5a4ade,tg:lhhs:4174,Formats,1,pages,written,1,,
d6b46092-5596-57b6-b1ad-1f2429c16269,tg:lhhs:6149,Formats,1,pages,written,1,,
d6ad7294-b8c8-5f83-82f3-78f68e4f1ea6,tg:lhhs:18014,Formats,1,sheets,total,,1,
d6ad7294-b8c8-5f83-82f3-78f68e4f1ea6,tg:lhhs:18014,Formats,1,pages,written,2,,
1dddc0f6-af9d-5082-a7c1-946f7554ef28,tg:lhhs:8507,Formats,1,sheets,total,,2,
1dddc0f6-af9d-5082-a7c1-946f7554ef28,tg:lhhs:8507,Formats,1,pages,written,4,,
cbacd514-33f9-54eb-a1d4-bbfefe5597fc,tg:lhhs:12419,Formats,1,sheets,total,,834,
cbacd514-33f9-54eb-a1d4-bbfefe5597fc,tg:lhhs:12419,Formats,1,pages,written,834,,
5b97981f-3ca2-550d-a893-bc334cc373f1,tg:lhhs:10424,Formats,1,sheets,total,,1,
5b97981f-3ca2-550d-a893-bc334cc373f1,tg:lhhs:10424,Formats,1,pages,written,1,,
f2db3a0b-0a1c-5f80-97da-d59cf670a1fe,tg:lhhs:20092,Formats,1,sheets,total,,2,
f2db3a0b-0a1c-5f80-97da-d59cf670a1fe,tg:lhhs:20092,Formats,1,pages,written,2,,
f30ac2a3-bd5d-5013-a415-1dad97b87ea7,tg:lhhs:20568,Formats,1,sheets,total,,5,
f30ac2a3-bd5d-5013-a415-1dad97b87ea7,tg:lhhs:20568,Formats,1,pages,written,5,,
a2f14224-64a3-5e08-a5b3-c9b628491964,tg:lhhs:15626,Formats,1,sheets,total,,42,
a2f14224-64a3-5e08-a5b3-c9b628491964,tg:lhhs:15626,Formats,1,pages,written,42,,
f8b1903a-a8a5-53dc-8caa-6d0b2cf92e9d,tg:lhhs:7308,Formats,1,pages,written,1,,
cf0eb711-8d81-5e1b-9a2a-0ba02de092ea,tg:lhhs:5335,Formats,1,sheets,total,,3,
cf0eb711-8d81-5e1b-9a2a-0ba02de092ea,tg:lhhs:5335,Formats,1,pages,written,2,,
a837a03f-cd20-5233-ac8e-c139219b48b9,tg:lhhs:18444,Formats,1,sheets,total,,1,
a837a03f-cd20-5233-ac8e-c139219b48b9,tg:lhhs:18444,Formats,1,pages,written,4,,
5adf5330-992d-520b-9f9c-d4840e9dad31,tg:lhhs:12049,Formats,1,sheets,total,,44,
5adf5330-992d-520b-9f9c-d4840e9dad31,tg:lhhs:12049,Formats,1,pages,written,22,,
062a00f1-ff8b-52a7-8748-0a5131784c1f,tg:lhhs:8157,Formats,1,sheets,total,,40,
062a00f1-ff8b-52a7-8748-0a5131784c1f,tg:lhhs:8157,Formats,1,pages,written,40,,
7300bf17-c168-52ce-9e8a-4f4734bbefae,tg:lhhs:10074,Formats,1,sheets,total,,4,
7300bf17-c168-52ce-9e8a-4f4734bbefae,tg:lhhs:10074,Formats,1,pages,written,4,,
23cc5cfc-ccdb-5e72-b194-bcb9aa2ca515,tg:lhhs:15276,Formats,1,sheets,total,,39,
23cc5cfc-ccdb-5e72-b194-bcb9aa2ca515,tg:lhhs:15276,Formats,1,pages,written,39,,
20f8e449-c241-5740-89c4-9da410e27914,tg:lhhs:20138,Formats,1,sheets,total,,102,
20f8e449-c241-5740-89c4-9da410e27914,tg:lhhs:20138,Formats,1,pages,written,102,,
9d2b04d6-aa59-5205-a856-a149389ce305,tg:lhhs:4877,Formats,1,sheets,total,,2,
9d2b04d6-aa59-5205-a856-a149389ce305,tg:lhhs:4877,Formats,1,pages,written,2,,
90e22a85-fd0b-51a8-862d-b6d98e01d9f7,tg:lhhs:7758,Formats,1,sheets,total,,1,
90e22a85-fd0b-51a8-862d-b6d98e01d9f7,tg:lhhs:7758,Formats,1,pages,written,2,,
d6fedc2d-785f-5ad3-85be-255f542cf4fe,tg:lhhs:5765,Formats,1,sheets,total,,8,
d6fedc2d-785f-5ad3-85be-255f542cf4fe,tg:lhhs:5765,Formats,1,pages,written,8,,
150be9a2-1be4-537c-b4bf-2d659e6948f2,tg:lhhs:590,Formats,1,sheets,total,,3,
70c0f9e4-2543-5134-808a-993b3c310c70,tg:lhhs:13571,Formats,1,sheets,total,,2,
70c0f9e4-2543-5134-808a-993b3c310c70,tg:lhhs:13571,Formats,1,pages,written,2,,
a64d4568-84d2-518e-8945-18005e00f2dd,tg:lhhs:16289,Formats,1,sheets,total,,102,
a64d4568-84d2-518e-8945-18005e00f2dd,tg:lhhs:16289,Formats,1,pages,written,102,,
981b259b-dea4-5353-91b8-7493d53dfb70,tg:lhhs:3062,Formats,1,pages,written,1,,
00e88c12-8d1b-5d69-8ce4-1c3477c2eb6f,tg:lhhs:7888,Formats,1,sheets,total,,4,
00e88c12-8d1b-5d69-8ce4-1c3477c2eb6f,tg:lhhs:7888,Formats,1,pages,written,4,,
e3b44046-1b4c-58eb-a81e-bb92fee2ee71,tg:lhhs:3598,Formats,1,sheets,total,,45,
e3b44046-1b4c-58eb-a81e-bb92fee2ee71,tg:lhhs:3598,Formats,1,pages,written,45,,
ea280ab2-b020-5b1a-b49a-726f9a9731a1,tg:lhhs:19486,Formats,1,sheets,total,,55,
ea280ab2-b020-5b1a-b49a-726f9a9731a1,tg:lhhs:19486,Formats,1,pages,written,55,,
9c962435-f608-5710-ba14-2955d3fc503c,tg:lhhs:6260,Formats,1,pages,written,1,,
f8de7994-1b6b-54b1-abfb-4eb04ebfbaa7,tg:lhhs:9195,Formats,1,sheets,total,,21,
f8de7994-1b6b-54b1-abfb-4eb04ebfbaa7,tg:lhhs:9195,Formats,1,pages,written,21,,
fae7b3cb-e0cd-5a72-964f-14d2800376ff,tg:lhhs:17861,Formats,1,pages,written,4,,
ea5e3207-a0e7-5d8b-aec5-8647571a8a66,tg:lhhs:13121,Formats,1,sheets,total,,12,
ea5e3207-a0e7-5d8b-aec5-8647571a8a66,tg:lhhs:13121,Formats,1,pages,written,12,,
69b91f49-f39f-5b84-a711-4eb254d7092c,tg:lhhs:6630,Formats,1,sheets,total,,6,
42162ed8-8695-5e93-bce9-43dd2334a8ce,tg:lhhs:7922,Formats,1,sheets,total,,46,
42162ed8-8695-5e93-bce9-43dd2334a8ce,tg:lhhs:7922,Formats,1,pages,written,89,,
2fe89fa6-4233-56b0-8a73-3b4447efbd57,tg:lhhs:21050,Formats,1,sheets,total,,1,
2fe89fa6-4233-56b0-8a73-3b4447efbd57,tg:lhhs:21050,Formats,1,pages,written,2,,
1c4f9193-33b6-5643-b9da-922894f8588a,tg:lhhs:16323,Formats,1,sheets,total,,106,
1c4f9193-33b6-5643-b9da-922894f8588a,tg:lhhs:16323,Formats,1,pages,written,106,,
72a80e84-3682-555c-a7f6-4bedc18d0783,tg:lhhs:12360,Formats,1,sheets,total,,9,
72a80e84-3682-555c-a7f6-4bedc18d0783,tg:lhhs:12360,Formats,1,pages,written,9,,
d9f7a9d5-2101-553d-b0e9-51a295444c0c,tg:lhhs:17498,Formats,1,sheets,total,,78,
d9f7a9d5-2101-553d-b0e9-51a295444c0c,tg:lhhs:17498,Formats,1,pages,written,77,,
2650d8be-1e5b-52d3-a80a-3157bcc88c7c,tg:lhhs:3961,Formats,1,sheets,total,,5,
cc64c602-5b85-519c-8529-f37c17436001,tg:lhhs:98,Formats,1,pages,written,1,,
0694ae4f-5758-5279-80d3-76233fdd83f4,tg:lhhs:18297,Formats,1,sheets,total,,12,
0694ae4f-5758-5279-80d3-76233fdd83f4,tg:lhhs:18297,Formats,1,pages,written,12,,
dea09908-468f-5a32-ae02-366a6cffc664,tg:lhhs:2389,Formats,1,sheets,total,,3,
dea09908-468f-5a32-ae02-366a6cffc664,tg:lhhs:2389,Formats,1,pages,written,3,,
ff591d41-5d26-5016-8ba8-03238d497002,tg:lhhs:7471,Formats,1,sheets,total,,7,
ff591d41-5d26-5016-8ba8-03238d497002,tg:lhhs:7471,Formats,1,pages,written,7,,
2e2de163-5588-58fe-a1f1-aeb845bcfb78,tg:lhhs:17162,Formats,1,sheets,total,,5,
2e2de163-5588-58fe-a1f1-aeb845bcfb78,tg:lhhs:17162,Formats,1,pages,written,5,,
5fbbeaeb-5245-500d-959e-a8149f0542c3,tg:lhhs:8784,Formats,1,sheets,total,,129,
5fbbeaeb-5245-500d-959e-a8149f0542c3,tg:lhhs:8784,Formats,1,pages,written,129,,
143034ea-7616-5ddb-a056-6fff43e65c36,tg:lhhs:20211,Formats,1,sheets,total,,62,
143034ea-7616-5ddb-a056-6fff43e65c36,tg:lhhs:20211,Formats,1,pages,written,62,,
fbc806ff-10fa-5234-8f4f-a06557e44b47,tg:lhhs:969,Formats,1,sheets,total,,12,
05b79e95-f94c-5025-976c-c029bf1414d3,tg:lhhs:9896,Formats,1,sheets,total,,21,
05b79e95-f94c-5025-976c-c029bf1414d3,tg:lhhs:9896,Formats,1,pages,written,21,,
8d08991a-7c4c-5312-915e-8cf3a1835883,tg:lhhs:13988,Formats,1,sheets,total,,5,
8d08991a-7c4c-5312-915e-8cf3a1835883,tg:lhhs:13988,Formats,1,pages,written,5,,
447e8632-da36-58fe-a261-b5c0a228b79c,tg:lhhs:12730,Formats,1,sheets,total,,2,
447e8632-da36-58fe-a261-b5c0a228b79c,tg:lhhs:12730,Formats,1,pages,written,2,,
315a075b-1a82-5d5c-a5fd-0555bc69364c,tg:lhhs:13822,Formats,1,sheets,total,,6,
315a075b-1a82-5d5c-a5fd-0555bc69364c,tg:lhhs:13822,Formats,1,pages,written,6,,
e6c00057-8cc4-58b1-9709-c558c0fb8b02,tg:lhhs:2223,Formats,1,pages,written,1,,
2002f7c4-45a6-58c7-a384-32bdfb144810,tg:lhhs:7021,Formats,1,pages,written,1,,
92e99fb8-85e2-5d23-8149-997777c057ca,tg:lhhs:20641,Formats,1,sheets,total,,45,
92e99fb8-85e2-5d23-8149-997777c057ca,tg:lhhs:20641,Formats,1,pages,written,45,,
f66228f5-e875-5bb2-a15f-8cb07cad3016,tg:lhhs:5509,Formats,1,sheets,total,,1,
cb10381e-513a-5a09-865f-98d8a081ebd7,tg:lhhs:7534,Formats,1,sheets,total,,1,
cb10381e-513a-5a09-865f-98d8a081ebd7,tg:lhhs:7534,Formats,1,pages,written,1,,
4b5d5227-ea6f-56f6-942a-ceae639d22bb,tg:lhhs:20354,Formats,1,sheets,total,,12,
4b5d5227-ea6f-56f6-942a-ceae639d22bb,tg:lhhs:20354,Formats,1,pages,written,12,,
900fce30-7498-55e3-870d-1d7bb6bcbffc,tg:lhhs:10218,Formats,1,sheets,total,,3,
900fce30-7498-55e3-870d-1d7bb6bcbffc,tg:lhhs:10218,Formats,1,pages,written,5,,
383994e0-a2eb-592c-878e-b2e730d54a27,tg:lhhs:12225,Formats,1,sheets,total,,4,
383994e0-a2eb-592c-878e-b2e730d54a27,tg:lhhs:12225,Formats,1,pages,written,4,,
8a7f4a94-8565-57c0-be1e-7c37b5a875e8,tg:lhhs:2736,Formats,1,pages,written,3,,
442ee084-5b14-5ea0-a096-14a439569e7e,tg:lhhs:18628,Formats,1,pages,written,1,,
57c1ebe1-409d-58f0-a1a5-3a047c9f9b3e,tg:lhhs:3824,Formats,1,pages,written,5,,
456e5459-104d-5c8d-b7aa-62390b921b7f,tg:lhhs:1819,Formats,1,pages,written,1,,
90d8b66c-3175-5e1b-b1d5-f2afeaec3d39,tg:lhhs:5159,Formats,1,sheets,total,,1,
1eba9e78-7c03-56f5-9208-16eb0a021d1e,tg:lhhs:18782,Formats,1,sheets,total,,3,
1eba9e78-7c03-56f5-9208-16eb0a021d1e,tg:lhhs:18782,Formats,1,pages,written,3,,
ee97e696-2557-5f09-9042-443a57b4957f,tg:lhhs:7164,Formats,1,pages,written,1,,
f86d5ba5-c3cb-5de4-bd8f-e4b1fb94934f,tg:lhhs:19890,Formats,1,sheets,total,,38,
f86d5ba5-c3cb-5de4-bd8f-e4b1fb94934f,tg:lhhs:19890,Formats,1,pages,written,45,,
e2640f48-d4ed-553b-9ad5-d1f5385280a6,tg:lhhs:20704,Formats,1,sheets,total,,30,ca
e2640f48-d4ed-553b-9ad5-d1f5385280a6,tg:lhhs:20704,Formats,1,pages,written,30,,
42d035c6-1e06-510c-95e6-8bb7cb401634,tg:lhhs:17477,Formats,1,sheets,total,,"20, dubbelgevouwde",
42d035c6-1e06-510c-95e6-8bb7cb401634,tg:lhhs:17477,Formats,1,pages,written,39 genummerde,,
69606208-b420-5171-826c-da9005ec2e98,tg:lhhs:8291,Formats,1,sheets,total,,7,
69606208-b420-5171-826c-da9005ec2e98,tg:lhhs:8291,Formats,1,pages,written,8,,
7a07012a-4253-58c3-a772-b89e78894d09,tg:lhhs:10648,Formats,1,sheets,total,,13,
7a07012a-4253-58c3-a772-b89e78894d09,tg:lhhs:10648,Formats,1,pages,written,13,,
ae11bf0c-e786-50ae-906a-67eb4229b68f,tg:lhhs:12675,Formats,1,sheets,total,,94,
ae11bf0c-e786-50ae-906a-67eb4229b68f,tg:lhhs:12675,Formats,1,pages,written,89,,
7f15b036-f1ef-5dcf-8d42-e79aefb4bf48,tg:lhhs:9879,Formats,1,sheets,total,,18,
7f15b036-f1ef-5dcf-8d42-e79aefb4bf48,tg:lhhs:9879,Formats,1,pages,written,18,,
e06bbaba-fc9a-5781-8ebf-54404aa8104c,tg:lhhs:13967,Formats,1,sheets,total,,67,ca
e06bbaba-fc9a-5781-8ebf-54404aa8104c,tg:lhhs:13967,Formats,1,pages,written,67,,
0c93b2ac-9ec1-5cde-aafc-496e7a0dc3b4,tg:lhhs:986,Formats,1,sheets,total,,5,
c0dc548d-34a8-5da7-8620-86bd67b8b98d,tg:lhhs:77,Formats,1,pages,written,1,,
48f1a81d-124c-5c12-83c3-4f04cff1c9a4,tg:lhhs:18278,Formats,1,sheets,total,,5,
48f1a81d-124c-5c12-83c3-4f04cff1c9a4,tg:lhhs:18278,Formats,1,pages,written,5,,
cdc2019f-8cbb-5f6b-96f3-7b637a941dd0,tg:lhhs:2366,Formats,1,sheets,total,,19,
cdc2019f-8cbb-5f6b-96f3-7b637a941dd0,tg:lhhs:2366,Formats,1,pages,written,19,,
b778b869-dcf5-5eea-a548-3d09a82d44af,tg:lhhs:6325,Formats,1,sheets,total,,15,
b778b869-dcf5-5eea-a548-3d09a82d44af,tg:lhhs:6325,Formats,1,pages,written,17,,
1a63f0aa-640a-5b15-9fd3-38bcd8ad9913,tg:lhhs:4318,Formats,1,pages,written,1,,
3d8f42c1-f115-5855-a740-e230a16ca40d,tg:lhhs:16636,Formats,1,sheets,total,,1,
3d8f42c1-f115-5855-a740-e230a16ca40d,tg:lhhs:16636,Formats,1,pages,written,1,,
0bdac98a-be0e-55b5-820e-6aa53ba389a9,tg:lhhs:17924,Formats,1,sheets,total,,2,
0bdac98a-be0e-55b5-820e-6aa53ba389a9,tg:lhhs:17924,Formats,1,pages,written,3,,
4984c95b-6b1c-5a1c-bb42-b9093af497d1,tg:lhhs:13434,Formats,1,sheets,total,,24,
4984c95b-6b1c-5a1c-bb42-b9093af497d1,tg:lhhs:13434,Formats,1,pages,written,24,,
aa65b0da-9138-5f43-abcc-4fce1393b57f,tg:lhhs:11409,Formats,1,sheets,total,,95,
aa65b0da-9138-5f43-abcc-4fce1393b57f,tg:lhhs:11409,Formats,1,pages,written,94,,
e3d94e56-2dcf-5058-b930-7a51502dd852,tg:lhhs:3127,Formats,1,sheets,total,,2,
e3d94e56-2dcf-5058-b930-7a51502dd852,tg:lhhs:3127,Formats,1,pages,written,2,,
6f8599ce-1733-5ff9-b329-92e77e4cce5f,tg:lhhs:19193,Formats,1,sheets,total,,2,
6f8599ce-1733-5ff9-b329-92e77e4cce5f,tg:lhhs:19193,Formats,1,pages,written,4,,
58c34cdf-37da-5f26-9e67-646625be84c0,tg:lhhs:6775,Formats,1,pages,written,1,,
0fffbfc6-60f8-572a-9ffa-f1718b0c3d9e,tg:lhhs:4748,Formats,1,pages,written,1,,
42dfa87e-fe55-5a78-96fd-320b2c36646a,tg:lhhs:7867,Formats,1,sheets,total,,1,
42dfa87e-fe55-5a78-96fd-320b2c36646a,tg:lhhs:7867,Formats,1,pages,written,1,,
52e1c930-b4f5-5802-8018-ff53c29e3351,tg:lhhs:21115,Formats,1,sheets,total,,3,
52e1c930-b4f5-5802-8018-ff53c29e3351,tg:lhhs:21115,Formats,1,pages,written,3,,
97b67329-801a-5ab4-bcaa-46a9013bb007,tg:lhhs:16266,Formats,1,sheets,total,,96,
97b67329-801a-5ab4-bcaa-46a9013bb007,tg:lhhs:16266,Formats,1,pages,written,96,,
e3eb115f-db48-59fe-8698-f0dac97f1d42,tg:lhhs:9480,Formats,1,sheets,total,,16,
e3eb115f-db48-59fe-8698-f0dac97f1d42,tg:lhhs:9480,Formats,1,pages,written,16,,
71e79c15-a422-5780-92da-e4e14a9e4f14,tg:lhhs:13064,Formats,1,sheets,total,,365,
71e79c15-a422-5780-92da-e4e14a9e4f14,tg:lhhs:13064,Formats,1,pages,written,504,,
9fbdb09b-59cd-5906-83b7-f88fd398056c,tg:lhhs:11059,Formats,1,sheets,total,,1,
9fbdb09b-59cd-5906-83b7-f88fd398056c,tg:lhhs:11059,Formats,1,pages,written,2,,
d681553d-f50c-53bc-94a4-a829973230fb,tg:lhhs:19469,Formats,1,sheets,total,,3,
d681553d-f50c-53bc-94a4-a829973230fb,tg:lhhs:19469,Formats,1,pages,written,6,,
b47d34d0-177c-5047-834e-93130e171e37,tg:lhhs:9615,Formats,1,sheets,total,,25,
b47d34d0-177c-5047-834e-93130e171e37,tg:lhhs:9615,Formats,1,pages,written,25,,
12d46bb2-3cf6-5cf8-9698-461eca59b8aa,tg:lhhs:11736,Formats,1,sheets,total,,17,
12d46bb2-3cf6-5cf8-9698-461eca59b8aa,tg:lhhs:11736,Formats,1,pages,written,17,,
efb4d195-2fad-5968-a893-ced46523d688,tg:lhhs:10824,Formats,1,sheets,total,,1,
efb4d195-2fad-5968-a893-ced46523d688,tg:lhhs:10824,Formats,1,pages,written,3,,
89c6fc0d-f2b1-560c-9f94-c48a74090dbb,tg:lhhs:8907,Formats,1,sheets,total,,64,
89c6fc0d-f2b1-560c-9f94-c48a74090dbb,tg:lhhs:8907,Formats,1,pages,written,64,,
19a43733-66ca-5dad-ba71-c480c8061abb,tg:lhhs:12819,Formats,1,sheets,total,,6,
19a43733-66ca-5dad-ba71-c480c8061abb,tg:lhhs:12819,Formats,1,pages,written,8,,
3d063e30-7a83-59c0-9c1d-063a27679721,tg:lhhs:19306,Formats,1,pages,written,1,,
8e3c699e-0b56-5d3f-9f6e-070f450ad2da,tg:lhhs:3218,Formats,1,pages,written,1,,
8381d871-ff79-528f-a186-275b06de16c9,tg:lhhs:1225,Formats,1,pages,written,2,,
858e6bcb-3336-532d-b33f-423fe32af77a,tg:lhhs:4027,Formats,1,sheets,total,,30,
858e6bcb-3336-532d-b33f-423fe32af77a,tg:lhhs:4027,Formats,1,pages,written,30,,
c697d136-3adb-5def-8fa0-fcdb8cc43f74,tg:lhhs:16509,Formats,1,sheets,total,,78,
c697d136-3adb-5def-8fa0-fcdb8cc43f74,tg:lhhs:16509,Formats,1,pages,written,78,,
a11181e7-5818-55d4-b48f-2690563b5592,tg:lhhs:20968,Formats,1,sheets,total,,175,
a11181e7-5818-55d4-b48f-2690563b5592,tg:lhhs:20968,Formats,1,pages,written,175,,
aacf66f2-4a4f-55fa-88bf-853d5bf490ee,tg:lhhs:14534,Formats,1,sheets,total,,1,
aacf66f2-4a4f-55fa-88bf-853d5bf490ee,tg:lhhs:14534,Formats,1,pages,written,1,,
4d31b1b5-61b6-5a00-a706-ab4d8f0ca359,tg:lhhs:210,Formats,1,sheets,total,,19,
7e7972ec-3093-5be1-a2aa-a93ec0e0f082,tg:lhhs:9245,Formats,1,sheets,total,,1,
7e7972ec-3093-5be1-a2aa-a93ec0e0f082,tg:lhhs:9245,Formats,1,pages,written,4,,
6e57ce9c-9576-5821-91f1-d8ed8ebe6a05,tg:lhhs:3648,Formats,1,sheets,total,,143,ca
6e57ce9c-9576-5821-91f1-d8ed8ebe6a05,tg:lhhs:3648,Formats,1,pages,written,225,,
768d7cd6-da72-5b3b-8440-a317c48f5f2f,tg:lhhs:19756,Formats,1,sheets,total,,12,
768d7cd6-da72-5b3b-8440-a317c48f5f2f,tg:lhhs:19756,Formats,1,pages,written,12,,
c6cee1b6-f217-59f2-b7c1-2e36b3d901ea,tg:lhhs:1675,Formats,1,sheets,total,,32,
c6cee1b6-f217-59f2-b7c1-2e36b3d901ea,tg:lhhs:1675,Formats,1,pages,written,32,,
3dadef3a-ff1b-5abb-952a-76b71ee51e8c,tg:lhhs:18844,Formats,1,sheets,total,,53,
3dadef3a-ff1b-5abb-952a-76b71ee51e8c,tg:lhhs:18844,Formats,1,pages,written,53,,
3468febc-3ada-59c0-8fdd-022df8911e85,tg:lhhs:4477,Formats,1,sheets,total,,12,
3468febc-3ada-59c0-8fdd-022df8911e85,tg:lhhs:4477,Formats,1,pages,written,12,,
74976ab7-af5a-5170-a5e9-0d97a0bc5e0e,tg:lhhs:16159,Formats,1,sheets,total,,8,
74976ab7-af5a-5170-a5e9-0d97a0bc5e0e,tg:lhhs:16159,Formats,1,pages,written,8,,
48251d5e-0fca-5ff8-bbeb-45021b69b44c,tg:lhhs:640,Formats,1,sheets,total,,1,
693ac33f-721d-535e-a10d-ab3316c70f30,tg:lhhs:14164,Formats,1,sheets,total,,150,
693ac33f-721d-535e-a10d-ab3316c70f30,tg:lhhs:14164,Formats,1,pages,written,148,,
ac38123b-d715-5611-ad67-3be5e55d8485,tg:lhhs:10127,Formats,1,sheets,total,,2,
ac38123b-d715-5611-ad67-3be5e55d8485,tg:lhhs:10127,Formats,1,pages,written,3,,
dbe98f19-67af-5067-8183-a745e9472237,tg:lhhs:8004,Formats,1,sheets,total,,3,
dbe98f19-67af-5067-8183-a745e9472237,tg:lhhs:8004,Formats,1,pages,written,3,,
2569aee2-34cf-56fc-b752-3c7785014ae3,tg:lhhs:20591,Formats,1,sheets,total,,1,
2569aee2-34cf-56fc-b752-3c7785014ae3,tg:lhhs:20591,Formats,1,pages,written,1,,
d0900511-70c7-5534-9810-5000a3b0881a,tg:lhhs:2409,Formats,1,pages,written,1,,
1793d43c-8a47-5ba8-87fc-ba34fd7bf599,tg:lhhs:18517,Formats,1,sheets,total,,2,
1793d43c-8a47-5ba8-87fc-ba34fd7bf599,tg:lhhs:18517,Formats,1,pages,written,2,,
25360417-4296-541e-b78c-14e91ce9610a,tg:lhhs:5636,Formats,1,sheets,total,,76,
25360417-4296-541e-b78c-14e91ce9610a,tg:lhhs:5636,Formats,1,pages,written,151,,
9acd371f-1520-54b9-be32-fde96a0eafd4,tg:lhhs:6919,Formats,1,sheets,total,,19,
9acd371f-1520-54b9-be32-fde96a0eafd4,tg:lhhs:6919,Formats,1,pages,written,18,,
bfd9354b-1e29-5b16-a6b4-c25095fa9ee7,tg:lhhs:4924,Formats,1,sheets,total,,4,
bfd9354b-1e29-5b16-a6b4-c25095fa9ee7,tg:lhhs:4924,Formats,1,pages,written,4,,
d456427e-5a05-589a-a271-7a304b06fbb4,tg:lhhs:15325,Formats,1,pages,written,1,,
12c74bb1-413d-5c6b-b346-bcae556aa9de,tg:lhhs:17318,Formats,1,sheets,total,,2,
12c74bb1-413d-5c6b-b346-bcae556aa9de,tg:lhhs:17318,Formats,1,pages,written,2,,
366fbcc9-8739-51d5-a692-dd00177312ab,tg:lhhs:8454,Formats,1,sheets,total,,4,
366fbcc9-8739-51d5-a692-dd00177312ab,tg:lhhs:8454,Formats,1,pages,written,4,,
2395466b-a0a1-5a1c-a499-f2391323906b,tg:lhhs:18147,Formats,1,sheets,total,,4 + 2,
2395466b-a0a1-5a1c-a499-f2391323906b,tg:lhhs:18147,Formats,1,pages,written,4 + 2,,
269572bc-0684-5fc8-bb3b-8058b7c77d89,tg:lhhs:2059,Formats,1,sheets,total,,136,
269572bc-0684-5fc8-bb3b-8058b7c77d89,tg:lhhs:2059,Formats,1,pages,written,134,,
8f98c277-3a8f-5a80-b767-2011ea634f7c,tg:lhhs:5266,Formats,1,sheets,total,,1,
5f1cc410-f24a-5959-9723-8275f4daca24,tg:lhhs:15775,Formats,1,sheets,total,,5,
5f1cc410-f24a-5959-9723-8275f4daca24,tg:lhhs:15775,Formats,1,pages,written,5,,
4fd4a289-b194-5d1b-841c-1146ea389b3a,tg:lhhs:14867,Formats,1,sheets,total,,5,
4fd4a289-b194-5d1b-841c-1146ea389b3a,tg:lhhs:14867,Formats,1,pages,written,5,,
101e4fbb-3e57-54e5-8ae5-3bd8976aa300,tg:lhhs:5773,Formats,1,sheets,total,,6,
101e4fbb-3e57-54e5-8ae5-3bd8976aa300,tg:lhhs:5773,Formats,1,pages,written,6,,
860c252e-cd8d-5482-9371-94bf4f5909fd,tg:lhhs:4861,Formats,1,sheets,total,,3,
