Object Number,Record Type,URL,ResourceID,Reference Number,Stage Type,Keeper,Object Identifier,Record ID Type,Object Number Type,URL Type,Object Identifier Type,Reference Number Type,order,card
tg:rubgr:3600,Objecten archief Grossmann,https://anet.be/record/opacrubobj/tg:rubgr:3600/N,2d5ecfd7-3c9d-5c89-ad41-4f6ecccf6e71,BE-ANN14/gr/000003600,,Rubenianum,https://data.rubenianum.be//ark:/86530/2d5ecfd7-3c9d-5c89-ad41-4f6ecccf6e71,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubgr:2912,Objecten archief Grossmann,https://anet.be/record/opacrubobj/tg:rubgr:2912/N,b6063583-29a0-5f93-bcdb-fd93bf57b0a5,BE-ANN14/gr/000002912,,Rubenianum,https://data.rubenianum.be//ark:/86530/b6063583-29a0-5f93-bcdb-fd93bf57b0a5,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubgr:608,Objecten archief Grossmann,https://anet.be/record/opacrubobj/tg:rubgr:608/N,9aeda876-ea35-5687-9b6a-dbc44077639a,BE-ANN14/gr/000000608,,Rubenianum,https://data.rubenianum.be//ark:/86530/9aeda876-ea35-5687-9b6a-dbc44077639a,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubgr:3250,Objecten archief Grossmann,https://anet.be/record/opacrubobj/tg:rubgr:3250/N,609be721-88ad-53c4-91cb-a02f8550c7e2,BE-ANN14/gr/000003250,,Rubenianum,https://data.rubenianum.be//ark:/86530/609be721-88ad-53c4-91cb-a02f8550c7e2,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubgr:258,Objecten archief Grossmann,https://anet.be/record/opacrubobj/tg:rubgr:258/N,4c3170b1-a92f-5807-8cd6-6f24df6776cc,BE-ANN14/gr/000000258,,Rubenianum,https://data.rubenianum.be//ark:/86530/4c3170b1-a92f-5807-8cd6-6f24df6776cc,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubgr:1543,Objecten archief Grossmann,https://anet.be/record/opacrubobj/tg:rubgr:1543/N,1d3dacb7-a8d8-5a20-bd44-f8ff1c8360d0,BE-ANN14/gr/000001543,,Rubenianum,https://data.rubenianum.be//ark:/86530/1d3dacb7-a8d8-5a20-bd44-f8ff1c8360d0,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubgr:126,Objecten archief Grossmann,https://anet.be/record/opacrubobj/tg:rubgr:126/N,f2b56778-6278-5ad9-b7bf-3dde3864f898,BE-ANN14/gr/000000126,,Rubenianum,https://data.rubenianum.be//ark:/86530/f2b56778-6278-5ad9-b7bf-3dde3864f898,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubgr:4311,Objecten archief Grossmann,https://anet.be/record/opacrubobj/tg:rubgr:4311/N,6ab70461-7137-5e48-b8e1-82d04affda6f,BE-ANN14/gr/000004311,,Rubenianum,https://data.rubenianum.be//ark:/86530/6ab70461-7137-5e48-b8e1-82d04affda6f,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubgr:1113,Objecten archief Grossmann,https://anet.be/record/opacrubobj/tg:rubgr:1113/N,b5dabd3c-76d5-538d-827e-e338b77ade41,BE-ANN14/gr/000001113,,Rubenianum,https://data.rubenianum.be//ark:/86530/b5dabd3c-76d5-538d-827e-e338b77ade41,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubgr:3987,Objecten archief Grossmann,https://anet.be/record/opacrubobj/tg:rubgr:3987/N,7bd5a8e2-79a0-5be9-a118-b12eee6cdf75,BE-ANN14/gr/000003987,,Rubenianum,https://data.rubenianum.be//ark:/86530/7bd5a8e2-79a0-5be9-a118-b12eee6cdf75,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubgr:5150,Objecten archief Grossmann,https://anet.be/record/opacrubobj/tg:rubgr:5150/N,c6d2cd5d-42ef-5b9a-b874-c7837a861341,BE-ANN14/gr/000005150,,Rubenianum,https://data.rubenianum.be//ark:/86530/c6d2cd5d-42ef-5b9a-b874-c7837a861341,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubgr:1810,Objecten archief Grossmann,https://anet.be/record/opacrubobj/tg:rubgr:1810/N,f5ef881b-904b-5c04-adc9-853ceadbf766,BE-ANN14/gr/000001810,,Rubenianum,https://data.rubenianum.be//ark:/86530/f5ef881b-904b-5c04-adc9-853ceadbf766,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubgr:5015,Objecten archief Grossmann,https://anet.be/record/opacrubobj/tg:rubgr:5015/N,8abde7a7-25c1-5403-b26a-76d1de086758,BE-ANN14/gr/000005015,,Rubenianum,https://data.rubenianum.be//ark:/86530/8abde7a7-25c1-5403-b26a-76d1de086758,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubgr:3968,Objecten archief Grossmann,https://anet.be/record/opacrubobj/tg:rubgr:3968/N,1aa03c35-551b-5991-bfe6-d5e66cfcfbeb,BE-ANN14/gr/000003968,,Rubenianum,https://data.rubenianum.be//ark:/86530/1aa03c35-551b-5991-bfe6-d5e66cfcfbeb,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubgr:91,Objecten archief Grossmann,https://anet.be/record/opacrubobj/tg:rubgr:91/N,5134de59-2a63-5af1-8444-503788df741c,BE-ANN14/gr/000000091,,Rubenianum,https://data.rubenianum.be//ark:/86530/5134de59-2a63-5af1-8444-503788df741c,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubgr:1406,Objecten archief Grossmann,https://anet.be/record/opacrubobj/tg:rubgr:1406/N,44c0d88a-b4c1-5525-b79a-08d77cde2825,BE-ANN14/gr/000001406,,Rubenianum,https://data.rubenianum.be//ark:/86530/44c0d88a-b4c1-5525-b79a-08d77cde2825,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubgr:433,Objecten archief Grossmann,https://anet.be/record/opacrubobj/tg:rubgr:433/N,6a8832bf-9395-5128-985d-74c0c80c0856,BE-ANN14/gr/000000433,,Rubenianum,https://data.rubenianum.be//ark:/86530/6a8832bf-9395-5128-985d-74c0c80c0856,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubgr:4604,Objecten archief Grossmann,https://anet.be/record/opacrubobj/tg:rubgr:4604/N,b1757839-3d40-5512-8d46-da731901662c,BE-ANN14/gr/000004604,,Rubenianum,https://data.rubenianum.be//ark:/86530/b1757839-3d40-5512-8d46-da731901662c,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubgr:1056,Objecten archief Grossmann,https://anet.be/record/opacrubobj/tg:rubgr:1056/N,1ebe3d60-fa00-57d1-8ce6-2a16a250b91b,BE-ANN14/gr/000001056,,Rubenianum,https://data.rubenianum.be//ark:/86530/1ebe3d60-fa00-57d1-8ce6-2a16a250b91b,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubgr:599,Objecten archief Grossmann,https://anet.be/record/opacrubobj/tg:rubgr:599/N,95069f5a-7364-536d-b185-36e46add12bb,BE-ANN14/gr/000000599,,Rubenianum,https://data.rubenianum.be//ark:/86530/95069f5a-7364-536d-b185-36e46add12bb,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubgr:3591,Objecten archief Grossmann,https://anet.be/record/opacrubobj/tg:rubgr:3591/N,8527e093-45c5-533e-b1f6-da52d54bd30a,BE-ANN14/gr/000003591,,Rubenianum,https://data.rubenianum.be//ark:/86530/8527e093-45c5-533e-b1f6-da52d54bd30a,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubgr:4254,Objecten archief Grossmann,https://anet.be/record/opacrubobj/tg:rubgr:4254/N,6e946d97-36ef-5c84-b212-e9f43c31cf62,BE-ANN14/gr/000004254,,Rubenianum,https://data.rubenianum.be//ark:/86530/6e946d97-36ef-5c84-b212-e9f43c31cf62,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubgr:2553,Objecten archief Grossmann,https://anet.be/record/opacrubobj/tg:rubgr:2553/N,30a98890-8e9a-5904-a9d7-671aa08f07c2,BE-ANN14/gr/000002553,,Rubenianum,https://data.rubenianum.be//ark:/86530/30a98890-8e9a-5904-a9d7-671aa08f07c2,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubgr:2103,Objecten archief Grossmann,https://anet.be/record/opacrubobj/tg:rubgr:2103/N,d08ca021-5470-58f1-a507-ed269350d0a3,BE-ANN14/gr/000002103,,Rubenianum,https://data.rubenianum.be//ark:/86530/d08ca021-5470-58f1-a507-ed269350d0a3,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubgr:4487,Objecten archief Grossmann,https://anet.be/record/opacrubobj/tg:rubgr:4487/N,9d062136-556c-5c11-bafe-1223e97243be,BE-ANN14/gr/000004487,,Rubenianum,https://data.rubenianum.be//ark:/86530/9d062136-556c-5c11-bafe-1223e97243be,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubgr:1685,Objecten archief Grossmann,https://anet.be/record/opacrubobj/tg:rubgr:1685/N,220dbddf-e9fa-5f07-9001-eace7adb8b5f,BE-ANN14/gr/000001685,,Rubenianum,https://data.rubenianum.be//ark:/86530/220dbddf-e9fa-5f07-9001-eace7adb8b5f,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubgr:3712,Objecten archief Grossmann,https://anet.be/record/opacrubobj/tg:rubgr:3712/N,be3795e7-1d4f-561f-8823-a13c6fcebe11,BE-ANN14/gr/000003712,,Rubenianum,https://data.rubenianum.be//ark:/86530/be3795e7-1d4f-561f-8823-a13c6fcebe11,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubgr:2800,Objecten archief Grossmann,https://anet.be/record/opacrubobj/tg:rubgr:2800/N,f9b9d2a3-39e9-500c-b8c9-bccda89baadf,BE-ANN14/gr/000002800,,Rubenianum,https://data.rubenianum.be//ark:/86530/f9b9d2a3-39e9-500c-b8c9-bccda89baadf,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubgr:4038,Objecten archief Grossmann,https://anet.be/record/opacrubobj/tg:rubgr:4038/N,9cfea9b7-0754-562c-831b-75dbbcf806b8,BE-ANN14/gr/000004038,,Rubenianum,https://data.rubenianum.be//ark:/86530/9cfea9b7-0754-562c-831b-75dbbcf806b8,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubgr:3207,Objecten archief Grossmann,https://anet.be/record/opacrubobj/tg:rubgr:3207/N,c5e4f89c-5c21-5e79-ac52-a5e4239600b2,BE-ANN14/gr/000003207,,Rubenianum,https://data.rubenianum.be//ark:/86530/c5e4f89c-5c21-5e79-ac52-a5e4239600b2,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubgr:3657,Objecten archief Grossmann,https://anet.be/record/opacrubobj/tg:rubgr:3657/N,9b1a6165-84e0-575b-bd1e-4aab54e615a5,BE-ANN14/gr/000003657,,Rubenianum,https://data.rubenianum.be//ark:/86530/9b1a6165-84e0-575b-bd1e-4aab54e615a5,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubgr:2945,Objecten archief Grossmann,https://anet.be/record/opacrubobj/tg:rubgr:2945/N,954d62ce-a467-53f3-82b5-b89c9a20c11d,BE-ANN14/gr/000002945,,Rubenianum,https://data.rubenianum.be//ark:/86530/954d62ce-a467-53f3-82b5-b89c9a20c11d,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubgr:2046,Objecten archief Grossmann,https://anet.be/record/opacrubobj/tg:rubgr:2046/N,2f4462ad-a121-548e-8d8f-264d04015f07,BE-ANN14/gr/000002046,,Rubenianum,https://data.rubenianum.be//ark:/86530/2f4462ad-a121-548e-8d8f-264d04015f07,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubgr:2729,Objecten archief Grossmann,https://anet.be/record/opacrubobj/tg:rubgr:2729/N,8f83fcb3-ed14-5f9a-ab91-cd0fec48c4ab,BE-ANN14/gr/000002729,,Rubenianum,https://data.rubenianum.be//ark:/86530/8f83fcb3-ed14-5f9a-ab91-cd0fec48c4ab,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubgr:1806,Objecten archief Grossmann,https://anet.be/record/opacrubobj/tg:rubgr:1806/N,1797506b-5ef3-5522-a5a1-989df8791443,BE-ANN14/gr/000001806,,Rubenianum,https://data.rubenianum.be//ark:/86530/1797506b-5ef3-5522-a5a1-989df8791443,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubgr:833,Objecten archief Grossmann,https://anet.be/record/opacrubobj/tg:rubgr:833/N,aee4b84c-7930-5da6-ab4b-128fcddad432,BE-ANN14/gr/000000833,,Rubenianum,https://data.rubenianum.be//ark:/86530/aee4b84c-7930-5da6-ab4b-128fcddad432,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubgr:999,Objecten archief Grossmann,https://anet.be/record/opacrubobj/tg:rubgr:999/N,b2df9b44-f00d-5b10-bccc-ee641051c4df,BE-ANN14/gr/000000999,,Rubenianum,https://data.rubenianum.be//ark:/86530/b2df9b44-f00d-5b10-bccc-ee641051c4df,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubgr:68,Objecten archief Grossmann,https://anet.be/record/opacrubobj/tg:rubgr:68/N,e41ac90e-b8fb-5ff3-bdfc-59529bea2239,BE-ANN14/gr/000000068,,Rubenianum,https://data.rubenianum.be//ark:/86530/e41ac90e-b8fb-5ff3-bdfc-59529bea2239,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubgr:5146,Objecten archief Grossmann,https://anet.be/record/opacrubobj/tg:rubgr:5146/N,e0a7589a-f6c2-5836-932f-d4884e731c07,BE-ANN14/gr/000005146,,Rubenianum,https://data.rubenianum.be//ark:/86530/e0a7589a-f6c2-5836-932f-d4884e731c07,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubgr:3991,Objecten archief Grossmann,https://anet.be/record/opacrubobj/tg:rubgr:3991/N,cc9ffbe0-73ce-5324-ad5c-f89d615485ae,BE-ANN14/gr/000003991,,Rubenianum,https://data.rubenianum.be//ark:/86530/cc9ffbe0-73ce-5324-ad5c-f89d615485ae,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubgr:1105,Objecten archief Grossmann,https://anet.be/record/opacrubobj/tg:rubgr:1105/N,b099eb28-67d8-5e2f-b40f-75314beb26e3,BE-ANN14/gr/000001105,,Rubenianum,https://data.rubenianum.be//ark:/86530/b099eb28-67d8-5e2f-b40f-75314beb26e3,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubgr:3138,Objecten archief Grossmann,https://anet.be/record/opacrubobj/tg:rubgr:3138/N,2616523c-1e20-56fe-aa49-68a4ea94d9d7,BE-ANN14/gr/000003138,,Rubenianum,https://data.rubenianum.be//ark:/86530/2616523c-1e20-56fe-aa49-68a4ea94d9d7,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubgr:4307,Objecten archief Grossmann,https://anet.be/record/opacrubobj/tg:rubgr:4307/N,ab970d60-8e44-57a8-8d28-b429adad04e3,BE-ANN14/gr/000004307,,Rubenianum,https://data.rubenianum.be//ark:/86530/ab970d60-8e44-57a8-8d28-b429adad04e3,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubgr:1555,Objecten archief Grossmann,https://anet.be/record/opacrubobj/tg:rubgr:1555/N,4de6a09e-7b1f-5163-aa74-e15e357eca73,BE-ANN14/gr/000001555,,Rubenianum,https://data.rubenianum.be//ark:/86530/4de6a09e-7b1f-5163-aa74-e15e357eca73,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubgr:3568,Objecten archief Grossmann,https://anet.be/record/opacrubobj/tg:rubgr:3568/N,a8024892-5d2b-5852-9e00-6760ad03b01f,BE-ANN14/gr/000003568,,Rubenianum,https://data.rubenianum.be//ark:/86530/a8024892-5d2b-5852-9e00-6760ad03b01f,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubgr:3092,Objecten archief Grossmann,https://anet.be/record/opacrubobj/tg:rubgr:3092/N,bd734edb-430a-5bfc-8e0a-5c8092412a23,BE-ANN14/gr/000003092,,Rubenianum,https://data.rubenianum.be//ark:/86530/bd734edb-430a-5bfc-8e0a-5c8092412a23,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubgr:3587,Objecten archief Grossmann,https://anet.be/record/opacrubobj/tg:rubgr:3587/N,a38c023d-0c34-54d6-93d2-db71c0e0f381,BE-ANN14/gr/000003587,,Rubenianum,https://data.rubenianum.be//ark:/86530/a38c023d-0c34-54d6-93d2-db71c0e0f381,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubgr:4242,Objecten archief Grossmann,https://anet.be/record/opacrubobj/tg:rubgr:4242/N,66270dd1-d758-5388-89e7-e0e640946637,BE-ANN14/gr/000004242,,Rubenianum,https://data.rubenianum.be//ark:/86530/66270dd1-d758-5388-89e7-e0e640946637,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubgr:1040,Objecten archief Grossmann,https://anet.be/record/opacrubobj/tg:rubgr:1040/N,a1b43949-9f95-5172-9293-6487effdbd75,BE-ANN14/gr/000001040,,Rubenianum,https://data.rubenianum.be//ark:/86530/a1b43949-9f95-5172-9293-6487effdbd75,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubgr:4612,Objecten archief Grossmann,https://anet.be/record/opacrubobj/tg:rubgr:4612/N,bbe81383-7451-5754-ae1c-ed27fcd0acb3,BE-ANN14/gr/000004612,,Rubenianum,https://data.rubenianum.be//ark:/86530/bbe81383-7451-5754-ae1c-ed27fcd0acb3,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubgr:425,Objecten archief Grossmann,https://anet.be/record/opacrubobj/tg:rubgr:425/N,8869aa14-73d6-5c5b-8420-460532856f76,BE-ANN14/gr/000000425,,Rubenianum,https://data.rubenianum.be//ark:/86530/8869aa14-73d6-5c5b-8420-460532856f76,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubgr:1410,Objecten archief Grossmann,https://anet.be/record/opacrubobj/tg:rubgr:1410/N,6f5eba61-22c3-5449-be39-5b9774c74a45,BE-ANN14/gr/000001410,,Rubenianum,https://data.rubenianum.be//ark:/86530/6f5eba61-22c3-5449-be39-5b9774c74a45,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubgr:87,Objecten archief Grossmann,https://anet.be/record/opacrubobj/tg:rubgr:87/N,a2dc6ab1-a0c2-5d0a-bd88-5db80b05ac5f,BE-ANN14/gr/000000087,,Rubenianum,https://data.rubenianum.be//ark:/86530/a2dc6ab1-a0c2-5d0a-bd88-5db80b05ac5f,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubgr:3,Objecten archief Grossmann,https://anet.be/record/opacrubobj/tg:rubgr:3/N,4005cc55-0d2a-5f90-9903-79fa3988c5ea,BE-ANN14/gr/000000003,,Rubenianum,https://data.rubenianum.be//ark:/86530/4005cc55-0d2a-5f90-9903-79fa3988c5ea,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubgr:976,Objecten archief Grossmann,https://anet.be/record/opacrubobj/tg:rubgr:976/N,30d53c5a-5401-5696-ab50-08358e3086a6,BE-ANN14/gr/000000976,,Rubenianum,https://data.rubenianum.be//ark:/86530/30d53c5a-5401-5696-ab50-08358e3086a6,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubgr:1943,Objecten archief Grossmann,https://anet.be/record/opacrubobj/tg:rubgr:1943/N,97f47b29-6b5d-553f-93e7-8c07f5b11740,BE-ANN14/gr/000001943,,Rubenianum,https://data.rubenianum.be//ark:/86530/97f47b29-6b5d-553f-93e7-8c07f5b11740,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubgr:5003,Objecten archief Grossmann,https://anet.be/record/opacrubobj/tg:rubgr:5003/N,fc78bf21-3f95-5b99-8650-ef90bff6218f,BE-ANN14/gr/000005003,,Rubenianum,https://data.rubenianum.be//ark:/86530/fc78bf21-3f95-5b99-8650-ef90bff6218f,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
