brocade.id,ResourceID,card,order,Acquisition Note,Registration Number value,Archive Note,Location Number,Serial Number,adm.note,adm.note.language,adm.note.type
tg:lhbr:226593,02987efd-f3fe-537f-bb04-fc796552f50c,Items,1,tr:lh:7336,187185/14,isad:lh:81749,S 59 / Archief P,,,Nederlands,remarks
tg:lhbr:24907,7e7c025d-d0c5-5013-ab7e-755b1380bd93,Items,1,tr:lh:6553,161674/330,isad:lh:12187,CC 92 / B2,,,Nederlands,remarks
tg:lhbr:221256,a383a226-5a3d-5e28-8191-7c2d8c7ae565,Items,1,tr:lh:7870,210516/4,isad:lh:80107,S 59 / Archief H,,,Nederlands,remarks
tg:lhbr:134902,f16f4904-951b-5605-a15b-a747d79c9e30,Items,1,tr:lh:5752,117848/1,isad:lh:56302,S 681 / B,,,Nederlands,remarks
tg:lhbr:277436,cf3c1011-047f-5806-a03e-ca7e39717921,Items,1,,,isad:lh:158253,B 413 / B2,,,Nederlands,remarks
tg:lhbr:12566,f761f1d0-0cdb-564d-ad70-65a121d54f99,Items,1,tr:lh:5752,117811/1,isad:lh:7141,S 614 / B,,,Nederlands,remarks
tg:lhbr:44306,85be5004-bda0-5758-bc7e-b2df95954812,Items,1,tr:lh:5898,137548/13,isad:lh:20571,D 217 / B,,,Nederlands,remarks
tg:lhbr:8478,4d237443-6abe-57d1-8bb7-3a0ff2ef1e73,Items,1,tr:lh:4214,81353/3,isad:lh:5259,B 3696 / B,,,Nederlands,remarks
tg:lhbr:178796,0dc177f6-921a-5fce-af1b-5e1585268200,Items,1,tr:lh:6886,171373/493a-b,isad:lh:71526,S 935 / B2,,,Nederlands,remarks
tg:lhbr:39636,cfb442a2-ba21-502e-96b1-7707ba0900df,Items,1,tr:lh:4767,93079/1a,isad:lh:18662,D 1155 / B,,,Nederlands,remarks
tg:lhbr:186476,ff6964fb-f3fc-5f3c-aa3e-ac7281bee4b2,Items,1,tr:lh:6898,170818/149,isad:lh:73639,L 319 / B2,,,Nederlands,remarks
tg:lhbr:269582,6a947d2f-6892-5a6f-ad5d-87cb7f5554f8,Items,1,tr:lh:7843,,isad:lh:155161,,D 325/188,,Nederlands,remarks
tg:lhbr:166622,c664c44a-30dc-5937-8756-0a34d8b9e3bd,Items,1,tr:lh:6734,166968/11,isad:lh:7540,"B 6791 / B2 (Mientje Helmers, Dossier Arbeiderspers)",,,Nederlands,remarks
tg:lhbr:27782,99e8646e-ff1f-5d3a-8482-aef961faec0f,Items,1,tr:lh:7314,,isad:lh:13508,FVCA / B (1933-1940),,,Nederlands,remarks
tg:lhbr:130042,a0dbf243-e15c-5605-aa1d-7885bfe64900,Items,1,tr:lh:9798,157819/34,isad:lh:54526,C 20402 / B,,,Nederlands,remarks
tg:lhbr:213777,960dff64-9aac-5cc2-9ba6-36b42b6bf39e,Items,1,tr:lh:7609,199051/58,isad:lh:77940,M 224 / B,,,Nederlands,remarks
tg:lhbr:245117,056971ac-6ec0-55f3-b552-55d817d06529,Items,1,tr:lh:126473,,isad:lh:130188,,D 9653 / 20 (156),,Nederlands,remarks
tg:lhbr:20047,48f78bb0-ad2d-5ab7-b434-4050fef89d8e,Items,1,tr:lh:1967,37016/7,isad:lh:10280,B 8757 / B,,,Nederlands,remarks
tg:lhbr:137787,3b9a57be-5096-5ed7-9e07-71396ef5f928,Items,1,tr:lh:2055,38912/4,isad:lh:57404,S 968 / B,,,Nederlands,remarks
tg:lhbr:238427,dc27a7ad-a655-5da8-aa6a-9033f91f0740,Items,1,tr:lh:9981,219584/7,isad:lh:85514,F 4055 / B3,,,Nederlands,remarks
tg:lhbr:96473,678fc4f8-9b8f-5934-8876-055485141713,Items,1,tr:lh:5898,137646/62,isad:lh:41124,L 603 / B,,,Nederlands,remarks
tg:lhbr:208091,53c382c7-2660-57ec-82bf-08294adc2087,Items,1,tr:lh:6413,151509/15,isad:lh:76556,W 256 / B2 ((periode L. Simons 1969-1984) 12),,,Nederlands,remarks
tg:lhbr:136895,935f6f1a-80a1-5ba0-91bc-de74b62e8844,Items,1,tr:lh:9822,79956/69,isad:lh:57078,S 5754 / B2,,,Nederlands,remarks
tg:lhbr:77935,897c8d53-6df2-5824-b5a2-5d5d4d481425,Items,1,tr:lh:5832,123182/7,isad:lh:34324,I 19 / B,,,Nederlands,remarks
tg:lhbr:107331,a2acc2c6-aa90-5489-886b-061a064e8dc4,Items,1,tr:lh:6484,159002/98,isad:lh:45606,R 578 / B2,,,Nederlands,remarks
tg:lhbr:46291,66a9c221-7a41-5d57-b50e-d1206ab94e87,Items,1,tr:lh:6405,149802/46,isad:lh:21352,G 994 / B2 (Rotterdamsche Verzekering-Sociëteiten),,,Nederlands,remarks
tg:lhbr:151551,212f59ca-7a05-50a2-a64a-8b6b9029cb47,Items,1,tr:lh:4282,82981/82,isad:lh:62568,V 4655 / B,,,Nederlands,remarks
tg:lhbr:212865,e5a13b6c-8b55-5fd6-abc4-3789718d4a0e,Items,1,tr:lh:7584,198475/20,isad:lh:77787,M 896 / B1,,,Nederlands,remarks
tg:lhbr:43569,d78bf711-b112-5def-9e13-edd7b190ec46,Items,1,tr:lh:6462,158572/37,isad:lh:20282,V 3484 / B2,,,Nederlands,remarks
tg:lhbr:15309,0539228f-6f00-563f-a719-08adf49413ea,Items,1,tr:lh:3055,61009/62,isad:lh:8341,B 708 / B,,,Nederlands,remarks
tg:lhbr:270259,bba52808-1d36-5193-ae27-67193266edf6,Items,1,tr:lh:110330,,isad:lh:113611,,R 8963 / 327,,Nederlands,remarks
tg:lhbr:226439,a363b8b7-249e-548e-86a0-f1da6eeb2004,Items,1,tr:lh:7411,196288/2,isad:lh:81719,A 2335 / B2,,,Nederlands,remarks
tg:lhbr:129799,146b8396-76db-5796-b157-ba15f460108d,Items,1,tr:lh:4876,97409/1,isad:lh:54397,S 255 / B,,,Nederlands,remarks
tg:lhbr:68639,e3f55219-d42a-57cf-b6be-147c5f5ff5c7,Items,1,tr:lh:5819,122145/641,isad:lh:408,M 1013 / B (1980-1981),,,Nederlands,remarks
tg:lhbr:41554,cac582b9-707d-519b-80a3-60650db1b6a7,Items,1,tr:lh:6036,133618/7,isad:lh:19471,D 2195 / B,,,Nederlands,remarks
tg:lhbr:156294,1021f9cf-fc52-54f6-9a17-b3f9856c1140,Items,1,tr:lh:6203,143742/18,isad:lh:4539,T 4045 / B2 (Hoevebouw),,,Nederlands,remarks
tg:lhbr:17334,32e32279-4ed3-50b1-b2b0-6f1b2069c216,Items,1,tr:lh:7314,,isad:lh:9097,FVCA / B2 (1944-1961),,,Nederlands,remarks
tg:lhbr:26890,d24e0c88-0b98-51ef-b440-3a6d711f936c,Items,1,tr:lh:4876,97395/4,isad:lh:13064,C 1954 / B,,,Nederlands,remarks
tg:lhbr:224404,efc42676-ba41-5ed9-a77b-52d255fd934e,Items,1,tr:lh:4529,87187/14,isad:lh:81035,H 546 / B2,,,Nederlands,remarks
tg:lhbr:259134,51042989-6897-536d-99c2-8bd02ddd1b5b,Items,1,tr:lh:126473,,isad:lh:130163,,D 9653 / 9 (181),,Nederlands,remarks
tg:lhbr:75908,8122bc63-6a20-5a8c-8bc4-21783831af23,Items,1,tr:lh:6415,153463/121,isad:lh:799,D 125 / B2 (Baratzeartea),,,Nederlands,remarks
tg:lhbr:198468,b672e52c-dcbd-5b17-8297-d33dda832558,Items,1,tr:lh:6598,166196/3302,isad:lh:75006,B 417 / B2,,,Nederlands,remarks
tg:lhbr:210858,9cf8b061-bae2-5b29-a3cf-50e689ca0814,Items,1,tr:lh:6413,152460/1,isad:lh:77691,W 256 / B2 ((periode L. Simons 1969-1984) 35),,,Nederlands,remarks
tg:lhbr:49164,17a867f5-4d4d-53e7-a11d-cd82ce6eac14,Items,1,tr:lh:1364,23204/2,,D 9653 / B,,,Nederlands,remarks
tg:lhbr:82060,e821437a-e837-5cc8-bf04-93876443af57,Items,1,tr:lh:6553,161685/9,isad:lh:35830,CC 92 / B2,,,Nederlands,remarks
tg:lhbr:207364,4237d6ef-94e2-585e-ae0d-c74b9f83b1ad,Items,1,tr:lh:6413,151320/21,isad:lh:76306,W 256 / B2 ((periode L. Simons 1969-1984) 6),,,Nederlands,remarks
tg:lhbr:53990,8f6b6d01-9eec-5d97-b80d-a07d3506702a,Items,1,,,isad:lh:24354,F 446 / B,,,Nederlands,remarks
tg:lhbr:251504,744245e3-83d2-5c73-b5e8-c41d0d4ac91d,Items,1,tr:lh:4326,71659,isad:lh:143624,A 493 / B2,,,Nederlands,remarks
tg:lhbr:98894,5672e8b1-d163-52da-89dc-4e770b91fcb0,Items,1,tr:lh:5863,125186/1,isad:lh:42049,M 3896 / B,,,Nederlands,remarks
tg:lhbr:34454,7c67874b-610c-53dc-a4ba-84d24bf539c2,Items,1,,15328,,C 34 / B,,,Nederlands,remarks
tg:lhbr:123394,249de0e4-7f3c-5982-a26d-ddd7cb4adf01,Items,1,tr:lh:4659,88986/22,isad:lh:52289,R 603 / B,,,Nederlands,remarks
tg:lhbr:62234,54a8ed07-ca1b-511d-9a21-6c293283a33f,Items,1,,,isad:lh:27961,G 563 / B,,,Nederlands,remarks
tg:lhbr:265958,a05c245f-bc7c-55ea-be0e-76a20b0a0e36,Items,1,tr:lh:128783,,isad:lh:133209,,R 462 / 1152,,Nederlands,remarks
tg:lhbr:87798,07bbabc4-ab33-5481-8bdd-9a0011e08317,Items,1,tr:lh:4745,91715/55,isad:lh:37662,L 245 / B,,,Nederlands,remarks
tg:lhbr:190058,f2270cb1-e28b-533a-a578-49e7c6933652,Items,1,tr:lh:5678,114681/67,isad:lh:74035,T 48399 / B (1959),,,Nederlands,remarks
tg:lhbr:172231,e1fdf1f8-169c-5e50-9d60-0cbbafa37c91,Items,1,tr:lh:2797,55293/15,isad:lh:69758,C 1971 / B2,,,Nederlands,remarks
tg:lhbr:33391,d3dbbae1-7b95-5158-9415-745ada4c08cc,Items,1,tr:lh:2599,52416/94,isad:lh:16032,C 30702 / B,,,Nederlands,remarks
tg:lhbr:124451,9482b859-3a73-5ae9-acf8-d8c97c492958,Items,1,tr:lh:2287,43250/767,isad:lh:52684,R 701 / B,,,Nederlands,remarks
tg:lhbr:267965,ed46ea26-883b-58b9-9991-3c5b76da24bf,Items,1,tr:lh:110330,,isad:lh:113050,,R 8963 / 118,,Nederlands,remarks
tg:lhbr:143995,1240aab5-7868-5b93-a954-5565504356db,Items,1,tr:lh:1804,32273/6,isad:lh:59854,T 394 / B,,,Nederlands,remarks
tg:lhbr:188891,37090424-5f10-5e82-a386-38f228b10466,Items,1,tr:lh:7063,177317/572,isad:lh:73898,D 125 / B2,,,Nederlands,remarks
tg:lhbr:159161,bb04e56e-99e6-59cd-bcab-5e500d2c363e,Items,1,tr:lh:6484,159002/129,isad:lh:65314,R 578 / B2,,,Nederlands,remarks
tg:lhbr:192065,062cb1ed-999d-50fb-acd9-9dbe95490720,Items,1,,163823/50,isad:lh:74239,G 395 / B2,,,Nederlands,remarks
tg:lhbr:278669,e5f5c14e-5c4f-5fb1-8ba9-5a404099d40d,Items,1,,,isad:lh:161658,B 413 / B2,,,Nederlands,remarks
tg:lhbr:205359,01ad13f5-dfd2-5a59-894c-b4275a34caa5,Items,1,tr:lh:6886,171356/81,isad:lh:75694,S 935 / B2 (Prijs der Nederlandse Letteren Den Haag),,,Nederlands,remarks
tg:lhbr:253539,b574ea46-5cde-5c9f-90e7-6934fb0c87f6,Items,1,,,isad:lh:144857,M 58 / 2,,,Nederlands,remarks
tg:lhbr:36469,e42f106a-9dbe-582b-858f-ef28e5f1521e,Items,1,tr:lh:2414,47145/5,isad:lh:17233,C 3622 / B,,,Nederlands,remarks
tg:lhbr:7627,368865c5-5e99-5fd4-bdc8-5ae9233eb55e,Items,1,tr:lh:5078,100573/186,isad:lh:4831,C 3592 / B2,,,Nederlands,remarks
tg:lhbr:60209,b7d45688-bc22-50af-ae0c-c9bb41c744bc,Items,1,tr:lh:1859,36921/3,isad:lh:26560,G 455 / B,,,Nederlands,remarks
tg:lhbr:28477,aa6b728f-95ab-546c-be75-689e5981b5c5,Items,1,tr:lh:7314,,isad:lh:13868,FVCA / B (1880-1918),,,Nederlands,remarks
tg:lhbr:286423,e4359cd5-7361-54b7-ab2f-f07c0a351a6e,Items,1,tr:lh:128691,,isad:lh:129685,,B 805 /333,,Nederlands,remarks
tg:lhbr:55147,394ab3d7-88f6-5698-844b-5350a434a8b8,Items,1,tr:lh:651,12668/47,isad:lh:5567,"H 90783 / B (Boek I, Deel a)",,,Nederlands,remarks
tg:lhbr:189783,c4ac841b-7627-5203-9349-9397e96bb797,Items,1,tr:lh:3772,72465/208,isad:lh:37330,T 48399 / B (1958),,,Nederlands,remarks
tg:lhbr:142687,03650a19-eee4-5a61-9593-1c41888955de,Items,1,,,isad:lh:59306,T 3465 / B,,,Nederlands,remarks
tg:lhbr:266677,14c7e904-0e57-513f-9064-728889f33535,Items,1,tr:lh:128783,,isad:lh:133367,,R 462 / 1108,,Nederlands,remarks
tg:lhbr:230017,87505cd0-3987-5b82-94cd-1201d19659b5,Items,1,tr:lh:7823,202222/218,isad:lh:82712,R 462 / B2,,,Nederlands,remarks
tg:lhbr:6935,f6355d05-48db-55c8-85ce-5320817967c1,Items,1,tr:lh:2301,43615/47,isad:lh:4484,B 143 / B,,,Nederlands,remarks
tg:lhbr:4908,749a695c-07e9-53ce-9202-243af535357d,Items,1,tr:lh:2793,56077/2,isad:lh:3330,B 1333 / B,,,Nederlands,remarks
tg:lhbr:99786,d63c153c-212a-59d2-a08c-b980538f49a0,Items,1,tr:lh:5863,124404/159,isad:lh:42430,W 48935 / B,,,Nederlands,remarks
tg:lhbr:113722,04973354-d254-5fa5-b522-175f74489e62,Items,1,tr:lh:4755,92506/111,isad:lh:48235,Y 969 / B,,,Nederlands,remarks
tg:lhbr:52682,ea5b0642-4665-5d21-a8a6-38a4323073c5,Items,1,tr:lh:5819,122145/284,isad:lh:409,M 1013 / B (1976-1977),,,Nederlands,remarks
tg:lhbr:145142,4bcd75f4-ea84-5696-b351-2b8701efca58,Items,1,tr:lh:5800,121393,isad:lh:60289,V 113 / B,,,Nederlands,remarks
tg:lhbr:138472,55e5111b-fbf3-5a08-a0f0-7363e7f2608b,Items,1,tr:lh:3055,60960/149,isad:lh:57705,S 935 / B,,,Nederlands,remarks
tg:lhbr:263475,4c1d4d91-c9db-5f9e-8fb6-534117eae068,Items,1,tr:lh:139974,,isad:lh:150936,,B 798 / 294 - 380,,Nederlands,remarks
tg:lhbr:120941,9c3f96d4-d22d-5e7a-ad73-7ff4e87d6ebd,Items,1,tr:lh:4641,88551/1,isad:lh:51329,R 462 / B,,,Nederlands,remarks
tg:lhbr:235215,eac18024-d6bc-5f96-b912-f66e6246a32d,Items,1,tr:lh:7657,218004/312,isad:lh:84176,G 3145 / B2,,,Nederlands,remarks
tg:lhbr:50345,571a7024-4db9-50ac-9d5d-30e26c338761,Items,1,tr:lh:5834,122716,isad:lh:22945,E 2482 / B,,,Nederlands,remarks
tg:lhbr:147485,94e3ce5d-4755-583c-922a-930ee9b19c3e,Items,1,tr:lh:2508,50816/30a-b,isad:lh:61109,V 2558 / B,,,Nederlands,remarks
tg:lhbr:283621,02770941-2413-5f4b-bcdb-47b9a121b2b1,Items,1,tr:lh:7843,202504/60a-b,isad:lh:163087,,D 325 / 1227,,Nederlands,remarks
tg:lhbr:248725,eb590de0-645d-57e1-9d5b-ba5b10f34b28,Items,1,tr:lh:2279,,isad:lh:141038,,C 3622 / 25,,Nederlands,remarks
tg:lhbr:257829,8c3bf5e3-be88-5543-8591-c8620185f243,Items,1,tr:lh:9770,,isad:lh:147109,,J 416 / 63,,Nederlands,remarks
tg:lhbr:189279,04b8ec4a-44a8-514c-85eb-616357fccd4b,Items,1,tr:lh:7352,195557/2a-f,isad:lh:73948,B 6834 / B1,,,Nederlands,remarks
tg:lhbr:32979,77481a0a-9d86-51dd-9a9d-0d58d270b6d5,Items,1,tr:lh:1172,20278/4,isad:lh:15854,C 287 / B,,,Nederlands,remarks
tg:lhbr:219680,e0bfefea-e286-59b2-9485-1e4264206098,Items,1,tr:lh:7336,186607/3,isad:lh:79636,S 59 / Archief C,,,Nederlands,remarks
tg:lhbr:255814,4cbfcec0-7a39-5c84-abd7-992dbe5cf6a1,Items,1,tr:lh:9770,,isad:lh:146203,,J 416 / 57,,Nederlands,remarks
tg:lhbr:116520,14b5402e-24d5-58ec-bbfd-4fe90a525d8e,Items,1,tr:lh:6250,145101,isad:lh:49484,G 9431 / B,,,Nederlands,remarks
tg:lhbr:57480,f31177b7-cdee-5625-b710-f48e33cc5f3f,Items,1,tr:lh:5863,124388/317,isad:lh:25556,G 3693 / B,,,Nederlands,remarks
tg:lhbr:140340,3afbe55f-14f5-5026-ab23-c1152495f288,Items,1,tr:lh:5403,105913/10,isad:lh:58381,S 9975 / B,,,Nederlands,remarks
tg:lhbr:30944,44f096a2-60c8-5e09-81f5-4a49067f5f68,Items,1,tr:lh:5692,115192/29,isad:lh:866,C 416 / B (1975),,,Nederlands,remarks
tg:lhbr:261448,cb70f2b4-0016-5e50-93d7-8200c5cdb71e,Items,1,tr:lh:139974,,isad:lh:149824,,B 798 / 1 - 59,,Nederlands,remarks
tg:lhbr:237228,301fe9ad-2145-58c9-8062-57ddc01d538f,Items,1,tr:lh:9849,218757/312a-b,isad:lh:84969,J 45 / B1,,,Nederlands,remarks
tg:lhbr:52378,8223febe-10ec-58a3-8567-bcfbae9302b0,Items,1,tr:lh:728,13806/367,isad:lh:691,W 686 / B (5 quater),,,Nederlands,remarks
tg:lhbr:138188,f40b475a-46a9-5be0-8951-287a3664d3ad,Items,1,tr:lh:5901,127088/8,isad:lh:57592,K 174 / B,,,Nederlands,remarks
tg:lhbr:79028,5357d179-dce1-5b94-a930-7df8c9ffdfcc,Items,1,tr:lh:6305,148998,isad:lh:34718,J 205 / B,,,Nederlands,remarks
tg:lhbr:31656,58bebe74-566e-595f-93a1-385cd399a1e0,Items,1,tr:lh:3729,72568/5,isad:lh:15351,C 2632 / B,,,Nederlands,remarks
tg:lhbr:126196,b5b19edf-ed17-5caa-b4d6-6fecf5cb936a,Items,1,tr:lh:4738,90956/29,isad:lh:53030,R 721 / B,,,Nederlands,remarks
tg:lhbr:67036,2f228b24-7607-512e-b4a3-332546982686,Items,1,tr:lh:5565,116939/3,isad:lh:30632,G 9932 / B,,,Nederlands,remarks
tg:lhbr:202166,264a976d-b3de-5cd4-9add-bb8bc83ca827,Items,1,tr:lh:5678,114694/284,isad:lh:75275,T 48399 / B (1972),,,Nederlands,remarks
tg:lhbr:254706,55828a68-614e-546c-aa49-4ff774eb9f8a,Items,1,tr:lh:9770,,isad:lh:145535,,J 416 / 53,,Nederlands,remarks
tg:lhbr:87262,095c2c96-4e97-54ef-b999-58875b6db7ab,Items,1,tr:lh:2127,41000/171,isad:lh:37470,K 97 / B,,,Nederlands,remarks
tg:lhbr:218992,e6730402-74da-5e7b-a0fd-f19fa1f0e043,Items,1,tr:lh:7335,186404/12,isad:lh:79450,S 59 / Archief B,,,Nederlands,remarks
tg:lhbr:229236,07583167-add6-5dbf-81f4-843a7d994acf,Items,1,,,isad:lh:82550,S 59 / Archief Galeries,,,Nederlands,remarks
tg:lhbr:278393,fb05062b-a3c9-5ba0-a5c3-0d8194e5815a,Items,1,tr:lh:7843,202504/60a-b,isad:lh:159054,,D 325 / 553,,Nederlands,remarks
tg:lhbr:249837,29064eed-aa58-5870-8641-d2962aa75b91,Items,1,tr:lh:110434,,isad:lh:142282,,C 2756 / 443,,Nederlands,remarks
tg:lhbr:282933,d48d42e3-5b69-5d98-8df0-092d6e03d928,Items,1,tr:lh:7843,202504/60a-b,isad:lh:162653,,D 325 / 1126,,Nederlands,remarks
tg:lhbr:197267,1c2962c0-6cd6-5d9b-8e9f-d01fa8fc1cfa,Items,1,tr:lh:4747,98697/91b,isad:lh:1523,T 48399 / B (1946),,,Nederlands,remarks
tg:lhbr:177033,e81338ec-293a-5748-b6ab-d608ab7a44a0,Items,1,,74145/512,isad:lh:70902,H 5367 / B2,,,Nederlands,remarks
tg:lhbr:36193,b5c89365-2bc0-5bef-8617-240846d12ae1,Items,1,tr:lh:2660,52711/38,isad:lh:17081,C 3622 / B,,,Nederlands,remarks
tg:lhbr:121653,cc4d4d31-1065-58ec-a9d8-9a13c812ecf8,Items,1,tr:lh:4124,79951/139,isad:lh:4161,V 672 / B2 (1926),,,Nederlands,remarks
tg:lhbr:2425,513443f6-b873-5ce1-8f7c-343617b36d6b,Items,1,tr:lh:6099,139960/12,isad:lh:1923,M 386 / B2,,,Nederlands,remarks
tg:lhbr:102133,8627f620-5295-5c1e-a971-e5aba7fe8e5b,Items,1,tr:lh:651,12668/20,isad:lh:915,H 90783 / B (Fin. Comiteit Deel I Verslagen),,,Nederlands,remarks
tg:lhbr:43093,ea4db285-993b-5d7f-88a3-78621fadad11,Items,1,tr:lh:4995,98944/6,isad:lh:20071,D 291 / B,,,Nederlands,remarks
tg:lhbr:154753,5d16b4c3-da54-5438-9c5e-4cccfd3c7d89,Items,1,tr:lh:2533,49754/2a-b,isad:lh:63790,V 724 / B,,,Nederlands,remarks
tg:lhbr:129263,f838b781-e429-5724-9387-04504d56ac7a,Items,1,tr:lh:5794,120346,isad:lh:54179,S 183 / B,,,Nederlands,remarks
tg:lhbr:59867,c234c000-34fe-5f12-aaa5-d0b9ccf1b60e,Items,1,tr:lh:5936,129846/2059,isad:lh:6201,G 102 / B (Tentoonstelling 64),,,Nederlands,remarks
tg:lhbr:92963,ef0edd6d-9093-5aec-8221-92ef50843e49,Items,1,tr:lh:5403,105902/657,isad:lh:39670,L 769 / B,,,Nederlands,remarks
tg:lhbr:149862,2e714683-d77a-5d80-be6f-884e03508695,Items,1,,,isad:lh:62149,D 2195 / B2,,,Nederlands,remarks
tg:lhbr:182966,4ea308e7-eefe-56a8-8c8b-a61af1e9cc08,Items,1,tr:lh:6997,175686/1a-c,isad:lh:72657,JJ 52 / B1,,,Nederlands,remarks
tg:lhbr:39266,71db4183-bc9c-5457-89eb-7ec465354fd0,Items,1,tr:lh:5898,137542/1,isad:lh:18489,C 48742 / B,,,Nederlands,remarks
tg:lhbr:8028,7c773fa4-813e-5e13-841a-60423e079f1b,Items,1,tr:lh:7314,,isad:lh:5049,FVCA / B2 (1944-1961),,,Nederlands,remarks
tg:lhbr:277066,71bdce93-e324-5006-88c5-fe4fce8bd2c1,Items,1,tr:lh:139794,,isad:lh:157831,,VV 237 / 2,,Nederlands,remarks
tg:lhbr:221606,7144f43e-a930-5cef-99ef-f7d768f56315,Items,1,tr:lh:7336,186882/5,isad:lh:80176,S 59 / Archief J,,,Nederlands,remarks
tg:lhbr:44756,2b0fb280-9c7d-5c3c-b088-aa8cc4116814,Items,1,tr:lh:5863,124384/540,isad:lh:20764,D 3445 / B,,,Nederlands,remarks
tg:lhbr:12136,2119f17a-5ada-5480-8385-424e0ca1b72a,Items,1,tr:lh:4787,95349/2,isad:lh:7004,B 6496 / B,,,Nederlands,remarks
tg:lhbr:153096,1f6e9725-cc15-54e9-bd31-ff6a415e24bd,Items,1,tr:lh:2325,43900/227,isad:lh:63074,B 7123 / B,,,Nederlands,remarks
tg:lhbr:198192,25308b53-be8a-512d-8a15-2a69c208bf39,Items,1,tr:lh:6598,166196/3073,isad:lh:74972,B 417 / B2,,,Nederlands,remarks
tg:lhbr:45844,3aebb99b-6fc8-5ac5-bcf4-492c5f66759d,Items,1,tr:lh:2755,54531/209-210,isad:lh:21216,D 413 / B,,,Nederlands,remarks
tg:lhbr:220914,d0a56767-5096-5a87-9cb9-8e0db9cb19ce,Items,1,tr:lh:7336,187038/35,isad:lh:80024,S 59 / Archief G,,,Nederlands,remarks
tg:lhbr:163420,f81e95e1-1ebc-562a-a013-43c6811adca0,Items,1,tr:lh:3436,67699/641,isad:lh:459,"H 722 / B (1947-56, Verhandelingen)",,,Nederlands,remarks
tg:lhbr:22580,870a54e0-67b5-5c30-bd9d-82e8fa0db9ab,Items,1,tr:lh:3477,68562/671,isad:lh:11463,B 9761 / B,,,Nederlands,remarks
tg:lhbr:135240,c47b0779-1ea3-55e3-b287-2610203a380b,Items,1,tr:lh:4124,79951/209a-b,isad:lh:14922,V 672 / B (1927-1934),,,Nederlands,remarks
tg:lhbr:183674,71d0b8a1-b498-592e-80fe-ee322733352e,Items,1,tr:lh:7514,197857,isad:lh:73000,R 71164 / B2,,,Nederlands,remarks
tg:lhbr:148770,aec8abef-7ed1-57e1-a50d-f084d1a5cfe8,Items,1,tr:lh:4786,94983/5a-b,isad:lh:75625,V 37336 / B,,,Nederlands,remarks
tg:lhbr:269078,81b6c300-2334-5536-ba08-674371f362b6,Items,1,tr:lh:7843,,isad:lh:154855,,D 325/132,,Nederlands,remarks
tg:lhbr:27278,f8819d4c-cfc0-59ab-8f2b-e8dffea6fb04,Items,1,tr:lh:7314,,isad:lh:13247,FVCA / B (1919-1932),,,Nederlands,remarks
tg:lhbr:71418,91b246e4-88c3-5f21-89cb-294c38dde361,Items,1,tr:lh:4736,90407/1,isad:lh:32289,H 517 / B,,,Nederlands,remarks
tg:lhbr:214548,02917625-d597-55ee-a36f-2b17c557e5d8,Items,1,tr:lh:7406,196130/32a-b,isad:lh:78046,R 172 / B (1962),,,Nederlands,remarks
tg:lhbr:242328,b2638bb4-bb55-5217-92cd-7aca0f1dd47f,Items,1,tr:lh:2010,,isad:lh:128081,,C 3622 / 20,,Nederlands,remarks
tg:lhbr:93671,b91e8199-1951-540d-8db1-2d19d3a6ef5f,Items,1,tr:lh:2413,47200/60,isad:lh:39979,L 9946 / B,,,Nederlands,remarks
tg:lhbr:58775,b4136d5c-7213-5e0c-b51b-e410f8a36e56,Items,1,tr:lh:6373,148888/496,isad:lh:26114,G 3947 / B,,,Nederlands,remarks
tg:lhbr:25245,f3cca351-8237-59f6-a01a-52ae6154c2f6,Items,1,tr:lh:2500,49183/205,isad:lh:486,B 6455 / B2 (Brievenboek),,,Nederlands,remarks
tg:lhbr:132585,2d075ae8-080f-5ed6-92ab-9ec846b4dc2b,Items,1,tr:lh:4736,90356,isad:lh:55529,S 5676 / B,,,Nederlands,remarks
tg:lhbr:73425,af722eba-dc2d-515d-94c6-46f2efb9fd85,Items,1,tr:lh:5938,129260/1a-b,isad:lh:33067,H 655 / B,,,Nederlands,remarks
tg:lhbr:216575,2884de8e-2757-5ab1-b601-d8f312467829,Items,1,tr:lh:7701,200358/126,isad:lh:78600,G 22445 / B,,,Nederlands,remarks
tg:lhbr:155841,f2555f93-2fe7-5da4-83e2-6fdb8acdd54a,Items,1,tr:lh:1768,31822,,V 892 / B,,,Nederlands,remarks
tg:lhbr:240315,1f5428ef-d4cc-50e4-8f99-a5c5f3dc1ac4,Items,1,tr:lh:6886,100603/44,isad:lh:117376,S 935 / B2,,,Nederlands,remarks
tg:lhbr:47879,d24cfbab-3d81-537d-8bf5-f5a70c33f35c,Items,1,tr:lh:4768,93393,isad:lh:21965,D 854 / B,,,Nederlands,remarks
tg:lhbr:222929,7fd63037-3c86-5dc5-92d2-4cb46f5046b3,Items,1,tr:lh:7499,197462/1abc,isad:lh:80532,SS 24 / B2,,,Nederlands,remarks
tg:lhbr:96189,d3fa6073-2f8a-5cc5-9458-9843bbd6f721,Items,1,tr:lh:5687,115067/5,isad:lh:41015,M 49505 / B,,,Nederlands,remarks
tg:lhbr:181649,5b966d3b-5b31-53c6-b2ff-cfb1fadb6c09,Items,1,tr:lh:7478,197239/51,isad:lh:72210,M 224 / B,,,Nederlands,remarks
tg:lhbr:273025,76d6b2c2-3129-5b49-8fca-abe240e4eef2,Items,1,tr:lh:110330,,isad:lh:114973,,R 8963 / 753,,Nederlands,remarks
