brocade.id,ResourceID,card,order,Acquisition Note,Registration Number value,Location Number,Archive Note,Warehouse Location (begin),adm.note,Serial Number,Warehouse Location (ende),adm.note.language,adm.note.type
tg:lhsc:905,08122391-6158-569a-9389-0eadb287d50f,Items,1,,28412/2,K2 B 41 D,,,,,,Nederlands,remarks
tg:lhsc:456,d694572b-e73d-5b61-b39a-68b168715d45,Items,1,tr:lh:2212,42274,K2 B,,,,,,Nederlands,remarks
tg:lhsc:1199,f4253902-1936-59be-bfbc-67a331090428,Items,1,,50428,K2 C 9 A,,,,,,Nederlands,remarks
tg:lhsc:1033,3be79938-57a4-524c-b3c5-e1eedc341622,Items,1,,111451,K2 B 48 D,,,,,,Nederlands,remarks
tg:lhsc:9403,b6233953-26fe-510a-8d57-c27675e661c3,Items,1,,,K2 B 28 A,,,,,,Nederlands,remarks
tg:lhsc:790,e0bd7713-5466-5d35-bbe5-da45055ff35d,Items,1,tr:lh:58,1089/2,K2 B 26 C,,,,,,Nederlands,remarks
tg:lhsc:817,0edc3aef-c007-579b-a384-dc7774a01dd4,Items,1,,19150/2,K2 B 29 B,,,,,,Nederlands,remarks
tg:lhsc:1121,623b9511-d65b-5976-bab7-8f7052d7ef55,Items,1,tr:lh:6342,234662,K2 B 58 B,,,,,,Nederlands,remarks
tg:lhsc:1064,3da4f867-34d2-50f1-bd68-d324939624dc,Items,1,tr:lh:995,18471,K2 B 52 A,,,,,,Nederlands,remarks
tg:lhsc:952,a3308b8e-07c9-5b1e-9a91-a139702deccd,Items,1,tr:lh:3345,66248,K2 B 44 D,isad:lh:96772,,,,,Nederlands,remarks
tg:lhsc:728,e5b7faab-d9f7-57a8-be8b-90bff42517c3,Items,1,,168006,K2 B 16 A,,,,,,Nederlands,remarks
tg:lhsc:682,77fa5181-a950-5f12-9948-87dc3d51d124,Items,1,,100004,K2 B 08 B,,,,,,Nederlands,remarks
tg:lhsc:1983,2870ce52-8cc6-56d3-8fb1-6d1031d2614c,Items,1,tr:lh:6595,166130/1,K2 B 35 b,isad:lh:96771,,"Marionet gemaakt voor het derde toneelstuk: """"Philippe II"""", van Emile Verhaeren.
Voor Avant- Garde groep """"Lumière",,,Nederlands,remarks
tg:lhsc:1080,25981c4e-eac9-5cdc-b146-c7dac3fc0c04,Items,1,tr:lh:2430,46907,K2 B 53 D,,,,,,Nederlands,remarks
tg:lhsc:1595,0800ebe2-f42c-57bb-be39-f647de31f641,Items,1,tr:lh:7669,199592,K2 B 37 B,,,,,,Nederlands,remarks
tg:lhsc:959,8a915278-3cd2-55d8-a69c-f8e704594675,Items,1,tr:lh:4093,79421/1,K2 B 44 F,isad:lh:130454,,,,,Nederlands,remarks
tg:lhsc:689,ae403d85-d186-5134-b8a3-4e53f32addfe,Items,1,,64948,K2 B 11 A,,,In 1857 werd Schaefels benoemd tot leraar schilderkunst aan de Antwerpse Academie. Deze buste werd hem aangeboden ter gelegenheid van zijn 25 jaar leraarschap.,,,Nederlands,remarks
tg:lhsc:723,74c27c88-00c4-5397-aed6-e9a1620e266e,Items,1,tr:lh:5497,108200,K2 B 15 D,isad:lh:96722,,,,,Nederlands,remarks
tg:lhsc:1203,a8f4b7ba-4693-5c10-a493-abd794fd21f9,Items,1,tr:lh:4120,79878,K2 B 18 E,isad:lh:96764,,,,,Nederlands,remarks
tg:lhsc:666,d8cc85c6-408b-5238-8082-35a56f09c63b,Items,1,,J335,K2 B 04 A,,,,,,Nederlands,remarks
tg:lhsc:1038,a4fce78e-14bf-5ea2-9bfc-8d9df6a49c11,Items,1,tr:lh:6631,166724,K2 B 48 E,isad:lh:96793,,,,,Nederlands,remarks
tg:lhsc:9408,33f21f6f-43a2-5d34-b895-0b4ba2523207,Items,1,tr:lh:140190,,K2 B 27 A,,,,,,Nederlands,remarks
tg:lhsc:1192,08d9d0ea-ae54-5b77-8f90-f72993197e59,Items,1,tr:lh:2212,42238,K2 C 2 B,,,,,,Nederlands,remarks
tg:lhsc:774,a887330c-ca45-5965-98ae-1ed0c233667d,Items,1,,221306,K2 B 19 F,,,,,,Nederlands,remarks
tg:lhsc:9371,fec131bb-1eec-5320-a0f6-db44a5ca538f,Items,1,tr:lh:97985,300053,E 354  / I,,K2 B 25 A,,,,Nederlands,remarks
tg:lhsc:1311,18b260bb-7e3c-5810-bbe5-68bcd2804e55,Items,1,,WK,K2 B 66 B,,,,,,Nederlands,remarks
tg:lhsc:5981,13690101-48c2-5062-8159-246270ea8e8f,Items,1,,202500,K2 B 05 A,,,,,,Nederlands,remarks
tg:lhsc:1184,0dc110a0-79c8-54fc-ba35-9e70b8ade350,Items,1,tr:lh:729,13793,K2 C 8 A,,,,,,Nederlands,remarks
tg:lhsc:918,b907c575-10f0-55b4-b36c-2763310adddd,Items,1,tr:lh:1963,36246,K2 B 42 D,isad:lh:96744,,,,,Nederlands,remarks
tg:lhsc:9367,7a0d53ab-95c1-5165-b047-4e45114b2690,Items,1,tr:lh:9863,219064,K2 B 44 D,isad:lh:96868,,,,,Nederlands,remarks
tg:lhsc:762,766ee431-b978-585e-b13f-0abadf2ba218,Items,1,tr:lh:507,9685/2,K2 B 18 B,,,,,,Nederlands,remarks
tg:lhsc:1242,92dd7082-2376-519d-b43f-8a1dc1aa8060,Items,1,tr:lh:724,13718,K2 B 69 b,,,,,,Nederlands,remarks
tg:lhsc:1096,29e87838-6c07-59c1-bd21-fb9e404f7575,Items,1,,104568,K2 B 55 B,,,,,,Nederlands,remarks
tg:lhsc:2205,a02bcb22-c6d3-5f61-a606-3c6472a4638b,Items,1,,200341,K2 B 23 A,,,,,,Nederlands,remarks
tg:lhsc:1079,962f1d55-c125-584d-9a81-9e77d4c6c5a4,Items,1,,30180,K2 B 53 D,,,,,,Nederlands,remarks
tg:lhsc:5743,05276f4d-c5b1-5e3b-8dfd-f5ed12aa7fa7,Items,1,tr:lh:97985,202324,C 2632 / I,,K2 B 58 B,,,,Nederlands,remarks
tg:lhsc:735,92cba8db-c62e-5551-bd7a-acfb24bfd6fe,Items,1,,54812,K2 B 16 B0,,,,,,Nederlands,remarks
tg:lhsc:9330,0c1d9404-2b6e-5b80-ab14-6b54399d122a,Items,1,tr:lh:5496,108188,O 3346/V doos 33,isad:lh:96886,V3 D 1 B4,,,,Nederlands,remarks
tg:lhsc:670,4ea288d5-8987-5034-8adf-637608b76357,Items,1,tr:lh:4490,86500,K2 B 07 B,isad:lh:96714,,,,,Nederlands,remarks
tg:lhsc:934,02f86d6a-054b-58b7-8bf3-52f9259a9226,Items,1,,221302,K2 B 44 A,,,,,,Nederlands,remarks
tg:lhsc:1002,220de74f-739c-5cbd-b8a5-b8839cff759a,Items,1,,102898,K2 B 46 E,,,,,,Nederlands,remarks
tg:lhsc:1147,c80b3db8-7062-5124-bf01-ce7864af3fca,Items,1,,78335/1,K2 C 2,,,"Dit beeld werd door Poels gemaakt in opdracht van het gemeentebestuur van Merksem """"om te dienen als berkroning van een praalwagen die een feestelijke optocht onzer schooljeugd besloot.",,,Nederlands,remarks
tg:lhsc:871,329f78bd-377a-5af0-a7dc-09b6196d86e3,Items,1,,128981/2,K2 B 39 E,,,"Zie _Het Koninklijk Museum voor Schone Kunsten te Antwerpen. Het museumgebouw.
Historische terugblik en overzicht van de restauratiewerken 1976-1977..._,
1977, p. 12

De datering is op basis van archiefbronnen in het SAA, MA 3597/68-69
(Bouwdossiers Museum voor Schone Kunsten)",,,Nederlands,remarks
tg:lhsc:5738,351ee8f4-87ab-5151-86ac-408e340c4426,Items,1,,202323,K2 B 57 B,,,,,,Nederlands,remarks
tg:lhsc:1281,982aecde-9f94-5ea9-85c3-42bd04d0605a,Items,1,,WK,K2 B 64 B,,,,,,Nederlands,remarks
tg:lhsc:430,0f4205a7-af3c-5c82-9806-55228875ddf1,Items,1,tr:lh:315,6893,K2 B 36 B,isad:lh:96708,,,,,Nederlands,remarks
tg:lhsc:1055,96ae7ede-941d-5291-8c91-7575c76c490f,Items,1,tr:lh:2212,42225,K2 B 50 C,,,,,,Nederlands,remarks
tg:lhsc:963,ad42c05a-6a77-55bb-aa7b-ae204fa375c1,Items,1,,51545,K2 B 44 G,,,,,,Nederlands,remarks
tg:lhsc:826,cf893d3b-6118-5783-9f27-fa5e4ec9ffa2,Items,1,tr:lh:2408,46910,K2 B 31 C,isad:lh:96740,,,,,Nederlands,remarks
tg:lhsc:1110,dd8c1201-96cb-5dc9-b50f-0ec47b8ec90e,Items,1,tr:lh:3836,73756,K2 B 56 B,isad:lh:96820,,,,,Nederlands,remarks
tg:lhsc:1669,b73ede10-2db2-58ee-aabf-45ab440343e7,Items,1,,202837,V0 V,,,Staat tijdelijk in de schilderijencompactus V1,,,Nederlands,remarks
tg:lhsc:1686,8e9b5ca9-3d1d-56f7-919a-e2247de2d72e,Items,1,,51397,K2 B 33 A,,,,,,Nederlands,remarks
tg:lhsc:719,69fba700-e4ff-578a-82b1-8e036f6d851d,Items,1,tr:lh:46,1132,K2 B 15 B,,,,,,Nederlands,remarks
tg:lhsc:975,993d0d9f-90fb-5011-967a-7d8c0d70fc9b,Items,1,tr:lh:4207,81308,K2 B 45 C,isad:lh:96722,,,,,Nederlands,remarks
tg:lhsc:1043,b2642e64-cf40-534d-a085-d54d22e784c9,Items,1,tr:lh:4045,79692,K2 B 48 F,isad:lh:96735,,"Dit medaillon werd overhandigd naar aanleiding van de huldiging van Lode Baekelmans op het gemeentehuis van Ledebergh, op initiatief van Boelencentrale van Quickelberghe. Het werd op aanvraag geleverd door de firma Fonson uit Brussel, omals gelegenheidsgeschenk met aangepast bijschrift aan de gevierde te worden geschonken. Er bestaat ook een kleinere medaille (d. 7,5) met dezelfde afbeelding op de voorzijde en op de keerzijde en op de keerzijde een toepasselijke tekst of de naam.",,,Nederlands,remarks
tg:lhsc:426,96889312-9663-58ed-b9ab-42b9b933c8e9,Items,1,,78330,K2 C 6,,,"Frans Joris maakte dit borstbeeld voor het Koninklijk Conservatorium te Brussel, voor 1896. Voorlopig werd niet achterhaald, hoe deze buste in Antwerpen terechtgekomen is.",,,Nederlands,remarks
tg:lhsc:1106,0888ef8d-6e54-5d05-8a1c-4eba5482b1fa,Items,1,,77506,K2 B 56 A,,,,,,Nederlands,remarks
tg:lhsc:830,f2af4128-948e-55cb-942b-0f2d9e052910,Items,1,tr:lh:2212,42256,K2 B 34 B,,,,,,Nederlands,remarks
tg:lhsc:1690,3a671a3c-fabc-56f3-81ed-6dbaa19b91d0,Items,1,,199640,K2 B 12A,,,,,,Nederlands,remarks
tg:lhsc:1014,f3851180-1925-5a42-b8c2-7cb3fef20b5f,Items,1,,51538,K2 B 47 B,,,Naam van de afnemer overgenomen van een oude AMVC-fiche.,,,Nederlands,remarks
tg:lhsc:888,e2ea8c56-b809-5924-9db2-cb8827748717,Items,1,tr:lh:3755,36307,K2 B 40 D,isad:lh:96734,,,,,Nederlands,remarks
tg:lhsc:5057,75406f57-ce0e-5f7b-bf25-711a711c69e2,Items,1,,201586,K2 B 17 D,,,,,,Nederlands,remarks
tg:lhsc:922,52f35a6b-134e-5313-b4f1-cd3d68ec6b05,Items,1,,102461/2,K2 B 43 A,,,,,,Nederlands,remarks
tg:lhsc:867,b9167c06-2c95-544e-a177-13224fdae55c,Items,1,,9461,K2 B 39 C,,,,,,Nederlands,remarks
tg:lhsc:1151,3a0b92f9-b086-5b3f-b984-86c719f399b4,Items,1,tr:lh:537,10296,K2 C 4,,,,,,Nederlands,remarks
tg:lhsc:1278,b491ba1b-af46-514d-9a14-1949d47ad5cc,Items,1,,WK,K2 B 63 D,,,,,,Nederlands,remarks
tg:lhsc:6417,7208ac2f-b04e-5096-b134-0d4ff2736efb,Items,1,,218017/2,K2 B 65 A,,,,,,Nederlands,remarks
tg:lhsc:758,79ad8444-ac08-5f31-97f4-c0eab7b07850,Items,1,tr:lh:2565,40286/2,K2 B 17 F,,,,,,Nederlands,remarks
tg:lhsc:1297,7fa91ab3-4ce6-5e59-a5a3-ce9da90547c6,Items,1,,WK,K2 B 65 C,,,,,,Nederlands,remarks
tg:lhsc:685,b690029a-e07f-538f-bdc7-940b3ed93852,Items,1,,30696/2,K2 B 10 B,,,,,,Nederlands,remarks
tg:lhsc:1126,6f242fa3-9c42-5ee5-8990-4c9dbda195a5,Items,1,tr:lh:6125,140996,K2 B 59 A,isad:lh:96827,,,,,Nederlands,remarks
tg:lhsc:810,9ee54047-4908-546f-a047-3871c0547230,Items,1,tr:lh:2212,42279,K2 B 28 C,,,,,,Nederlands,remarks
tg:lhsc:955,c2c74bc9-510f-5c46-9dfd-113244f98495,Items,1,,42359,K2 B 44 F,,,,,,Nederlands,remarks
tg:lhsc:1063,d6b3c6c4-1969-5973-a355-c214d231f892,Items,1,,136724,K2 B 52 A,,,"De datering is afkomstig van het bijschrift bij een foto van Lode Vleeshouwers, die aan de kop van Gijsen werkt.",,,Nederlands,remarks
tg:lhsc:778,e2a2eee2-520d-5e83-92aa-2f40b6bf77e6,Items,1,,135220,K2 B 21 C,,,,,,Nederlands,remarks
tg:lhsc:847,5669f751-6913-51a5-9126-5f8c0ce95ca6,Items,1,,78336/1,K2 B 37 A,,,,,,Nederlands,remarks
tg:lhsc:1171,1c4b92d9-55ec-5ee7-bde4-db9a4ca63ed2,Items,1,tr:lh:3200,63301,K2 C 11 A,isad:lh:96754,,,,,Nederlands,remarks
tg:lhsc:7949,3003dd64-3fe9-502e-a599-ad5bb33f4143,Items,1,tr:lh:9770,219349,K2 B 32 B,isad:lh:96871,,,,,Nederlands,remarks
tg:lhsc:9404,79c38a16-ce0a-5cbf-93f8-9fb4be5921df,Items,1,,,K2 B 24 C,,,,,,Nederlands,remarks
tg:lhsc:1034,ac31c0b7-2070-5b13-977c-839e3986dd5d,Items,1,,51535,K2 B 48 D,,,De datering komt van een oude AMVC-fiche.,,,Nederlands,remarks
tg:lhsc:902,c5450e9f-5510-5cf4-b184-53cf1aec1324,Items,1,tr:lh:2413,47410/1,K2 B 41 C,isad:lh:96759,,,,,Nederlands,remarks
tg:lhsc:781,20de7983-25a8-5336-97d5-4f809a279898,Items,1,tr:lh:3431,56334,K2 B 22 C,,,,,,Nederlands,remarks
tg:lhsc:1167,92e16535-75bc-5b5d-92bf-a2a5a9c9ccf3,Items,1,tr:lh:2212,42294,K2 B 04 B,,,,,,Nederlands,remarks
tg:lhsc:851,74151a4b-8454-5561-b737-3ab1b1bafb7b,Items,1,tr:lh:2212,42239,K2 B 37 C,,,,,,Nederlands,remarks
tg:lhsc:914,a4dfba83-f210-58f6-bd44-9be9c3a95f3d,Items,1,tr:lh:405,8191,K2 B 42 B,isad:lh:96745,,,,,Nederlands,remarks
tg:lhsc:1022,ecbdf1c7-5e39-577e-a42f-350f3b711300,Items,1,,161578,K2 B 47 D,,,,,,Nederlands,remarks
tg:lhsc:447,6ce7d351-6e3a-57dc-873f-2c95224c5624,Items,1,tr:lh:439,8755/3,K2 B 55 B,,,Vast voetstuk in plaaster,,,Nederlands,remarks
tg:lhsc:1188,3230cfbd-14fa-5474-99e0-4e24a9c827a5,Items,1,tr:lh:9776,234699,K2 B 1,isad:lh:96844,,,,,Nederlands,remarks
tg:lhsc:693,5763e199-f3c3-5b74-9f41-005f7497e13d,Items,1,tr:lh:2301,43592,K2 B 13 A,isad:lh:96719,,,,,Nederlands,remarks
tg:lhsc:739,d6e645e8-fe71-5a5f-af4e-f4509483ea92,Items,1,,235700,K2 B 16 D,,,,,,Nederlands,remarks
tg:lhsc:1219,e1519eae-4cd8-5d24-8143-e4d7a573f46f,Items,1,,97817,K2 B 39 D,,,Model voor het niet uitgevoerde Sabbe-monument te Brugge en het gedenkteken in het Museum Plantin-Moretus te Antwerpen.,,,Nederlands,remarks
tg:lhsc:806,c0c83a98-314a-59c9-9aa5-13ca5a0f50c9,Items,1,tr:lh:2408,46912,K2 B 28 B,isad:lh:96740,,Lijkt zeer sterk op het beeldje van Van Arendonck,,,Nederlands,remarks
tg:lhsc:1130,3d67e26f-4655-5fce-b4e5-6b04882dbe74,Items,1,,107502,K2 B 59 B,isad:lh:96832,,,,,Nederlands,remarks
tg:lhsc:410,4e4e7b45-a6bc-5609-aab4-c75e742c034a,Items,1,,104569,K2 B 54 C,,,,,,Nederlands,remarks
tg:lhsc:1075,5bc31604-0b9b-53b9-970a-20bda3bc1bb7,Items,1,tr:lh:9876,30750,K2 B 53 C,isad:lh:96808,,,,,Nederlands,remarks
tg:lhsc:943,8214bb15-4ade-5466-8647-110925e9a0ac,Items,1,tr:lh:855,16807/1,K2 B 44 C,,,,,,Nederlands,remarks
tg:lhsc:1327,42be8ba1-c56f-5a29-965c-f7ef7dc7ba1d,Items,1,,WK102A,K2 B 68 C,,,,,,Nederlands,remarks
tg:lhsc:742,4f64fa2e-1349-5460-bdfc-37db32b3c724,Items,1,tr:lh:559,10659,K2 B 16 F,,,,,,Nederlands,remarks
tg:lhsc:892,4bf9587a-195a-531a-b797-48d33fd3f03e,Items,1,,198102,K2 B 40 F,,,Opgehaald op 9 mei 2001 bij mevr. L. van Bouwel-Jaeger,,,Nederlands,remarks
tg:lhsc:938,2046f21b-8cb3-5f0c-80cc-8f1043ea9ac8,Items,1,tr:lh:6300,146213,K2 B 44 B,isad:lh:96769,,,,,Nederlands,remarks
tg:lhsc:1235,5855f397-594e-5c36-a3e6-abdfd9d51a52,Items,1,,WK,K2 B 61 B,,,,,,Nederlands,remarks
tg:lhsc:715,42b50203-c676-5008-8bfa-ec422156f497,Items,1,,118027,K2 B 15 A,,,,,,Nederlands,remarks
tg:lhsc:1370,d5967ff2-dfa5-580d-941d-85b75a349d73,Items,1,tr:lh:6125,140995,K2 B 77 B,isad:lh:96827,,,,,Nederlands,remarks
tg:lhsc:1059,251a4c15-a4a5-52d9-99d1-ecd68f0039d9,Items,1,,63840,K2 B 51 A,isad:lh:96748,,"Hermina Picqieur is het dochtertje van de oudeste zuster van Nestor de Tière, Hermina en Leopold Piqueur.",,,Nederlands,remarks
tg:lhsc:980,c0668c9b-d5a4-58c1-88cf-60be1c49e8a1,Items,1,,43297/1,K2 B 45 E,,,,,,Nederlands,remarks
tg:lhsc:4922,48781e86-bfd4-580d-b3d2-61bb71bfb330,Items,1,tr:lh:398,8030,K2 B 20A,,,,,,Nederlands,remarks
tg:lhsc:1366,0752d698-5559-5f26-9bc7-0c22f6cc4a98,Items,1,,104566,K2 B 76 B,,,,,,Nederlands,remarks
tg:lhsc:1736,6aa05d40-8cfc-5161-9022-19303f4be3f3,Items,1,tr:lh:7680,199689,K2 B 77 C,isad:lh:96862,,,,,Nederlands,remarks
tg:lhsc:703,f22e19d6-952c-5dc0-80f4-3876137d63fd,Items,1,tr:lh:6630,163894/A,K2 B 14 C,isad:lh:96721,,,,,Nederlands,remarks
tg:lhsc:979,0b460bd8-9b8e-580d-bed5-38a05bd079fd,Items,1,,64275,K2 B 45 D,,,,,,Nederlands,remarks
tg:lhsc:996,e45ccb0f-8b3d-5225-91ae-e7041a97d2d3,Items,1,,51542,K2 B 46 C,,,,,,Nederlands,remarks
tg:lhsc:884,e98844f2-7471-5e50-8f89-434e2287cff5,Items,1,tr:lh:7376,195829,K2 B 40 C,isad:lh:96717,,,,,Nederlands,remarks
tg:lhsc:1018,041882a6-2b28-57d2-a8cb-313cade7ff6a,Items,1,tr:lh:5941,129691,K2 B 47 C,isad:lh:96782,,,,,Nederlands,remarks
tg:lhsc:1019,d09fb64f-8919-51d9-a359-d58b4c0e2d14,Items,1,tr:lh:6354,148414,K2 B 47 C,isad:lh:96700,,Dit dodenmasker werd door Charles Gounod aan Amanda Schnitzler geschonken.,,,Nederlands,remarks
tg:lhsc:31,13e37524-f03c-591b-8dbf-7814a6fc95e2,Items,1,tr:lh:1223,22524,K2 7,,,,,,Nederlands,remarks
tg:lhsc:31,13e37524-f03c-591b-8dbf-7814a6fc95e2,Items,2,tr:lh:1492,28072,K2 7,,,,,,Nederlands,remarks
tg:lhsc:1275,3964c2af-bd80-5a14-97b6-bb7a7dbd68cf,Items,1,,WK,K2 B 63 B,,,,,,Nederlands,remarks
tg:lhsc:755,a618abae-cf67-5ca5-b132-0189d503d307,Items,1,,158673,K2 B 17 E,,,,,,Nederlands,remarks
tg:lhsc:1330,78323621-3f0b-5c47-8140-9d63eb558080,Items,1,,WK,K2 B 77 B,,,,,,Nederlands,remarks
tg:lhsc:978,c3dc0285-c5fe-5fdd-9596-0b8b065a8a5c,Items,1,tr:lh:2621,51558,K2 B 45 D,isad:lh:96780,,,,,Nederlands,remarks
tg:lhsc:997,a1e4552c-9140-5bd0-a6f6-349968958ddb,Items,1,,63832,K2 B 46 C,,,,,,Nederlands,remarks
tg:lhsc:4923,a7c16f34-4bcd-52a0-ba5a-87e865efb62d,Items,1,,201585,K2 B 21B,,,,,,Nederlands,remarks
tg:lhsc:1222,32f691cc-f08e-53b5-ab70-1c1e8f7b361d,Items,1,,158631/b,K2 B 46 B,,,,,,Nederlands,remarks
tg:lhsc:1672,25294799-6b39-5a23-b237-1239fec67b37,Items,1,tr:lh:3791,72954,K 2 C 08 A,isad:lh:96735,,,,,Nederlands,remarks
tg:lhsc:1367,4f92cc36-92a1-5e79-9b70-2566f4843c42,Items,1,tr:lh:5497,108201,K2 B 76 C,isad:lh:96722,,Beeld in leeszaal sinds 13/6/2019.,,,Nederlands,remarks
tg:lhsc:702,f08984f3-e2fc-54da-9c61-78add09bfd5a,Items,1,tr:lh:6630,163893/B,K2 B 14 C,isad:lh:96721,,,,,Nederlands,remarks
tg:lhsc:1058,b2d880a6-5fe2-56dd-9c45-26b83a820e58,Items,1,tr:lh:2212,42244,K2 B 51 A,isad:lh:96801,,Dit beeld komt uit de persoonlijke collectie van Hugo Verriest en sierde diens interieur.,,,Nederlands,remarks
tg:lhsc:981,9e2d2511-c461-5249-81e9-6fa358cb5ee2,Items,1,,43297/2,K2 B 45 E,,,,,,Nederlands,remarks
tg:lhsc:1234,67a0b963-eefd-5594-ba91-168071d6fe20,Items,1,,WK,K2 B 61 B,,,,,,Nederlands,remarks
tg:lhsc:714,379e9880-69a2-5f6f-a7a0-0f09c8773834,Items,1,,40256,K2 B 14 F,,,,,,Nederlands,remarks
tg:lhsc:1371,0715bd05-3144-5daa-a114-53542bd90551,Items,1,tr:lh:6034,133381,K2 B 77,isad:lh:96819,,,,,Nederlands,remarks
tg:lhsc:939,2369319a-c50f-5def-a165-214f7df26017,Items,1,,56021,K2 B 44 B,,,,,,Nederlands,remarks
tg:lhsc:1326,a20d053c-d04a-583d-bf00-b619d17fc394,Items,1,,WK256-2,K2 B 68 B,,,,,,Nederlands,remarks
tg:lhsc:743,3bf6e521-9afd-56e9-a309-2eaa5b135385,Items,1,tr:lh:3755,72394,K2 B 16 F,isad:lh:96734,,,,,Nederlands,remarks
tg:lhsc:807,17d6cc59-4608-5f8b-a17f-df5e96c36d0e,Items,1,tr:lh:9804,59816,K2 B 28 B,,,,,,Nederlands,remarks
tg:lhsc:1131,8a7b3b53-babc-58c4-aafc-1f1bd993e8c0,Items,1,tr:lh:2794,99140,K2 B 59 B,isad:lh:96703,,,,,Nederlands,remarks
tg:lhsc:411,0811e832-be5d-5b3b-a3d4-a6c61c1efdca,Items,1,,104569/2,Belpaire-kabinet,,,,,,Nederlands,remarks
tg:lhsc:1074,9cb1ea69-87e9-58c4-a753-0c476c73cbe8,Items,1,tr:lh:406,8756,K2 B 53 B,,,,,,Nederlands,remarks
tg:lhsc:942,9785ef83-ffab-5745-ad19-a502ebae52d8,Items,1,,64296,K2 B 44 B,,,,,,Nederlands,remarks
tg:lhsc:692,289dfd9f-6ac6-59f6-934a-f1d3374408f0,Items,1,tr:lh:1069,20139,K2 B 13 A,,,,,,Nederlands,remarks
tg:lhsc:738,caf56308-6bc0-5df9-b5a6-812476b29172,Items,1,,235699,K2 B 16 D,,,,,,Nederlands,remarks
tg:lhsc:1648,3a8db150-e483-582a-b619-65d30596b007,Items,1,,199607,K2 B 33 C,,,,,,Nederlands,remarks
tg:lhsc:1166,e625cf08-bf97-5160-bd2b-9865469d4c3e,Items,1,tr:lh:2212,42232,K2 B 22 C,,,,,,Nederlands,remarks
tg:lhsc:850,f2b3fb9e-a9fe-58df-aa11-70e64121904f,Items,1,tr:lh:2212,42224,K2 B 37 C,,,,,,Nederlands,remarks
tg:lhsc:915,8f3042d4-c2a1-5275-9f7c-c8ed92ccca20,Items,1,,158960,K2 B 42 C,,,,,,Nederlands,remarks
tg:lhsc:9413,d38d9708-0516-521b-bb80-a809a561be78,Items,1,,,K2 B 42 F,isad:lh:96717,,,,,Nederlands,remarks
tg:lhsc:1023,1000d161-923b-5ee5-a7c7-10c59cf2bded,Items,1,,164252,K2 B 47 D,,,,,,Nederlands,remarks
tg:lhsc:1189,fe58283f-d95f-536b-b453-f0e65d0c382d,Items,1,tr:lh:6342,234674,K2 B 09 B,,,,,,Nederlands,remarks
tg:lhsc:446,3c1850cd-b5d2-5b36-92f7-4d93cac672a2,Items,1,,196940,K2 B 55 B,,,Vast voetstuk in plaaster,,,Nederlands,remarks
tg:lhsc:780,e63e61af-0b2e-5a83-b452-c4d7c0b747be,Items,1,,148138,K2 B 21 C,,,,,,Nederlands,remarks
tg:lhsc:846,ead2be40-f358-5426-861a-7acaf520ca74,Items,1,tr:lh:3200,63631,K2 B 37 A,isad:lh:96754,,,,,Nederlands,remarks
tg:lhsc:1170,eef710d9-efd5-5bec-95ac-fc7b8799e862,Items,1,tr:lh:2408,46918,K2 C 11,isad:lh:96740,,,,,Nederlands,remarks
tg:lhsc:1035,0037c8b2-625d-5e8e-a6f5-fef61711e8d9,Items,1,,8168,K2 B 48 D,,,,,,Nederlands,remarks
tg:lhsc:9405,768c357c-5e80-57b4-806a-d12062ff20ad,Items,1,,,K2 B 24 C,,,,,,Nederlands,remarks
tg:lhsc:903,c8f585cb-9158-5a6f-b8b8-cb72f2a20c43,Items,1,,102374,K2 B 41 D,,,,,,Nederlands,remarks
tg:lhsc:779,14e6bdc2-e723-55a4-a090-6e6b5b099805,Items,1,tr:lh:4767,92963,K2 B 21 C,isad:lh:96738,,,,,Nederlands,remarks
tg:lhsc:9393,521e73eb-8182-5abc-85db-4ce8f68bb5a6,Items,1,tr:lh:110410,300124,S 9423/I B,,K2 B 13 A,Buste met bijbehorende houten sokkel van H: 125 cm. Achteraan tegen de muur nabij rek 13 en 14 geplaatst.,,,Nederlands,remarks
tg:lhsc:796,b6a9e149-8ffb-558d-ad92-c2a949f5b4ba,Items,1,tr:lh:2212,42250,K2 B 27 C,,,,,,Nederlands,remarks
tg:lhsc:1127,b6f7316a-1e65-5e44-812e-50bfaeab2327,Items,1,,198023,K2 B 59 A,,,,,,Nederlands,remarks
tg:lhsc:811,083bc982-6fca-54b0-8d52-7e46dc42844a,Items,1,tr:lh:1078,19211/1,K2 B 29 A,isad:lh:96741,,,,,Nederlands,remarks
tg:lhsc:954,375f5c29-961d-52ca-bcab-7c02cee5db22,Items,1,,120028,K2 B 22 A,,,,,,Nederlands,remarks
tg:lhsc:1062,6a01793e-dcc5-50d8-8086-332ecf5619d4,Items,1,,8928,K2 B 51 C,,,,,,Nederlands,remarks
tg:lhsc:407,310d02bc-b3f9-54a4-ba0f-f8b0dbf98efc,Items,1,tr:lh:537,10294/3,K2 B 54 B,,,,,,Nederlands,remarks
tg:lhsc:4149,2006b3d1-91a1-57c0-9a01-e100ab2edcf1,Items,1,tr:lh:9711,201309,K2 B 25 C,,,,,,Nederlands,remarks
tg:lhsc:9281,ecc3da21-40ad-550b-8d87-945e2c6344d6,Items,1,tr:lh:2212,42172,SC 38 A 2,,,,,,Nederlands,remarks
