Object Number,Record Type,URL,ResourceID,Reference Number,Material Type,Keeper,Keeper Identifier,Object Identifier,Record ID Type,Object Number Type,Keeper Identifier Type,URL Type,Object Identifier Type,Reference Number Type,order,card
tg:lhps:23407,Affiche,https://anet.be/record/opaclhobj/tg:lhps:23407/N,2bd339a9-9d82-5e2b-bb9f-97e44c288456,BE-ANN07/ps/000022752,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/2bd339a9-9d82-5e2b-bb9f-97e44c288456'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhps:15866,Affiche,https://anet.be/record/opaclhobj/tg:lhps:15866/N,7327f309-2f93-55e1-b1a7-6bdc44878f75,BE-ANN07/ps/000015315,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/7327f309-2f93-55e1-b1a7-6bdc44878f75'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhps:14774,Affiche,https://anet.be/record/opaclhobj/tg:lhps:14774/N,4074f334-b1ee-56d5-bdbb-81d6bd77eb3e,BE-ANN07/ps/000014260,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/4074f334-b1ee-56d5-bdbb-81d6bd77eb3e'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhps:42114,Affiche,https://anet.be/record/opaclhobj/tg:lhps:42114/N,0bfd1888-2802-5bce-9800-a0e7123a6c61,BE-ANN07/ps/000038068,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/0bfd1888-2802-5bce-9800-a0e7123a6c61'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhps:16749,Affiche,https://anet.be/record/opaclhobj/tg:lhps:16749/N,26cf21d5-7635-53d9-b8ba-5edc5632c694,BE-ANN07/ps/000016172,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/26cf21d5-7635-53d9-b8ba-5edc5632c694'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhps:40129,Affiche,https://anet.be/record/opaclhobj/tg:lhps:40129/N,31e74943-f037-5a32-8d3b-ecf414aa8fd8,BE-ANN07/ps/000036138,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/31e74943-f037-5a32-8d3b-ecf414aa8fd8'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhps:44869,Affiche,https://anet.be/record/opaclhobj/tg:lhps:44869/N,088047d7-be82-5be7-ac81-382b091ee488,BE-ANN07/ps/000040784,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/088047d7-be82-5be7-ac81-382b091ee488'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhps:26255,Affiche,https://anet.be/record/opaclhobj/tg:lhps:26255/N,b74b4609-6f4b-509f-abfc-7c23696152d5,BE-ANN07/ps/000025581,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/b74b4609-6f4b-509f-abfc-7c23696152d5'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhps:24268,Affiche,https://anet.be/record/opaclhobj/tg:lhps:24268/N,b0ca671f-09ce-53d0-8355-9dc3344c687d,BE-ANN07/ps/000023610,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/b0ca671f-09ce-53d0-8355-9dc3344c687d'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhps:59758,Affiche,https://anet.be/record/opaclhobj/tg:lhps:59758/N,66f5bd7c-5a6e-55d6-ab94-73be615e2a6d,BE-ANN07/ps/000055549,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/66f5bd7c-5a6e-55d6-ab94-73be615e2a6d'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhps:21590,Affiche,https://anet.be/record/opaclhobj/tg:lhps:21590/N,81dc3252-af3e-5f41-9542-f2d867d73018,BE-ANN07/ps/000020947,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/81dc3252-af3e-5f41-9542-f2d867d73018'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhps:46854,Affiche,https://anet.be/record/opaclhobj/tg:lhps:46854/N,c85dfc39-ac22-5d06-a17a-574a9d36a9e2,BE-ANN07/ps/000042739,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/c85dfc39-ac22-5d06-a17a-574a9d36a9e2'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhps:47746,Affiche,https://anet.be/record/opaclhobj/tg:lhps:47746/N,d8b1c39e-6437-54ee-9a85-57e3e8e20e70,BE-ANN07/ps/000043624,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/d8b1c39e-6437-54ee-9a85-57e3e8e20e70'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhps:9005,Affiche,https://anet.be/record/opaclhobj/tg:lhps:9005/N,5648e5a2-670c-55c1-b8f0-17d2026c51a1,BE-ANN07/ps/000008836,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/5648e5a2-670c-55c1-b8f0-17d2026c51a1'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhps:40083,Affiche,https://anet.be/record/opaclhobj/tg:lhps:40083/N,2ee35098-cf77-522f-8707-609bed7e7926,BE-ANN07/ps/000036092,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/2ee35098-cf77-522f-8707-609bed7e7926'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhps:1435,Affiche,https://anet.be/record/opaclhobj/tg:lhps:1435/N,0003d4d6-d63a-5e10-8a03-181a8456af86,BE-ANN07/ps/000001428,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/0003d4d6-d63a-5e10-8a03-181a8456af86'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhps:19516,Affiche,https://anet.be/record/opaclhobj/tg:lhps:19516/N,89e8b664-7861-5cf2-aacf-5b0a27503712,BE-ANN07/ps/000018895,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/89e8b664-7861-5cf2-aacf-5b0a27503712'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhps:32646,Affiche,https://anet.be/record/opaclhobj/tg:lhps:32646/N,063022ad-ccaa-5274-b08f-237dd0c2ca44,BE-ANN07/ps/000031893,Doek,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/063022ad-ccaa-5274-b08f-237dd0c2ca44'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhps:3408,Affiche,https://anet.be/record/opaclhobj/tg:lhps:3408/N,37083042-c86d-56b3-b55e-ef15f9661a53,BE-ANN07/ps/000003379,Papier,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/37083042-c86d-56b3-b55e-ef15f9661a53'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhps:51368,Affiche,https://anet.be/record/opaclhobj/tg:lhps:51368/N,d368e43d-a47f-58de-86fb-a25a6bd39880,BE-ANN07/ps/000047221,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/d368e43d-a47f-58de-86fb-a25a6bd39880'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhps:33954,Affiche,https://anet.be/record/opaclhobj/tg:lhps:33954/N,7c744239-0d58-557a-9b14-e414ac45b64c,BE-ANN07/ps/000033129,Doek,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/7c744239-0d58-557a-9b14-e414ac45b64c'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhps:54490,Affiche,https://anet.be/record/opaclhobj/tg:lhps:54490/N,186ab135-9389-52d8-b119-f559f5be750d,BE-ANN07/ps/000050295,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/186ab135-9389-52d8-b119-f559f5be750d'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhps:31969,Affiche,https://anet.be/record/opaclhobj/tg:lhps:31969/N,8b8f8554-73d5-503d-ab43-ca27f6421338,BE-ANN07/ps/000031259,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/8b8f8554-73d5-503d-ab43-ca27f6421338'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhps:53355,Affiche,https://anet.be/record/opaclhobj/tg:lhps:53355/N,595cb60f-847f-5e7e-90f9-5de744bb54d0,BE-ANN07/ps/000049170,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/595cb60f-847f-5e7e-90f9-5de744bb54d0'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhps:51692,Affiche,https://anet.be/record/opaclhobj/tg:lhps:51692/N,d065f3f6-6a50-5b56-8ce6-20801bfda8a1,BE-ANN07/ps/000047536,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/d065f3f6-6a50-5b56-8ce6-20801bfda8a1'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhps:7918,Affiche,https://anet.be/record/opaclhobj/tg:lhps:7918/N,80861429-4c33-5f16-bbf2-16c568196543,BE-ANN07/ps/000007782,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/80861429-4c33-5f16-bbf2-16c568196543'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhps:5925,Affiche,https://anet.be/record/opaclhobj/tg:lhps:5925/N,3c08d51f-6cfb-5182-b89e-25ada5956984,BE-ANN07/ps/000005803,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/3c08d51f-6cfb-5182-b89e-25ada5956984'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhps:56157,Affiche,https://anet.be/record/opaclhobj/tg:lhps:56157/N,f6b7321d-8302-5b70-9442-73432c0167dd,BE-ANN07/ps/000051954,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/f6b7321d-8302-5b70-9442-73432c0167dd'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhps:35479,Affiche,https://anet.be/record/opaclhobj/tg:lhps:35479/N,10d49733-5ca1-56df-b748-2f8a64ec6e81,BE-ANN07/ps/000034650,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/10d49733-5ca1-56df-b748-2f8a64ec6e81'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhps:4637,Affiche,https://anet.be/record/opaclhobj/tg:lhps:4637/N,f2aeca88-b4dd-5137-a566-7ceaf60b4cdc,BE-ANN07/ps/000004545,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/f2aeca88-b4dd-5137-a566-7ceaf60b4cdc'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhps:48149,Affiche,https://anet.be/record/opaclhobj/tg:lhps:48149/N,4c9f011d-910d-5d51-92bf-65ffff0fca77,BE-ANN07/ps/000044028,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/4c9f011d-910d-5d51-92bf-65ffff0fca77'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhps:30381,Affiche,https://anet.be/record/opaclhobj/tg:lhps:30381/N,1c32a308-6c4b-5c42-bd7a-470215018b23,BE-ANN07/ps/000029686,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/1c32a308-6c4b-5c42-bd7a-470215018b23'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhps:61224,Affiche,https://anet.be/record/opaclhobj/tg:lhps:61224/N,afa0e099-14f7-524d-b671-71e8a47e9250,BE-ANN07/ps/000057010,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/afa0e099-14f7-524d-b671-71e8a47e9250'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhps:50980,Affiche,https://anet.be/record/opaclhobj/tg:lhps:50980/N,cd0489e7-1a5b-56eb-bb6f-16411249718e,BE-ANN07/ps/000046837,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/cd0489e7-1a5b-56eb-bb6f-16411249718e'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhps:25880,Affiche,https://anet.be/record/opaclhobj/tg:lhps:25880/N,8589ce9f-eb51-550d-9146-918b914ca8f2,BE-ANN07/ps/000025211,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/8589ce9f-eb51-550d-9146-918b914ca8f2'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhps:400,Affiche,https://anet.be/record/opaclhobj/tg:lhps:400/N,1eb71ea6-d9fe-58d0-97c6-2852f35b8e6b,BE-ANN07/ps/000000396,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/1eb71ea6-d9fe-58d0-97c6-2852f35b8e6b'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhps:42544,Affiche,https://anet.be/record/opaclhobj/tg:lhps:42544/N,5bee07f1-2f7d-5ccc-bbc0-c779451d502a,BE-ANN07/ps/000038485,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/5bee07f1-2f7d-5ccc-bbc0-c779451d502a'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhps:14324,Affiche,https://anet.be/record/opaclhobj/tg:lhps:14324/N,a45d4e1c-c6bb-5538-a6e5-8640dc35ea65,BE-ANN07/ps/000013817,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/a45d4e1c-c6bb-5538-a6e5-8640dc35ea65'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhps:40579,Affiche,https://anet.be/record/opaclhobj/tg:lhps:40579/N,93ced721-c819-507d-ba67-33e0d884e09e,BE-ANN07/ps/000036573,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/93ced721-c819-507d-ba67-33e0d884e09e'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhps:16319,Affiche,https://anet.be/record/opaclhobj/tg:lhps:16319/N,1c2b8559-019e-5404-95f4-288787836563,BE-ANN07/ps/000015755,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/1c2b8559-019e-5404-95f4-288787836563'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhps:45281,Affiche,https://anet.be/record/opaclhobj/tg:lhps:45281/N,c46dab40-d1af-513c-ad53-793db6ed1508,BE-ANN07/ps/000041191,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/c46dab40-d1af-513c-ad53-793db6ed1508'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhps:23057,Affiche,https://anet.be/record/opaclhobj/tg:lhps:23057/N,9e9abfb8-3e38-5ed8-b9c4-3cc4062edc48,BE-ANN07/ps/000022402,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/9e9abfb8-3e38-5ed8-b9c4-3cc4062edc48'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhps:24792,Affiche,https://anet.be/record/opaclhobj/tg:lhps:24792/N,887a366d-c4e9-5c23-b835-2efec809711a,BE-ANN07/ps/000024132,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/887a366d-c4e9-5c23-b835-2efec809711a'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhps:8244,Affiche,https://anet.be/record/opaclhobj/tg:lhps:8244/N,bbad4661-0bf2-5280-8741-bd439a4d631a,BE-ANN07/ps/000008108,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/bbad4661-0bf2-5280-8741-bd439a4d631a'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhps:46507,Affiche,https://anet.be/record/opaclhobj/tg:lhps:46507/N,389aafe0-e522-5cdd-aac4-a39f27e67a78,BE-ANN07/ps/000042392,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/389aafe0-e522-5cdd-aac4-a39f27e67a78'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhps:10367,Affiche,https://anet.be/record/opaclhobj/tg:lhps:10367/N,a121b96e-7457-5280-b3c8-a80741787a2b,BE-ANN07/ps/000010181,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/a121b96e-7457-5280-b3c8-a80741787a2b'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhps:25029,Affiche,https://anet.be/record/opaclhobj/tg:lhps:25029/N,bac5d5d0-4be4-5025-8177-7163200e2363,BE-ANN07/ps/000024368,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/bac5d5d0-4be4-5025-8177-7163200e2363'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhps:58519,Affiche,https://anet.be/record/opaclhobj/tg:lhps:58519/N,f1c6bf62-c8a7-5ae3-bd7e-edf9e58cf321,BE-ANN07/ps/000054312,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/f1c6bf62-c8a7-5ae3-bd7e-edf9e58cf321'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhps:27014,Affiche,https://anet.be/record/opaclhobj/tg:lhps:27014/N,d7acc2c5-649c-57ae-b244-a7a8086ae395,BE-ANN07/ps/000026336,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/d7acc2c5-649c-57ae-b244-a7a8086ae395'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhps:1966,Affiche,https://anet.be/record/opaclhobj/tg:lhps:1966/N,4ca3ede1-58f1-5c89-922c-c7cc2989d5a0,BE-ANN07/ps/000001955,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/4ca3ede1-58f1-5c89-922c-c7cc2989d5a0'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhps:52114,Affiche,https://anet.be/record/opaclhobj/tg:lhps:52114/N,d3cc62be-26a4-5348-8e6e-77ed4777ada4,BE-ANN07/ps/000047955,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/d3cc62be-26a4-5348-8e6e-77ed4777ada4'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhps:50129,Affiche,https://anet.be/record/opaclhobj/tg:lhps:50129/N,eaf0f147-534c-580d-a7a5-47c832fdea4c,BE-ANN07/ps/000045995,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/eaf0f147-534c-580d-a7a5-47c832fdea4c'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhps:19845,Affiche,https://anet.be/record/opaclhobj/tg:lhps:19845/N,805eb0c1-df12-5e0f-b02a-40e8b2d71889,BE-ANN07/ps/000019222,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/805eb0c1-df12-5e0f-b02a-40e8b2d71889'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhps:18757,Affiche,https://anet.be/record/opaclhobj/tg:lhps:18757/N,d12cd337-31c7-55f5-9d25-aad8ce6cfb46,BE-ANN07/ps/000018139,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/d12cd337-31c7-55f5-9d25-aad8ce6cfb46'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhps:33407,Affiche,https://anet.be/record/opaclhobj/tg:lhps:33407/N,a417ec01-8816-5401-a26e-531314e67362,BE-ANN07/ps/000032603,Doek,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/a417ec01-8816-5401-a26e-531314e67362'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
