brocade.id,ResourceID,card,order,Registration Number value,Archive Note,Warehouse Location (begin),adm.note,Serial Number,adm.note.language,adm.note.type
tg:mpmre:111,34aead91-64c2-5af6-8ce0-e34ca76adfd5,Items,1,Arch. 1037,isad:mpm:202,10 R 8 B,,,Nederlands,remarks
tg:mpmre:541,cbae2ec1-9bd2-5c3e-b96a-68b669ab7158,Items,1,Arch. 148,isad:mpm:364,10 Q 3 C,,,Nederlands,remarks
tg:mpmre:392,c9c4aa5e-4005-542b-b9f4-74fb03297af2,Items,1,Arch. 407,isad:mpm:206,10 Q 5 A,,,Nederlands,remarks
tg:mpmre:668,79f7b44b-701a-56b1-a919-8e617d7a3431,Items,1,SCH/OA/FA/022,isad:mpm:347,15-Q-8-A,,map 662,Nederlands,remarks
tg:mpmre:238,f82b7e2e-9261-506a-bebf-aa43126e147d,Items,1,Arch. 915,isad:mpm:305,10 R 8 D,Arch. 899-918 zijn samen in een moderne convoluutband ingebonden,,Nederlands,remarks
tg:mpmre:687,d3a4488a-cdc5-58e6-9635-d51e1c26fb82,Items,1,MR 48.01,isad:mpm:590,,,,Nederlands,remarks
tg:mpmre:393,835343b2-b5be-51a9-8222-4343be59b08f,Items,1,Arch. 408,isad:mpm:206,10 Q 5 A,,,Nederlands,remarks
tg:mpmre:669,8657ee74-5c45-53d3-80fb-8cddee295f13,Items,1,Arch. 431,isad:mpm:571,10 Q 6 E,,,Nederlands,remarks
tg:mpmre:239,ded30abd-e3db-59db-a0e8-c924d1186ddf,Items,1,Arch. 916,isad:mpm:203,10 R 8 D,Arch. 899-918 zijn samen in een moderne convoluutband ingebonden,,Nederlands,remarks
tg:mpmre:686,fa5648fc-e83b-5bd5-8259-261a63d24d70,Items,1,MR 47.03,isad:mpm:639,,,,Nederlands,remarks
tg:mpmre:405,a032b4a4-6ab0-516e-8472-68cc4fcc2ca3,Items,1,Arch. 385,isad:mpm:206,10 Q 5 B,,,Nederlands,remarks
tg:mpmre:48,84b6db47-b2b4-5555-9211-f87be1d1187a,Items,1,Arch. 980,isad:mpm:202,10 R 8 D,,,Nederlands,remarks
tg:mpmre:110,8dbb6f83-0035-572a-abad-284d3dabe2d2,Items,1,Arch. 1036,isad:mpm:202,10 R 8 B,,,Nederlands,remarks
tg:mpmre:540,8722c1f4-775c-5905-a260-b4ec3d2d6e58,Items,1,Arch. 147,isad:mpm:364,10 Q 3 C,,,Nederlands,remarks
tg:mpmre:281,5838f32d-8cce-50d7-9291-fa62371eb4ba,Items,1,Arch. 955,isad:mpm:304,10 R 8 D,Arch. 947-961 zijn samen in een moderne convoluutband ingebonden,,Nederlands,remarks
tg:mpmre:452,4fe139ae-f93a-567d-a7ad-122b2193428f,Items,1,Arch. 665,isad:mpm:239,10 Q 8 A,,,Nederlands,remarks
tg:mpmre:517,71fd73a7-1c26-54f5-bfb2-6a90b197a887,Items,1,SCH/OA/FA/021,isad:mpm:347,15-Q-8-A,,map 600,Nederlands,remarks
tg:mpmre:147,5a163bd1-8b99-55e4-8091-6997a98b0f37,Items,1,Arch. 32,isad:mpm:212,10 Q 1 D,,,Nederlands,remarks
tg:mpmre:628,20c17370-1a5a-503d-b468-a302ea96b748,Items,1,Arch. 1388,isad:mpm:467,10 R 3 D,,,Nederlands,remarks
tg:mpmre:278,5d9490b1-1e6d-5633-b8a8-abc5f4b46b69,Items,1,Arch. 952,isad:mpm:203,10 R 8 D,Arch. 947-961 zijn samen in een moderne convoluutband ingebonden,,Nederlands,remarks
tg:mpmre:297,0dcb1b3f-a8c1-51c8-b77a-8f7d7985d4b5,Items,1,Arch. 1100,isad:mpm:304,10 R 8 A,Arch. 1090-1100 zijn samen in een moderne convoluutband ingebonden,,Nederlands,remarks
tg:mpmre:444,7176436a-692c-5f70-aec5-a9770d3cc985,Items,1,Arch. 268,isad:mpm:239,10 Q 4 B,,,Nederlands,remarks
tg:mpmre:151,94b6906e-46a8-52a1-bb73-5a445f1153ed,Items,1,Arch. 780,isad:mpm:212,10 R 9 B,,,Nederlands,remarks
tg:mpmre:501,95942d90-426e-570f-a9dc-cad72e91523b,Items,1,Arch. 187,isad:mpm:202,10 Q 3 A,,,Nederlands,remarks
tg:mpmre:385,8676bb53-61e6-5ac3-8be6-85fe6cf3da17,Items,1,Arch. 258,isad:mpm:206,10 Q 4 B,,,Nederlands,remarks
tg:mpmre:690,f97cf5df-52f6-5cac-b96e-8a595dfe504a,Items,1,MR 48.04,isad:mpm:591,,,,Nederlands,remarks
tg:mpmre:413,d445760b-be21-5a95-977e-9c676e5c94b3,Items,1,Arch. 393,isad:mpm:206,10 Q 5 A,,,Nederlands,remarks
tg:mpmre:556,d13b3a96-102b-59af-aaa9-9678ee81989e,Items,1,Arch. 291,isad:mpm:364,10 Q 4 A,,,Nederlands,remarks
tg:mpmre:106,ab4a8370-5bbd-55de-860f-1d4dea5a60ee,Items,1,Arch. 1032,isad:mpm:202,10 R 8 B,,,Nederlands,remarks
tg:mpmre:311,d397a9a2-e27e-5fab-af18-0cca0ddfcf62,Items,1,Arch. 55,isad:mpm:206,10 Q 1 B,,,Nederlands,remarks
tg:mpmre:254,1aae48b7-ecb6-5df8-879a-3671a1890202,Items,1,Arch. 929,isad:mpm:203,10 R 8 D,Arch. 919-930 zijn samen in een moderne convoluutband ingebonden,,Nederlands,remarks
tg:mpmre:487,818bea20-4d9f-5947-b181-a38cfc4ff1e9,Items,1,Arch. 114,isad:mpm:208,10 Q 2 A,,,Nederlands,remarks
tg:mpmre:25,a2748957-bb33-558c-abf6-fe1ae563e2c7,Items,1,Arch. 433,isad:mpm:252,10 Q 6 E,,,Nederlands,remarks
tg:mpmre:192,4afbcb3e-2564-5bce-abc4-c7d32de04185,Items,1,Arch. 871,isad:mpm:243,10 R 8 D,Arch. 863-898 zijn samen in een moderne convoluutband ingebonden,,Nederlands,remarks
tg:mpmre:468,f30bfd20-e40d-59ac-897f-184565cae69a,Items,1,Arch. 166,isad:mpm:214,10 Q 3 B,,,Nederlands,remarks
tg:mpmre:346,27cfdf9c-159d-5728-83d8-8a6be005fdf6,Items,1,Arch. 219,isad:mpm:206,10 Q 3 A,,,Nederlands,remarks
tg:mpmre:653,26126f05-5dd7-5b3e-a75b-4d2001ac944e,Items,1,Arch. 132,isad:mpm:218,10 Q 3 D,,,Nederlands,remarks
tg:mpmre:203,075d42ae-e647-5472-9291-a2f1d0b7494e,Items,1,Arch. 881,isad:mpm:203,10 R 8 D,Arch. 863-898 zijn samen in een moderne convoluutband ingebonden,,Nederlands,remarks
tg:mpmre:72,da5a28a6-8199-5e6e-aa5a-c3204bf2e6f6,Items,1,Arch. 999,isad:mpm:202,10 R 8 C,,,Nederlands,remarks
tg:mpmre:595,afb34483-c032-51f5-8bce-30ee0d7f2fa5,Items,1,Arch. 813,isad:mpm:364,10 R 8 F,,,Nederlands,remarks
tg:mpmre:350,6222a6c9-2b02-54f1-84a9-b8a3e8ab2738,Items,1,Arch. 223,isad:mpm:206,10 Q 4 D,,,Nederlands,remarks
tg:mpmre:700,9895694c-d754-5e16-a7a8-fac77cbb6672,Items,1,Arch. 14,isad:mpm:215,10 Q 1 E,,3,Nederlands,remarks
tg:mpmre:215,4c78b73f-8e37-5cc2-a915-88b3978fd56c,Items,1,Arch. 893,isad:mpm:203,10 R 8 D,Arch. 863-898 zijn samen in een moderne convoluutband ingebonden,,Nederlands,remarks
tg:mpmre:645,30aaa080-48f5-55b7-9ae7-039c41049852,Items,1,Arch. 127,isad:mpm:220,10 Q 3 D,,,Nederlands,remarks
tg:mpmre:64,57b1da68-87d2-50de-8878-9e289aa36f6f,Items,1,Arch. 994,isad:mpm:242,10 R 8 C,Los stuk,,Nederlands,remarks
tg:mpmre:429,f3bb0035-1cf6-592b-8541-2cb26067678b,Items,1,Arch. 372,isad:mpm:246,10 Q 5 B,Los stuk,,Nederlands,remarks
tg:mpmre:307,a6e76a64-3528-55c4-9466-1bc95ddd043e,Items,1,Arch. 51,isad:mpm:206,10 Q 1 C,,,Nederlands,remarks
tg:mpmre:612,0c249fbd-9e0f-5d19-bb8d-7f8dec03c739,Items,1,Arch. 1383,isad:mpm:465,10 R 4 A,,,Nederlands,remarks
tg:mpmre:242,22a17cb9-f167-52a7-b219-ebd58a9c080a,Items,1,Arch. 919,isad:mpm:203,10 R 8 D,Arch. 919-930 zijn samen in een moderne convoluutband ingebonden,,Nederlands,remarks
tg:mpmre:33,c8dc76af-9536-5e6b-8709-3f26809875fe,Items,1,Arch. 966,isad:mpm:202,10 R 8 D,,,Nederlands,remarks
tg:mpmre:491,299e3616-1450-57d8-b05b-951073008f69,Items,1,Arch. 130,isad:mpm:335,10 Q 3 D,,,Nederlands,remarks
tg:mpmre:184,4e2dd09e-f648-5fa0-8835-1b75db0d69dc,Items,1,Arch. 862,isad:mpm:203,10 R 8 D,Arch. 849-862 zijn samen in een moderne convoluutband ingebonden,,Nederlands,remarks
tg:mpmre:409,aad1c9f5-4e67-5e9d-9713-009fa9735da0,Items,1,Arch. 389,isad:mpm:206,10 Q 5 A,,,Nederlands,remarks
tg:mpmre:44,b054a520-6a61-582e-b462-0165d2b2f5b6,Items,1,Arch. 976,isad:mpm:202,10 R 8 D,,,Nederlands,remarks
tg:mpmre:235,7a49208c-2fca-5c1e-9682-99ae43719891,Items,1,Arch. 912,isad:mpm:203,10 R 8 D,Arch. 899-918 zijn samen in een moderne convoluutband ingebonden,,Nederlands,remarks
tg:mpmre:665,f11aef1a-f95c-5158-a44f-d0bfff584292,Items,1,Arch. 353,isad:mpm:564,10 Q 5 C,,,Nederlands,remarks
tg:mpmre:370,6c96059d-ad56-5a86-a40d-fc32c384a070,Items,1,Arch. 243,isad:mpm:206,10 Q 4 C,,,Nederlands,remarks
tg:mpmre:13,86c3e469-76ac-5ad1-ae14-27d5194ce2d7,Items,1,Arch. 478,isad:mpm:248,10 Q 6 D,,fol. 1-26,Nederlands,remarks
tg:mpmre:632,b5f4db79-c66f-5532-8c5d-b687645a8fc7,Items,1,Arch. 1,isad:mpm:198,10 Q E 1,,,Nederlands,remarks
tg:mpmre:262,2942fc43-29c1-54e3-8d46-f6564d2a1047,Items,1,Arch. 936 bis,isad:mpm:242,10 R 8 D,Arch. 931-946 zijn samen in een moderne convoluutband ingebonden,,Nederlands,remarks
tg:mpmre:327,cb1db0b5-fe1b-5995-aa61-0b4e729cda29,Items,1,Arch. 70,isad:mpm:206,10 Q 1 B,,,Nederlands,remarks
tg:mpmre:448,c12b4d42-ff2d-5d17-a063-dfaa9135ee37,Items,1,Arch. 504,isad:mpm:239,10 Q 6 C,,,Nederlands,remarks
tg:mpmre:274,592a51cb-c887-54eb-bb53-a31d058cc0b6,Items,1,Arch. 948,isad:mpm:203,10 R 8 D,Arch. 947-961 zijn samen in een moderne convoluutband ingebonden,,Nederlands,remarks
tg:mpmre:624,419b38cc-a169-570d-977f-e69cdbee243c,Items,1,Arch. 1355,isad:mpm:467,10 R 3 B,,,Nederlands,remarks
tg:mpmre:331,abd4c5e4-edff-5b0b-9dda-fffadd1524f3,Items,1,Arch. 74,isad:mpm:206,10 Q 1 A,,,Nederlands,remarks
tg:mpmre:52,32890e91-b157-56e5-81fe-572291a24a40,Items,1,Arch. 983,isad:mpm:202,10 R 8 D,,,Nederlands,remarks
tg:mpmre:389,67934823-c10f-57de-92f5-1be6025a5751,Items,1,Arch. 404,isad:mpm:206,10 Q 5 A,,,Nederlands,remarks
tg:mpmre:673,b6397abe-2552-569a-8069-e209fc85f3c9,Items,1,MR 41.01,isad:mpm:629,,,,Nederlands,remarks
tg:mpmre:223,cfc94238-1758-5c45-bff0-ac7a866b46a2,Items,1,Arch. 901,isad:mpm:203,10 R 8 D,Arch. 899-918 zijn samen in een moderne convoluutband ingebonden,,Nederlands,remarks
tg:mpmre:366,2518f25e-7e20-56d1-86ec-e723a9d7fc26,Items,1,Arch. 239,isad:mpm:206,10 Q 4 C,,,Nederlands,remarks
tg:mpmre:29,21efb652-4738-59db-ac50-307542a65ad8,Items,1,Arch. 962,isad:mpm:202,10 R 8 D,,,Nederlands,remarks
tg:mpmre:171,062b0b77-2552-5af0-9b45-d3db74503501,Items,1,Arch. 849,isad:mpm:203,10 R 8 D,Arch. 849-862 zijn samen in een moderne convoluutband ingebonden,,Nederlands,remarks
tg:mpmre:521,f8258352-501a-522c-83ac-e3d48a6a8c25,Items,1,Arch. 7,isad:mpm:364,10 Q 1 E,,,Nederlands,remarks
tg:mpmre:464,6301c84a-6cc0-5a4e-a533-d6d73513e9ea,Items,1,Arch. 260,isad:mpm:213,10 Q 4 B,,,Nederlands,remarks
tg:mpmre:608,0479f27a-54d8-5bbf-8e71-dc71c577706d,Items,1,Arch. 1365,isad:mpm:465,10 R 4 B,,,Nederlands,remarks
tg:mpmre:258,d7aee8be-1c56-5b4c-aa05-e34fdea552db,Items,1,Arch. 933,isad:mpm:203,10 R 8 D,Arch. 931-946 zijn samen in een moderne convoluutband ingebonden,,Nederlands,remarks
tg:mpmre:576,a8d52d2c-605a-5c82-b6f4-93031a677ba2,Items,1,Arch. 289,isad:mpm:364,10 Q 4 A,,,Nederlands,remarks
tg:mpmre:126,e4fcbbcf-76c3-56b1-9fbf-8f13f80c6b43,Items,1,Arch. 1052,isad:mpm:202,10 R 8 B,,,Nederlands,remarks
tg:mpmre:91,8fdad326-9690-5c95-b9fb-ad8f985308c8,Items,1,Arch. 1017,isad:mpm:202,10 R 8 C,,,Nederlands,remarks
tg:mpmre:433,b671d04c-0f66-5fbb-8e58-0420e195bcdc,Items,1,Arch. 837,isad:mpm:206,10 R 8 E,,,Nederlands,remarks
tg:mpmre:599,ff448460-f41c-57ff-b7e9-981f748cd194,Items,1,Arch. 1371 (II),isad:mpm:446,10 R 4 A,,,Nederlands,remarks
tg:mpmre:68,4d2055f5-b053-5be0-bcfd-33a0be9e23c4,Items,1,Arch. 996,isad:mpm:242,10 R 8 C,Los stuk,,Nederlands,remarks
tg:mpmre:130,5ce4ac66-4c37-5678-8c75-753e55cbe92a,Items,1,Arch. 777,isad:mpm:211,10 R 9 B,,,Nederlands,remarks
tg:mpmre:560,f9f1079b-2bb4-57a9-8498-e763a333fa41,Items,1,Arch. 479,isad:mpm:265,10 Q 6 C,,,Nederlands,remarks
tg:mpmre:425,ad451315-eb51-54ae-b7d1-9c851e23b513,Items,1,Arch. 369,isad:mpm:206,10 Q 5 B,,,Nederlands,remarks
tg:mpmre:87,44301559-948e-523d-918b-c3baa091ba34,Items,1,Arch. 1013,isad:mpm:202,10 R 8 C,,,Nederlands,remarks
tg:mpmre:649,a702a132-6038-56d7-8800-5ce334524fe3,Items,1,Arch. 110,isad:mpm:218,10 Q 2 A,,,Nederlands,remarks
tg:mpmre:219,50b0f365-e973-5ec7-9153-6030cde13c6e,Items,1,Arch. 897,isad:mpm:305,10 R 8 D,Arch. 863-898 zijn samen in een moderne convoluutband ingebonden,,Nederlands,remarks
tg:mpmre:537,25e6fc43-6fff-5462-9fb5-789a8b6b39b8,Items,1,Arch. 144,isad:mpm:364,10 Q 3 C,,,Nederlands,remarks
tg:mpmre:167,de337577-f8ee-54ed-9694-12b831cc57cb,Items,1,Arch. 5,isad:mpm:227,10 Q 1 E,,,Nederlands,remarks
tg:mpmre:188,d50c0c79-176a-5c02-86bf-30e8a4f98aed,Items,1,Arch. 866,isad:mpm:203,10 R 8 D,Arch. 863-898 zijn samen in een moderne convoluutband ingebonden,,Nederlands,remarks
tg:mpmre:472,d82358b9-f787-5653-adea-48b24582a4f7,Items,1,Arch. TS B,isad:mpm:323,15 R 1 A,,,Nederlands,remarks
tg:mpmre:496,f0217ef9-82c6-53b8-a21d-8d8da97d1ac9,Items,1,Arch. 753,isad:mpm:201,10 R 9 D,,,Nederlands,remarks
tg:mpmre:34,a4a24890-251b-56ba-b5d7-72d894e3d6cc,Items,1,Arch. 967,isad:mpm:202,10 R 8 D,,,Nederlands,remarks
tg:mpmre:183,bba8cc7b-ef4f-5578-89e0-4181d0f4f3b4,Items,1,Arch. 861,isad:mpm:203,10 R 8 D,Arch. 849-862 zijn samen in een moderne convoluutband ingebonden,,Nederlands,remarks
tg:mpmre:479,903d88d4-07fb-5cae-bcac-dd103433295a,Items,1,Arch. 738,isad:mpm:208,10 Q 9 A,,,Nederlands,remarks
tg:mpmre:300,ef9302c3-34b9-53d4-86c9-08f7f70500f9,Items,1,Arch. 1103,isad:mpm:304,10 R 8 A,Arch. 1101-1103 zijn samen in een moderne convoluutband ingebonden,,Nederlands,remarks
tg:mpmre:615,503b7a6b-8523-5e35-b120-2c7437e72e5e,Items,1,Arch. 1337,isad:mpm:466,10 R 4 C,,,Nederlands,remarks
tg:mpmre:245,8efab1f0-8d2b-56d5-b052-3e83aa328e89,Items,1,Arch. 921,isad:mpm:203,10 R 8 D,Arch. 919-930 zijn samen in een moderne convoluutband ingebonden,,Nederlands,remarks
tg:mpmre:63,2f117988-87ce-5100-8dc1-16c3ad5f44af,Items,1,Arch. 994,isad:mpm:202,10 R 8 C,,,Nederlands,remarks
tg:mpmre:584,975b1f9b-f4b3-5a78-853c-e693367ad1af,Items,1,Arch. 1339,isad:mpm:446,10 R 4 C,,,Nederlands,remarks
tg:mpmre:8,b01ec190-dd11-5b8f-b263-d077913b9fec,Items,1,Arch. 112,isad:mpm:208,10 Q 2 A,,,Nederlands,remarks
tg:mpmre:357,b85b8fba-a482-50d3-a16c-129a053e1f21,Items,1,Arch. 230,isad:mpm:206,10 Q 4 D,,,Nederlands,remarks
tg:mpmre:707,8ef454c8-4700-5ef3-b7ab-cc8f70b2e04f,Items,1,Arch. 1070,isad:mpm:668,,,,Nederlands,remarks
tg:mpmre:212,865054ce-cf76-517c-9059-bd191656666d,Items,1,Arch. 890,isad:mpm:203,10 R 8 D,Arch. 863-898 zijn samen in een moderne convoluutband ingebonden,,Nederlands,remarks
tg:mpmre:642,63364b02-a3f9-50d5-ba1e-ecbd5f0a317c,Items,1,Arch. 126,isad:mpm:335,10 Q 3 D,,,Nederlands,remarks
tg:mpmre:75,4fee0ccd-00cb-5ae6-952e-334673872cbe,Items,1,Arch. 1002,isad:mpm:202,10 R 8 C,,,Nederlands,remarks
tg:mpmre:592,ddc2dfab-8ed7-5276-9eb0-c8a5da07ef12,Items,1,Arch. 1372 (III),isad:mpm:446,10 R 4 A,,,Nederlands,remarks
tg:mpmre:438,64730dd7-e9fa-548d-a75c-9f5024a64532,Items,1,Arch. 687,isad:mpm:206,10 Q 9 D,,,Nederlands,remarks
tg:mpmre:341,8cf888b3-f9f4-5a5c-a216-32c12da78415,Items,1,Arch. 179,isad:mpm:206,10 Q 3 A,,,Nederlands,remarks
tg:mpmre:654,57cc4ea6-5dcb-5adf-bdcb-25c4c499651e,Items,1,Arch. 133,isad:mpm:218,10 Q 3 D,,,Nederlands,remarks
tg:mpmre:204,ef54c132-ea9f-5b1e-bc7e-25d397f5e817,Items,1,Arch. 882,isad:mpm:203,10 R 8 D,Arch. 863-898 zijn samen in een moderne convoluutband ingebonden,,Nederlands,remarks
tg:mpmre:22,2599abc5-784c-51f7-95f3-a9d97f5262f8,Items,1,Arch. 772,isad:mpm:251,10 R 9 C,,,Nederlands,remarks
tg:mpmre:480,16141840-6bfb-5d3d-b00c-1dbc923ef9e1,Items,1,Arch. 739,isad:mpm:208,10 Q 9 A,,,Nederlands,remarks
tg:mpmre:195,a5ea7508-971b-54a4-b7bb-5d02d56ee243,Items,1,Arch. 873-874,isad:mpm:203,10 R 8 D,Arch. 863-898 zijn samen in een moderne convoluutband ingebonden,,Nederlands,remarks
tg:mpmre:316,b0d9a01e-2de4-5c60-afd4-666fa7ad7e29,Items,1,Arch. 44,isad:mpm:206,10 Q 1 C,,,Nederlands,remarks
tg:mpmre:253,2f535690-11ba-5bc1-bbd5-8342aa7d79ec,Items,1,Arch. 928,isad:mpm:203,10 R 8 D,Arch. 919-930 zijn samen in een moderne convoluutband ingebonden,,Nederlands,remarks
tg:mpmre:603,1a22c065-7bea-5d21-aa85-00759f248bb2,Items,1,Arch. 1344,isad:mpm:465,10 R 4 C,,,Nederlands,remarks
tg:mpmre:414,4421d9f5-2846-50ec-a379-065504f0210c,Items,1,Arch. 394,isad:mpm:206,10 Q 5 A,,,Nederlands,remarks
tg:mpmre:59,b04914e1-698a-5f28-bc94-00eb547bde9a,Items,1,Arch. 990,isad:mpm:202,10 R 8 C,,,Nederlands,remarks
tg:mpmre:551,20932a15-b772-552b-b4c0-074f9caf0380,Items,1,Arch. 295,isad:mpm:364,10 Q 4 A,,,Nederlands,remarks
tg:mpmre:101,9e170dbc-4d32-588e-a505-cee3a92e17c9,Items,1,Arch. 1027,isad:mpm:202,10 R 8 B,,,Nederlands,remarks
tg:mpmre:228,5070a0d3-916b-5a86-a69a-05d63f090c19,Items,1,Arch. 906,isad:mpm:203,10 R 8 D,Arch. 899-918 zijn samen in een moderne convoluutband ingebonden,,Nederlands,remarks
tg:mpmre:382,d27f9f18-e79c-5b1f-af5c-5377302f7bc1,Items,1,Arch. 255,isad:mpm:206,10 Q 4 B,,,Nederlands,remarks
tg:mpmre:678,3da826c4-ecba-5f33-b679-07aa4684cfcf,Items,1,MR 42.02,isad:mpm:583,,,,Nederlands,remarks
tg:mpmre:697,a0ccc477-3af1-58f5-9db4-7fce22bb5bb6,Items,1,Arch. 1461,isad:mpm:313,10 R 1 A,,2,Nederlands,remarks
tg:mpmre:443,4803ed93-a7aa-57b7-827d-a421d446fe4b,Items,1,Arch. 267,isad:mpm:259,10 Q 4 B,Los stuk tussen fol. 114-115,,Nederlands,remarks
tg:mpmre:156,00965f57-9509-512d-a935-131a0d7c260f,Items,1,Arch. 817,isad:mpm:212,10 R 8 F,,,Nederlands,remarks
tg:mpmre:506,632c4482-4e57-5877-9b23-72b0c75d7401,Items,1,Arch. 1459,isad:mpm:259,10 R 3 B,,1,Nederlands,remarks
tg:mpmre:290,f53a2e2c-31a8-5cd5-9fb6-3f363f253181,Items,1,Arch. 1092,isad:mpm:203,10 R 8 A,Arch. 1090-1100 zijn samen in een moderne convoluutband ingebonden,,Nederlands,remarks
tg:mpmre:455,21ec9af5-53f0-515f-9f55-a83ed27d4420,Items,1,Arch. 36,isad:mpm:206,10 Q 1 D,,,Nederlands,remarks
tg:mpmre:18,f68ffc29-544d-5c4e-bcb2-d286070bf279,Items,1,Arch. 334,isad:mpm:248,10 Q 5 C,,fol. 118-139,Nederlands,remarks
tg:mpmre:510,ed2fa60f-12f6-5a6c-8b17-7708a4f1dff0,Items,1,Arch. 1459,isad:mpm:259,10 R 3 B,,4,Nederlands,remarks
tg:mpmre:140,1baff5c4-04e0-58e8-8ace-523872b4a157,Items,1,Arch. 791,isad:mpm:211,10 R 9 B,,,Nederlands,remarks
tg:mpmre:269,f5fd828d-51a7-5c00-ad3f-4c93f2d6dfee,Items,1,Arch. 943,isad:mpm:203,10 R 8 D,Arch. 931-946 zijn samen in een moderne convoluutband ingebonden,,Nederlands,remarks
tg:mpmre:639,d2dc2907-9cfe-55c4-bfdb-554950223da2,Items,1,Arch. 37,isad:mpm:220,10 Q 1 D,,,Nederlands,remarks
tg:mpmre:286,84682545-7d25-51d7-944e-9e18f875b91e,Items,1,Arch. 960,isad:mpm:304,10 R 8 D,Arch. 947-961 zijn samen in een moderne convoluutband ingebonden,,Nederlands,remarks
tg:mpmre:402,cfc6264f-74e5-5797-9b7c-deefc2a2bde4,Items,1,Arch. 382,isad:mpm:206,10 Q 5 B,,,Nederlands,remarks
tg:mpmre:117,9be031af-0a8f-549e-9801-3219daddf8de,Items,1,Arch. 1043,isad:mpm:202,10 R 8 B,,,Nederlands,remarks
tg:mpmre:547,e9afc46c-6f4e-5fa5-8ff8-aa4c1c0f483b,Items,1,Arch. 300,isad:mpm:364,10 Q 4 A,,,Nederlands,remarks
tg:mpmre:394,66d2517f-12a1-5983-bd6d-e23e34cacef0,Items,1,Arch. 409,isad:mpm:206,10 Q 5 A,,,Nederlands,remarks
tg:mpmre:681,85631bac-4e09-5831-99f3-6fe6a1d7eb7e,Items,1,MR 45.01,isad:mpm:585,,,,Nederlands,remarks
tg:mpmre:249,a9747c1f-9354-5f12-9e96-4313ff7f21d4,Items,1,Arch. 924,isad:mpm:203,10 R 8 D,Arch. 919-930 zijn samen in een moderne convoluutband ingebonden,,Nederlands,remarks
tg:mpmre:619,0df3bfe0-bd63-510c-98db-8038773ae235,Items,1,Arch. 1380,isad:mpm:466,10 R 4 A,,,Nederlands,remarks
tg:mpmre:38,9edcce28-de71-5787-b0aa-973cffa8a5af,Items,1,Arch. 970,isad:mpm:202,10 R 8 D,,,Nederlands,remarks
tg:mpmre:530,9cb6c92c-e9a4-5d10-8798-93f38417d980,Items,1,Arch. 137,isad:mpm:364,10 Q 3 C,,,Nederlands,remarks
tg:mpmre:160,1807b5b6-8a06-5606-ba1e-0df2b57fb155,Items,1,Arch. 20,isad:mpm:220,10 Q 1 D,,,Nederlands,remarks
tg:mpmre:475,f40a08cb-635a-50f2-a335-c924df78a915,Items,1,Arch. TS E,isad:mpm:332,15 R 1 A,,,Nederlands,remarks
tg:mpmre:137,f5c0aa0d-ae03-5916-a2d9-75613176916c,Items,1,Arch. 324,isad:mpm:211,10 Q 5 C,,,Nederlands,remarks
tg:mpmre:567,631fd680-5690-56b9-8091-b2f02bfe3c37,Items,1,Arch. 282,isad:mpm:364,10 Q 4 A,,,Nederlands,remarks
tg:mpmre:80,52479b7f-ef06-599d-9176-8aa62ad12a91,Items,1,Arch. 1007,isad:mpm:202,10 R 8 C,,,Nederlands,remarks
tg:mpmre:588,2c3b6b3e-f8df-55c7-be47-bc3268b21679,Items,1,Arch. 1356,isad:mpm:446,10 R 4 B,,,Nederlands,remarks
tg:mpmre:422,885110b6-dfed-5ed1-ad76-4e2809cf31ea,Items,1,Arch. 366,isad:mpm:206,10 Q 5 B,,,Nederlands,remarks
tg:mpmre:208,7f6ec949-974d-5d04-86e2-7797e527bd48,Items,1,Arch. 886,isad:mpm:305,10 R 8 D,Arch. 863-898 zijn samen in een moderne convoluutband ingebonden,,Nederlands,remarks
tg:mpmre:658,cb077f7e-5fa6-5848-91eb-08fa43458cb7,Items,1,Arch. 669,isad:mpm:421,10 Q 8 A,,los stuk 3 tussen p. 21-22,Nederlands,remarks
tg:mpmre:79,e204b05a-df1d-5eeb-88dd-80366fc37d24,Items,1,Arch. 1006,isad:mpm:202,10 R 8 C,,,Nederlands,remarks
tg:mpmre:571,28795fe0-fcc1-5273-a07f-3b5dd74e48f7,Items,1,Arch. 286,isad:mpm:364,10 Q 4 A,,,Nederlands,remarks
tg:mpmre:121,2dd762d5-6e4e-54f0-862a-bf17065ce28f,Items,1,Arch. 1047,isad:mpm:202,10 R 8 B,,,Nederlands,remarks
tg:mpmre:434,c31067d6-28e2-5e61-bd2d-a94e28f62789,Items,1,Arch. 376,isad:mpm:206,10 Q 5 B,,,Nederlands,remarks
tg:mpmre:96,805832bd-ffc1-58d7-b373-a2d7e8626552,Items,1,Arch. 1022,isad:mpm:202,10 R 8 B,,,Nederlands,remarks
tg:mpmre:176,b1488f34-4422-56db-8f92-0adcea43e763,Items,1,Arch. 854,isad:mpm:203,10 R 8 D,Arch. 849-862 zijn samen in een moderne convoluutband ingebonden,,Nederlands,remarks
tg:mpmre:526,5a8f836f-b31b-5c62-b5ee-b20c3e9ae925,Items,1,Arch. 12,isad:mpm:364,10 Q 1 E,,,Nederlands,remarks
tg:mpmre:199,d3709daa-b21b-531b-8107-bb83bbc4278f,Items,1,Arch. 878,isad:mpm:203,10 R 8 D,Arch. 863-898 zijn samen in een moderne convoluutband ingebonden,,Nederlands,remarks
