Object Number,Record Type,URL,ResourceID,Reference Number,Keeper,Keeper Identifier,Object Identifier,Record ID Type,Object Number Type,Keeper Identifier Type,URL Type,Object Identifier Type,Reference Number Type,order,card
tg:rubgr:1068,Grossman,https://anet.be/record/opacrubobj/tg:rubgr:1068/N,8e887832-add3-5c90-aa6a-61682d5313ff,BE-ANN14/gr/000001068,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/8e887832-add3-5c90-aa6a-61682d5313ff'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubgr:4790,Grossman,https://anet.be/record/opacrubobj/tg:rubgr:4790/N,20de6331-c490-5ac8-9e8a-42003b696b62,BE-ANN14/gr/000004790,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/20de6331-c490-5ac8-9e8a-42003b696b62'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubgr:3055,Grossman,https://anet.be/record/opacrubobj/tg:rubgr:3055/N,a028cfa6-ef0e-5c96-92be-3a8d03da2651,BE-ANN14/gr/000003055,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/a028cfa6-ef0e-5c96-92be-3a8d03da2651'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubgr:3022,Grossman,https://anet.be/record/opacrubobj/tg:rubgr:3022/N,4d1fde95-cd1a-52c1-b533-26b31f907a04,BE-ANN14/gr/000003022,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/4d1fde95-cd1a-52c1-b533-26b31f907a04'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubgr:180,Grossman,https://anet.be/record/opacrubobj/tg:rubgr:180/N,ff824a8e-6eb1-53ee-bf5c-9ca5114c653f,BE-ANN14/gr/000000180,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/ff824a8e-6eb1-53ee-bf5c-9ca5114c653f'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubgr:3472,Grossman,https://anet.be/record/opacrubobj/tg:rubgr:3472/N,5f7a7299-f025-5d53-8289-38dcfa56b837,BE-ANN14/gr/000003472,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/5f7a7299-f025-5d53-8289-38dcfa56b837'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubgr:3188,Grossman,https://anet.be/record/opacrubobj/tg:rubgr:3188/N,03917780-83f7-57cd-8182-e6671eb27031,BE-ANN14/gr/000003188,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/03917780-83f7-57cd-8182-e6671eb27031'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubgr:3921,Grossman,https://anet.be/record/opacrubobj/tg:rubgr:3921/N,3722a367-b710-5dce-a5f5-4f5d92b23743,BE-ANN14/gr/000003921,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/3722a367-b710-5dce-a5f5-4f5d92b23743'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubgr:2633,Grossman,https://anet.be/record/opacrubobj/tg:rubgr:2633/N,4106055b-b06c-5d3f-a56b-48e1c9b7b9a0,BE-ANN14/gr/000002633,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/4106055b-b06c-5d3f-a56b-48e1c9b7b9a0'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubgr:929,Grossman,https://anet.be/record/opacrubobj/tg:rubgr:929/N,d05ba72a-feae-52a9-982d-b46a7d69deae,BE-ANN14/gr/000000929,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/d05ba72a-feae-52a9-982d-b46a7d69deae'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubgr:883,Grossman,https://anet.be/record/opacrubobj/tg:rubgr:883/N,29b31f8d-19f8-552b-a7b1-02a44fff02ef,BE-ANN14/gr/000000883,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/29b31f8d-19f8-552b-a7b1-02a44fff02ef'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubgr:2263,Grossman,https://anet.be/record/opacrubobj/tg:rubgr:2263/N,25c5020e-dfec-5c26-a5be-30666d904a1c,BE-ANN14/gr/000002263,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/25c5020e-dfec-5c26-a5be-30666d904a1c'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubgr:2799,Grossman,https://anet.be/record/opacrubobj/tg:rubgr:2799/N,20086ffc-9539-5188-ab01-7d96edc12868,BE-ANN14/gr/000002799,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/20086ffc-9539-5188-ab01-7d96edc12868'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubgr:3864,Grossman,https://anet.be/record/opacrubobj/tg:rubgr:3864/N,5a0fa42b-3378-5f5b-9b99-fe23ea2fa13f,BE-ANN14/gr/000003864,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/5a0fa42b-3378-5f5b-9b99-fe23ea2fa13f'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubgr:1859,Grossman,https://anet.be/record/opacrubobj/tg:rubgr:1859/N,3ec16a80-779f-55b1-ab75-b67ae04188f7,BE-ANN14/gr/000001859,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/3ec16a80-779f-55b1-ab75-b67ae04188f7'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubgr:2776,Grossman,https://anet.be/record/opacrubobj/tg:rubgr:2776/N,8d11b753-c130-53aa-80b5-e152ecaaab9b,BE-ANN14/gr/000002776,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/8d11b753-c130-53aa-80b5-e152ecaaab9b'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubgr:5119,Grossman,https://anet.be/record/opacrubobj/tg:rubgr:5119/N,05d2e77e-e7d0-59cd-a3d8-b311fcc5ac32,BE-ANN14/gr/000005119,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/05d2e77e-e7d0-59cd-a3d8-b311fcc5ac32'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubgr:2326,Grossman,https://anet.be/record/opacrubobj/tg:rubgr:2326/N,5df09d75-9fa8-51d4-bc41-6b3c6f99e38f,BE-ANN14/gr/000002326,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/5df09d75-9fa8-51d4-bc41-6b3c6f99e38f'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubgr:37,Grossman,https://anet.be/record/opacrubobj/tg:rubgr:37/N,10f14f75-c9c2-5784-85ff-57b7ddfb3732,BE-ANN14/gr/000000037,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/10f14f75-c9c2-5784-85ff-57b7ddfb3732'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubgr:4358,Grossman,https://anet.be/record/opacrubobj/tg:rubgr:4358/N,930b0be9-2778-5e73-8599-58555812e06f,BE-ANN14/gr/000004358,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/930b0be9-2778-5e73-8599-58555812e06f'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubgr:495,Grossman,https://anet.be/record/opacrubobj/tg:rubgr:495/N,78e6e30d-a817-56e6-8a0f-185db51e3fd6,BE-ANN14/gr/000000495,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/78e6e30d-a817-56e6-8a0f-185db51e3fd6'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubgr:3167,Grossman,https://anet.be/record/opacrubobj/tg:rubgr:3167/N,2bb67e65-14c1-59bd-a753-9e8d56d2582f,BE-ANN14/gr/000003167,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/2bb67e65-14c1-59bd-a753-9e8d56d2582f'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubgr:4708,Grossman,https://anet.be/record/opacrubobj/tg:rubgr:4708/N,32b89e46-9e49-5b49-bfaf-f5e8e9218766,BE-ANN14/gr/000004708,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/32b89e46-9e49-5b49-bfaf-f5e8e9218766'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubgr:3537,Grossman,https://anet.be/record/opacrubobj/tg:rubgr:3537/N,2c40b8c5-4830-5e4e-bae4-86df71f65c87,BE-ANN14/gr/000003537,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/2c40b8c5-4830-5e4e-bae4-86df71f65c87'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubgr:5230,Grossman,https://anet.be/record/opacrubobj/tg:rubgr:5230/N,65f3087c-d7a6-5d45-a7d7-d9d11f03c512,BE-ANN14/gr/000005230,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/65f3087c-d7a6-5d45-a7d7-d9d11f03c512'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubgr:4972,Grossman,https://anet.be/record/opacrubobj/tg:rubgr:4972/N,c1a5b5cb-e5d2-5ca4-a5dd-6d050af3c191,BE-ANN14/gr/000004972,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/c1a5b5cb-e5d2-5ca4-a5dd-6d050af3c191'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubgr:616,Grossman,https://anet.be/record/opacrubobj/tg:rubgr:616/N,b60fbd7f-4df4-5901-ae91-1cc3179f334b,BE-ANN14/gr/000000616,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/b60fbd7f-4df4-5901-ae91-1cc3179f334b'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubgr:4421,Grossman,https://anet.be/record/opacrubobj/tg:rubgr:4421/N,d681fbc1-3d1c-5080-a4be-830aee6ec592,BE-ANN14/gr/000004421,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/d681fbc1-3d1c-5080-a4be-830aee6ec592'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubgr:1623,Grossman,https://anet.be/record/opacrubobj/tg:rubgr:1623/N,a3f9ec79-5f95-5535-b804-3017bfd5dbe0,BE-ANN14/gr/000001623,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/a3f9ec79-5f95-5535-b804-3017bfd5dbe0'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubgr:246,Grossman,https://anet.be/record/opacrubobj/tg:rubgr:246/N,c719f9e4-6426-5192-b06c-0d9a3a9a7471,BE-ANN14/gr/000000246,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/c719f9e4-6426-5192-b06c-0d9a3a9a7471'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubgr:4071,Grossman,https://anet.be/record/opacrubobj/tg:rubgr:4071/N,345bae27-f5b2-54ce-b2e8-2356d0b7d1b8,BE-ANN14/gr/000004071,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/345bae27-f5b2-54ce-b2e8-2356d0b7d1b8'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubgr:1789,Grossman,https://anet.be/record/opacrubobj/tg:rubgr:1789/N,2c84467b-8d5a-5f9b-9320-985992ccffd5,BE-ANN14/gr/000001789,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/2c84467b-8d5a-5f9b-9320-985992ccffd5'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubgr:1273,Grossman,https://anet.be/record/opacrubobj/tg:rubgr:1273/N,306f0d14-8de1-5cdb-bfd3-489b9cd4ff02,BE-ANN14/gr/000001273,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/306f0d14-8de1-5cdb-bfd3-489b9cd4ff02'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubgr:1766,Grossman,https://anet.be/record/opacrubobj/tg:rubgr:1766/N,abafe542-bd7f-58cc-947a-4e04efe73a61,BE-ANN14/gr/000001766,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/abafe542-bd7f-58cc-947a-4e04efe73a61'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubgr:2849,Grossman,https://anet.be/record/opacrubobj/tg:rubgr:2849/N,12ff09be-ca1f-598d-87a5-b409e917bc7b,BE-ANN14/gr/000002849,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/12ff09be-ca1f-598d-87a5-b409e917bc7b'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubgr:753,Grossman,https://anet.be/record/opacrubobj/tg:rubgr:753/N,338e189f-50c6-5ac9-8e2b-8ebc8f16d49c,BE-ANN14/gr/000000753,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/338e189f-50c6-5ac9-8e2b-8ebc8f16d49c'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubgr:4564,Grossman,https://anet.be/record/opacrubobj/tg:rubgr:4564/N,2a6febd9-76b8-57b0-8354-5dc9fcfddba9,BE-ANN14/gr/000004564,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/2a6febd9-76b8-57b0-8354-5dc9fcfddba9'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubgr:1336,Grossman,https://anet.be/record/opacrubobj/tg:rubgr:1336/N,9a6a4dda-8df1-5fc7-af25-2201d8d06ee6,BE-ANN14/gr/000001336,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/9a6a4dda-8df1-5fc7-af25-2201d8d06ee6'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubgr:303,Grossman,https://anet.be/record/opacrubobj/tg:rubgr:303/N,013d0163-802e-5683-b848-426bc3506bc4,BE-ANN14/gr/000000303,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/013d0163-802e-5683-b848-426bc3506bc4'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubgr:4134,Grossman,https://anet.be/record/opacrubobj/tg:rubgr:4134/N,0ed89c53-9b06-5ce8-88fe-b7777bd7a329,BE-ANN14/gr/000004134,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/0ed89c53-9b06-5ce8-88fe-b7777bd7a329'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubgr:4837,Grossman,https://anet.be/record/opacrubobj/tg:rubgr:4837/N,af570eb4-91f2-5c38-bd2c-769a1b896978,BE-ANN14/gr/000004837,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/af570eb4-91f2-5c38-bd2c-769a1b896978'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubgr:2234,Grossman,https://anet.be/record/opacrubobj/tg:rubgr:2234/N,d8ca29fa-d264-586b-ba6f-8cf3e637fcb9,BE-ANN14/gr/000002234,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/d8ca29fa-d264-586b-ba6f-8cf3e637fcb9'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubgr:3976,Grossman,https://anet.be/record/opacrubobj/tg:rubgr:3976/N,3567c0cf-5076-5041-b5f2-23dc5fbc6938,BE-ANN14/gr/000003976,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/3567c0cf-5076-5041-b5f2-23dc5fbc6938'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubgr:2664,Grossman,https://anet.be/record/opacrubobj/tg:rubgr:2664/N,8209c1a5-db31-533a-90fa-9f837c86d73c,BE-ANN14/gr/000002664,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/8209c1a5-db31-533a-90fa-9f837c86d73c'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubgr:3425,Grossman,https://anet.be/record/opacrubobj/tg:rubgr:3425/N,dd41ca92-8f48-55ed-8d72-f85aed4c2a00,BE-ANN14/gr/000003425,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/dd41ca92-8f48-55ed-8d72-f85aed4c2a00'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubgr:1418,Grossman,https://anet.be/record/opacrubobj/tg:rubgr:1418/N,a90d15c1-9b0e-580a-be2b-2ea449a0e66a,BE-ANN14/gr/000001418,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/a90d15c1-9b0e-580a-be2b-2ea449a0e66a'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubgr:587,Grossman,https://anet.be/record/opacrubobj/tg:rubgr:587/N,ba8cc1c6-eec8-545e-8eef-31f1bc791eda,BE-ANN14/gr/000000587,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/ba8cc1c6-eec8-545e-8eef-31f1bc791eda'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubgr:3075,Grossman,https://anet.be/record/opacrubobj/tg:rubgr:3075/N,c7e66fc4-6f8d-5286-ac7a-938c2d33c0f2,BE-ANN14/gr/000003075,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/c7e66fc4-6f8d-5286-ac7a-938c2d33c0f2'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubgr:1048,Grossman,https://anet.be/record/opacrubobj/tg:rubgr:1048/N,41d4d044-8bd2-5b13-9e1c-68858e7f8a99,BE-ANN14/gr/000001048,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/41d4d044-8bd2-5b13-9e1c-68858e7f8a99'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubgr:3560,Grossman,https://anet.be/record/opacrubobj/tg:rubgr:3560/N,7267d8fe-4f42-5e7f-886f-947469fdb522,BE-ANN14/gr/000003560,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/7267d8fe-4f42-5e7f-886f-947469fdb522'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubgr:568,Grossman,https://anet.be/record/opacrubobj/tg:rubgr:568/N,76ef35a2-f9b3-5b95-a9fc-931a1f2c8b84,BE-ANN14/gr/000000568,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/76ef35a2-f9b3-5b95-a9fc-931a1f2c8b84'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubgr:3130,Grossman,https://anet.be/record/opacrubobj/tg:rubgr:3130/N,fcd7439e-de1e-502a-8257-43b5e72956f7,BE-ANN14/gr/000003130,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/fcd7439e-de1e-502a-8257-43b5e72956f7'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubgr:138,Grossman,https://anet.be/record/opacrubobj/tg:rubgr:138/N,1aa888be-554e-54a7-b7a6-387cf814439c,BE-ANN14/gr/000000138,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/1aa888be-554e-54a7-b7a6-387cf814439c'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubgr:991,Grossman,https://anet.be/record/opacrubobj/tg:rubgr:991/N,c18541a4-f530-5917-9a9b-ad891824e428,BE-ANN14/gr/000000991,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/c18541a4-f530-5917-9a9b-ad891824e428'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:rubgr:2371,Grossman,https://anet.be/record/opacrubobj/tg:rubgr:2371/N,d0d4e274-65d6-5e6b-b2fd-5ede0e4584e2,BE-ANN14/gr/000002371,Rubenianum,{'url': 'https://data.antwerpen.be/Ark:/83110/b39b758e-3ecf-5e33-801a-8bc360fd2214'},{'url': 'https://id.rubenianum.be//ark:/86530/d0d4e274-65d6-5e6b-b2fd-5ede0e4584e2'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
