brocade.id,ResourceID,card,order,Acquisition Note,Registration Number value,Archive Note,Location Number,Source Note,Warehouse Location (begin),Serial Number,Warehouse Location (ende),Source Note Language,Source Note Type
tg:lhaq:9007,429ca9fd-987d-5bb5-ba34-32f7a70dcf15,Items,1,tr:lh:7497,197413/31,isad:lh:95953,S 5621 / I (Doos 3),,,,,Nederlands,Noot
tg:lhaq:8753,55b3ddfc-a6a1-5146-a622-d00ba2d355f5,Items,1,,174222/9,,Planex GT / T 159,,,,,Nederlands,Noot
tg:lhaq:8883,785b8974-b683-59e6-a151-be31f7c475c8,Items,1,tr:lh:7497,197408/91,isad:lh:95953,S 5621 / I (Doos 2),De rol van de snol Sjarlot werd door de actrice Martha de Wachter vertolkt.,,,,Nederlands,Noot
tg:lhaq:8929,c92d07e3-b4b2-5503-92e2-d97e28bca65a,Items,1,tr:lh:7497,197411/14,isad:lh:95953,S 5621 / I (Doos 2),"De rol van Benvolio, neef van Montague, werd  door de acteur François Bernard vertolkt.",,,,Nederlands,Noot
tg:lhaq:7347,f7a70639-885d-539a-b237-096c42edd951,Items,1,tr:lh:5300,104358/8a,isad:lh:96017,V 444 / I,Op achterkant gelijkaardig aquarel.,,,,Nederlands,Noot
tg:lhaq:8548,dc0e22df-4eb9-5ae8-b2d4-ffeda481fdc9,Items,1,,215880/18,,Planex GT / T 159,,,,,Nederlands,Noot
tg:lhaq:6413,6acc0ae8-98c5-5245-a25e-4581c55755aa,Items,1,tr:lh:4749,99341,,Planex GT / B283,"**Nota:** (fotokopie op de achterzijde gekleefd) _Het kruidenierswinkeltje van
moeder Belleke - Brusselschestraat te Dendermonde met het half deurke - waar
dichter Hiel met zijne ouders, broeders en zusters zijne kinderjaren
doorgebracht heeft_.

Willem Battaille was gehuwd met Laura Hiel, een dochter van Emanuel Hiel.",,,,Nederlands,Noot
tg:lhaq:8374,36648aba-a910-5383-9e45-3e8dfa4e80cc,Items,1,,215082/21,,GG 297 / I,,,,,Nederlands,Noot
tg:lhaq:9135,8a1adb80-fb4f-521e-adf6-4b3182d01e44,Items,1,tr:lh:9930,218018/2,isad:lh:96055,Planex GT / H 50494,"Decorontwerp uit map: """"Tooneelen voor Antonio van Herwig Hensen door L. Hendrickx 1942"""".",,,,Nederlands,Noot
tg:lhaq:9070,ce841cc0-60da-5de8-8990-ba0870aa11e1,Items,1,tr:lh:9197,220641,,BB 607 / I,,,,,Nederlands,Noot
tg:lhaq:1694,52a16f7d-1448-51e7-a14f-8e725a5777d8,Items,1,,199638/2,,SC 17 B 3,,,,,Nederlands,Noot
tg:lhaq:8909,d8eea1b4-bd65-5d52-9d88-e0cdf4c128b3,Items,1,tr:lh:7497,197410/6,isad:lh:95953,S 5621 / I (Doos 2),,,,,Nederlands,Noot
tg:lhaq:5511,31a25906-8381-5da0-93b8-1d3ae9066c4b,Items,1,tr:lh:7876,213470/4,isad:lh:95980,W 7562 / I,,,,,Nederlands,Noot
tg:lhaq:8323,35e8905b-e4aa-51f2-8aef-df95c7d061f9,Items,1,tr:lh:1987,37028/22,isad:lh:95994,Planex GT / V 3965,,,,,Nederlands,Noot
tg:lhaq:2391,a1dd71a3-693a-589b-a866-9c4e21cc3c5a,Items,1,,202843,isad:lh:95922,SC 49 E 1,"Maria-Elise, _Het Kerkportaal_.
Antwerpen: L. Dela Montagne, 1873, p. 12. Overdruk uit de _Vlaamsche
Kunstbode_.

Maria-Lisa is Marie Elisabeth Belpaire.",,,,Nederlands,Noot
tg:lhaq:9027,23c5a9c6-8c46-5c1d-b6b4-9a36df11f27d,Items,1,tr:lh:7497,197415/28,isad:lh:95953,S 5621 / I (Doos 3),,,,,Nederlands,Noot
tg:lhaq:8765,68874087-f5be-53d8-ab03-3a32c86a3055,Items,1,,174222/21,,Planex GT / T 159,,,,,Nederlands,Noot
tg:lhaq:9031,7ae22369-f131-5d3c-9242-91019ab47664,Items,1,tr:lh:7497,197415/31,isad:lh:95953,S 5621 / I (Doos 3),,,,,Nederlands,Noot
tg:lhaq:8620,2eefaeb1-884f-521b-9cb1-68d398dfc233,Items,1,tr:lh:1987,37028/2,isad:lh:95994,Planex GT / V 3965,,,,,Nederlands,Noot
tg:lhaq:2387,756963b1-8096-50c2-ad16-cd9200cc4be9,Items,1,tr:lh:9923,147606,,SC 49 E 1,,,,,Nederlands,Noot
tg:lhaq:6540,b181be46-9ec0-5084-9127-a464feafcbc4,Items,1,,100122/4,,Planex GT / B 186,,,,,Nederlands,Noot
tg:lhaq:4068,00fd72de-8b97-5b60-b3f5-af24595c1d71,Items,1,,203500/4,isad:lh:95957,M 2475 / I,,,,,Nederlands,Noot
tg:lhaq:8698,157d4c7f-ec23-56fd-b09d-85ce72434e7e,Items,1,tr:lh:4996,99068/5,isad:lh:96041,V 114 / I (Doos 1),Het ballet Triomf van de Geest werd in 1959  met een vernieuwde muzikale techniek door Willem Kersters gecomponeerd.,,,,Nederlands,Noot
tg:lhaq:8362,478f0aec-c306-5947-a35b-6540b48d136d,Items,1,,215082/13,,GG 297 / I,,,,,Nederlands,Noot
tg:lhaq:8677,b900bb29-22b5-5b25-91c3-c93a08b0630a,Items,1,tr:lh:2339,44074/14,isad:lh:96034,V 114 / I (Doos 1),,,,,Nederlands,Noot
tg:lhaq:8899,aa3be9ff-6d80-522a-8484-36ad5283d917,Items,1,tr:lh:7497,197409/4,isad:lh:95953,S 5621 / I (Doos 2),,,,,Nederlands,Noot
tg:lhaq:9271,a000cc9e-3f28-5e94-8a6a-454323f37c62,Items,1,tr:lh:7087,177571,isad:lh:95953,S 5621 / I (Doos 4),,,,,Nederlands,Noot
tg:lhaq:8933,251fdbd9-6514-5de8-98fc-4eb223cd014e,Items,1,tr:lh:7497,197411/18,isad:lh:95953,S 5621 / I (Doos 2),"De rol van Julia, dochter van Capulet, werd  door de actrice Stella Blanchart vertolkt.",,,,Nederlands,Noot
tg:lhaq:6887,a10033bc-8eee-57c4-b66b-d13132a33d52,Items,1,,174218/2,,Planex GT / GG 129,"**Opvoering:** KNS van Antwerpen, 90ste speeljaar, oktober 1942

**Regie:** Joris Diels",,,,Nederlands,Noot
tg:lhaq:5317,7b8d1576-0d4b-579c-8947-8b61f5393224,Items,1,tr:lh:812,15183,isad:lh:95974,Planex KP / D,De kunstenaar is Frans Geerts,,,,Nederlands,Noot
tg:lhaq:8876,e6d33ccb-e03e-593c-b9aa-65ce73fb9b7a,Items,1,tr:lh:7497,197408/85B,isad:lh:95953,S 5621 / I (Doos 2),De rol van bedelaar werd door de acteur Toon Brouwers vertolkt.,,,,Nederlands,Noot
tg:lhaq:8319,9250c53c-5efd-58bd-86ec-3053564b4302,Items,1,tr:lh:1987,37028/18,isad:lh:95994,Planex GT / V 3965,,,,,Nederlands,Noot
tg:lhaq:8749,d0e31b00-6184-5f54-818f-2050313e40cd,Items,1,,174222/6A,,Planex GT / T 159,,,,,Nederlands,Noot
tg:lhaq:8067,d47103e8-e595-536e-9adf-20e993dcc9bf,Items,1,tr:lh:5095,100727,isad:lh:96025,SC 08 E 1,,,,,Nederlands,Noot
tg:lhaq:8964,4c79870d-3162-5db0-8ae9-3ace54a8554d,Items,1,tr:lh:7497,197412/39,isad:lh:95953,S 5621 / I (Doos 2),"De rol van Katherina Sheermertens, een jonge maagd, werd door de actrice Tine Balder vertolkt.",,,,Nederlands,Noot
tg:lhaq:9363,ff6409c2-f4a8-5870-9d24-a4df39a5aed1,Items,1,,221244/1-57,isad:lh:96062,II 76/I KT,,,,,Nederlands,Noot
tg:lhaq:1753,51532399-b17e-5939-bba1-110993f357a4,Items,1,tr:lh:2022,37562,isad:lh:95920,Planex KP / T 355,l.O.: klevertje: Verzameling Frits de Mont.,,,,Nederlands,Noot
tg:lhaq:8572,691d8750-2a4f-598e-ba36-5419563ef13e,Items,1,,215880/38A,,Planex GT / T 159,,,,,Nederlands,Noot
tg:lhaq:6645,f77c2ce3-f2e4-59d5-a8ba-44a9316f8d44,Items,1,tr:lh:7281,179864/12,isad:lh:96004,Planex GT / CC 201,,,,,Nederlands,Noot
tg:lhaq:8972,072ab442-1283-5a15-be6c-551daab57526,Items,1,tr:lh:7497,197412/46,isad:lh:95953,S 5621 / I (Doos 2),De rol van burgeres werd door de actrice Suzanne Juchtmans vertolkt.,,,,Nederlands,Noot
tg:lhaq:8071,983c56db-45da-57a4-abbf-4459bb7d5804,Items,1,tr:lh:3430,68104,isad:lh:96029,SC 08 E 2,,,,,Nederlands,Noot
tg:lhaq:8564,a6b4f824-f3e4-52d0-aba9-68086964e88c,Items,1,,215880/30,,Planex GT / T 159,,,,,Nederlands,Noot
tg:lhaq:9375,92bc5f32-8cc3-5cae-af4e-89a863dc734d,Items,1,,148922/1-8,,Planex GT / P 27095,"Nummers 4 en, 6 ontbreken",,,,Nederlands,Noot
tg:lhaq:8837,18b725d6-d09e-5e10-b626-63bcf0110102,Items,1,tr:lh:7497,197408/53,isad:lh:95953,S 5621 / I (Doos 2),De rol van Waard werd door de acteur Lode van Beek vertolkt.,,,,Nederlands,Noot
tg:lhaq:8358,356092e8-285e-56f9-85d3-8268e437455b,Items,1,,215082/9,,GG 297 / I,,,,,Nederlands,Noot
tg:lhaq:6891,88e66caf-a01c-587d-8011-19fab6278941,Items,1,,174215/1,,Planex GT / GG 129,"**Opvoering:** KNS van Antwerpen, 90ste speeljaar, mei 1943

**Regie:** Joris Diels",,,,Nederlands,Noot
tg:lhaq:8925,5cefb186-2116-5264-9e29-1f0dfc334436,Items,1,tr:lh:7497,197411/10,isad:lh:95953,S 5621 / I (Doos 2),De rol van de oom van Capulet werd  door de acteur René Van de Putte vertolkt.,,,,Nederlands,Noot
tg:lhaq:9288,05074748-061c-58bd-a419-c48de97af16f,Items,1,tr:lh:7087,177575,isad:lh:95953,Planex GT / S 5621,,,,,Nederlands,Noot
tg:lhaq:8860,8d814cfe-11f4-533e-b432-398ed79a9524,Items,1,tr:lh:7497,197408/71,isad:lh:95953,S 5621 / I (Doos 2),,,,,Nederlands,Noot
tg:lhaq:8533,10cba0ea-28a7-57bc-a240-9378953d3c21,Items,1,,215880/3,,Planex GT / T 159,,,,,Nederlands,Noot
tg:lhaq:6890,fd164bc6-f0b2-55ba-bd3d-208c01a24b72,Items,1,,174218/5,,Planex GT / GG 129,"**Opvoering:** KNS van Antwerpen, 90ste speeljaar, oktober 1942

**Regie:** Joris Diels",,,,Nederlands,Noot
tg:lhaq:8924,316e6d09-d2e7-5ef5-b2d4-cc47d9d3473d,Items,1,tr:lh:7497,197411/9,isad:lh:95953,S 5621 / I (Doos 2),De rol van de Gravin Capulet werd  door de actrice Germaine Loosveldt vertolkt.,,,,Nederlands,Noot
tg:lhaq:6193,5d4d39a4-a061-59b7-9924-7b68d7c9fb6d,Items,1,tr:lh:5482,107890/9,isad:lh:167333,,Voor opvoering K.N.S. van Antwerpen van 29-11-1952 tot 04-12-1952.,V1 B 75 C7,D 4813 / 324,,Nederlands,Noot
tg:lhaq:8861,1f778223-61d2-5325-9998-35169837004e,Items,1,tr:lh:7497,197408/72,isad:lh:95953,S 5621 / I (Doos 2),De rollen van burgers werden door de acteurs Paul S'Jongers en Bernard Verheyden vertolkt.,,,,Nederlands,Noot
tg:lhaq:8532,d636da5f-3f05-54cd-87ec-a497eb09afaf,Items,1,,215880/2,,Planex GT / T 159,,,,,Nederlands,Noot
tg:lhaq:8359,ec029d5b-ba14-53fb-b026-def7a86b39b9,Items,1,,215082/10,,GG 297 / I,,,,,Nederlands,Noot
tg:lhaq:8973,976f8177-daf0-5700-86dd-bd5fd04fe743,Items,1,tr:lh:7497,197412/47,isad:lh:95953,S 5621 / I (Doos 2),"De rol van de neef van Katharina, een burger, werd door de acteur Paul 's Jongers vertolkt.",,,,Nederlands,Noot
tg:lhaq:8070,94f80fce-a837-5506-8e8e-0eb92fe2340f,Items,1,tr:lh:4778,94221,isad:lh:96027,SC 30 A 1,,,,,Nederlands,Noot
tg:lhaq:8565,16f551c6-4372-5bc3-9182-cad91e94045c,Items,1,,215880/31,,Planex GT / T 159,,,,,Nederlands,Noot
tg:lhaq:8836,1162347d-940f-5294-99a6-9aae1eb51d87,Items,1,tr:lh:7497,197408/52,isad:lh:95953,S 5621 / I (Doos 2),De rol van Marie werd door de actrice Julienne de Bruyn vertolkt.,,,,Nederlands,Noot
tg:lhaq:8965,568c50e7-a8c5-585c-9c0d-4af430d53eca,Items,1,tr:lh:7497,197412/40,isad:lh:95953,S 5621 / I (Doos 2),"De rol van de vader van Katherina, een schamel burger, werd door de acteur Jan Cammans vertolkt.",,,,Nederlands,Noot
tg:lhaq:8318,95b34655-d02b-5432-ae66-dd4a1340c23a,Items,1,tr:lh:1987,37028/10,isad:lh:95994,Planex GT / V 3965,,,,,Nederlands,Noot
tg:lhaq:8748,f4c942eb-3601-5356-b92a-75fa833850b0,Items,1,,174222/5,,Planex GT / T 159,,,,,Nederlands,Noot
tg:lhaq:9270,59028086-2451-5966-b5b7-c5ac230afad5,Items,1,tr:lh:7087,177571/1-3,isad:lh:95953,S 5621 / I (Doos 4),,,,,Nederlands,Noot
tg:lhaq:8932,38f03624-8998-5ed8-a409-70a7ab783ae2,Items,1,tr:lh:7497,197411/17,isad:lh:95953,S 5621 / I (Doos 2),De rol van Chorus werd  door de acteur Jos Mahu vertolkt.,,,,Nederlands,Noot
tg:lhaq:8877,04918ad4-fca5-50cf-aa44-74afefd4508c,Items,1,tr:lh:7497,197408/86,isad:lh:95953,S 5621 / I (Doos 2),De rol van Mijnheer Moortgat werd door de acteur Luc Philips vertolkt.,,,,Nederlands,Noot
tg:lhaq:8699,68b202e5-0dde-582e-bc33-c8a7b70cb52a,Items,1,tr:lh:4996,99068/6,isad:lh:96041,V 114 / I (Doos 1),Het ballet Triomf van de Geest werd in 1959  met een vernieuwde muzikale techniek door Willem Kersters gecomponeerd.,,,,Nederlands,Noot
tg:lhaq:8363,80844a2e-61ae-5ef6-ae22-c68180241ff2,Items,1,,215082/14,,GG 297 / I,,,,,Nederlands,Noot
tg:lhaq:8676,d6b22071-cdb1-57b0-982d-ec06acb5dca9,Items,1,tr:lh:2339,44074/13,isad:lh:96034,V 114 / I (Doos 1),,,,,Nederlands,Noot
tg:lhaq:9067,9d64e014-57f1-5288-af8d-e4becab847d3,Items,1,tr:lh:9195,220639/1a-b,isad:lh:95930,S 7265 / I,,,,,Nederlands,Noot
tg:lhaq:4069,534c5161-9e14-50e7-8afc-705530063afc,Items,1,,203500/5,isad:lh:95957,M 2475 / I,,,,,Nederlands,Noot
tg:lhaq:5228,aad15af5-5ab2-50ec-a476-ea786d314968,Items,1,tr:lh:4853,112515,isad:lh:95972,L 975 / I,,,,,Nederlands,Noot
tg:lhaq:2369,3286d8d4-eb04-5c52-a779-211de6fbde19,Items,1,,76467/1,,SC 49 C 1,"**Opvoering:** KNS van Antwerpen van af 13-09-1930, de regie was van Joris
Diels.

Drie tekeningen (76467/1-3) in éen langwerpige kader.",,,,Nederlands,Noot
tg:lhaq:8764,0d1e2d29-7197-5321-945c-018f2097087f,Items,1,,174222/20,,Planex GT / T 159,,,,,Nederlands,Noot
tg:lhaq:2693,e21fc71c-939f-54a0-bc69-8015024f0f6e,Items,1,tr:lh:2886,58599,isad:lh:95932,Planex GT / C,,,,,Nederlands,Noot
tg:lhaq:9030,ebe072c8-0b74-5980-979e-814241114bb9,Items,1,tr:lh:7497,197415/30,isad:lh:95953,S 5621 / I (Doos 3),,,,,Nederlands,Noot
tg:lhaq:8621,67b64ade-8b8b-5977-995f-7617e61bd899,Items,1,tr:lh:1987,37028/13,isad:lh:95994,Planex GT / V 3965,,,,,Nederlands,Noot
tg:lhaq:6845,e8838c97-be2f-5496-8e37-aff247cd2c21,Items,1,tr:lh:7634,212577/1,isad:lh:132095,Planex GT 905,"**Publicatie** KNS van Antwerpen, 98ste speeljaar, 1950-1951, eerste stuk van het seizoen; regie: Charles Gilhuys",,,,Nederlands,Noot
tg:lhaq:2555,ee3316cc-9384-576e-862d-6b1638bce9d6,Items,1,,198440,,SC 48 B 2,,,,,Nederlands,Noot
tg:lhaq:7307,3bb75f52-3378-595a-a8fe-fc831cb0e25d,Items,1,tr:lh:5300,104358/16,isad:lh:96017,V 444 / I,,,,,Nederlands,Noot
tg:lhaq:6900,bd724132-645c-5a8e-ab0c-10736f25948a,Items,1,tr:lh:4759,92882,isad:lh:96013,Planex GT / K 4146,,,,,Nederlands,Noot
tg:lhaq:5510,94297c32-5a83-5bdc-ac4b-52ef329797fb,Items,1,tr:lh:7876,213470/3,isad:lh:95980,W 7562 / I,,,,,Nederlands,Noot
tg:lhaq:8322,a2d69d92-eb0f-5edd-8a20-75dfa96fdfae,Items,1,tr:lh:1987,37028/45,isad:lh:95994,Planex GT / V 3965,,,,,Nederlands,Noot
tg:lhaq:8908,b871627f-383d-53d3-a786-a9897e812826,Items,1,tr:lh:7497,197410/5,isad:lh:95953,S 5621 / I (Doos 2),De rol van Kopecka werd door de actrice Yolande Markey vertolkt.,,,,Nederlands,Noot
tg:lhaq:5117,b09551d9-e312-52ba-9b34-e0a938574f80,Items,1,tr:lh:7786,201669/1,isad:lh:95968,SC 03 B 1,,,,,Nederlands,Noot
tg:lhaq:8375,00c83b2d-af37-5829-b5bd-00c81e69deec,Items,1,,215082/22,,GG 297 / I,,,,,Nederlands,Noot
tg:lhaq:9134,0212184d-4bee-583b-9c00-d727a0268f45,Items,1,tr:lh:9930,218018/1,isad:lh:96055,Planex GT / H 50494,"Twee dezelfde decorontwerpen (licht variërend van kleur) uit map: """"Tooneelen voor Antonio van Herwig Hensen door L. Hendrickx 1942"""".",,,,Nederlands,Noot
tg:lhaq:8549,c12d5c03-d5f3-5166-854a-a882b6466a70,Items,1,,215880/19,,Planex GT / T 159,,,,,Nederlands,Noot
tg:lhaq:8882,f593baba-0cad-5e73-a565-f0a9ceff64e1,Items,1,tr:lh:7497,197408/90,isad:lh:95953,S 5621 / I (Doos 2),De rol van de snol Mol werd door de actrice Tine Balder vertolkt.,,,,Nederlands,Noot
tg:lhaq:8928,359eb4fb-2c96-55ed-bcbc-637bc4e17049,Items,1,tr:lh:7497,197411/13,isad:lh:95953,S 5621 / I (Doos 2),"De rol van Mercutio, vriend van Romeo, werd  door de acteur Hector Camerlynk vertolkt.",,,,Nederlands,Noot
tg:lhaq:6873,42339bf7-86dd-5e90-9b5c-bf99d9f3128f,Items,1,tr:lh:5826,122913/1,,Planex GT / GG 129,"**Opvoering:** KNS van Antwerpen, begin 90ste speeljaar, 1942-1943.

De ontwerpen van Helene Gliewe werden niet gebruikt, de uiteindelijke decors
waren van Lode Ivo.",,,,Nederlands,Noot
tg:lhaq:5475,1d9eb61d-41c8-5f38-9d49-09f5b5b4aa72,Items,1,tr:lh:5006,99191/30,isad:lh:95916,W 655 / I,,,,,Nederlands,Noot
tg:lhaq:9006,1043788a-9bd4-5a6a-bce4-6708703af724,Items,1,tr:lh:7497,197413/30,isad:lh:95953,S 5621 / I (Doos 3),,,,,Nederlands,Noot
tg:lhaq:8752,5d29f6d1-79f2-5585-9609-9c26776c677f,Items,1,,174222/8A,,Planex GT / T 159,,,,,Nederlands,Noot
tg:lhaq:7389,eafb6548-707d-54f2-8e89-fd36ce009b98,Items,1,tr:lh:5300,104433/a,isad:lh:96017,V 444 / I,,,,,Nederlands,Noot
tg:lhaq:8990,941ec20f-8349-5538-b187-1e366f4542fa,Items,1,tr:lh:7497,197413/13,isad:lh:95953,S 5621 / I (Doos 3),,,,,Nederlands,Noot
tg:lhaq:9378,e7fd1303-e59c-5f46-802b-11340ed982e0,Items,1,tr:lh:7337,195174/57,isad:lh:127935,O 393 / Doos 11,,V1 B 75 C6,,,Nederlands,Noot
tg:lhaq:8569,c0955d3a-fead-510a-b278-0b0502505ae7,Items,1,,215880/35,,Planex GT / T 159,,,,,Nederlands,Noot
tg:lhaq:9051,22ee8826-ff80-52cc-aa8e-db89439de95a,Items,1,tr:lh:7497,197417/8,isad:lh:95953,S 5621 / I (Doos 3),,,,,Nederlands,Noot
tg:lhaq:9401,91defb70-d8dc-576c-9a0d-c7264da88b21,Items,1,,,isad:lh:145680,S 594 / I,,,,,Nederlands,Noot
tg:lhaq:8705,dd278f86-a71a-56e1-916d-4fa73cedce7f,Items,1,tr:lh:4841,106059/1,,S 5621 / I (Doos 1),,,,,Nederlands,Noot
tg:lhaq:8355,bab8aa43-65fb-56ba-9099-9529f63b417b,Items,1,,215082/6,,GG 297 / I,,,,,Nederlands,Noot
tg:lhaq:511,cffdb34a-55ad-5386-8472-4bb5ddd5771c,Items,1,tr:lh:6342,234522,isad:lh:109652,V1 B,,,,,Nederlands,Noot
tg:lhaq:4376,ee19d9f9-57dd-5eb2-83f0-91e4cdfcca4a,Items,1,,200722/2,,Planex GT / N 1702,Opgedragen aan Marina Candael.,,,,Nederlands,Noot
tg:lhaq:8969,10419960-ffdd-57b5-a00f-93868c9ae28d,Items,1,tr:lh:7497,197412/43,isad:lh:95953,S 5621 / I (Doos 2),"De rol van de moeder van Dierik, een eerbare vrouw, werd door de actrice Martha de Wachter vertolkt.",,,,Nederlands,Noot
tg:lhaq:6977,a672e900-3637-5e29-94f4-dbabf55a30bf,Items,1,tr:lh:2432,216830/6,isad:lh:126725,D 1175 / I (Doos 1),,,,,Nederlands,Noot
tg:lhaq:7262,28629f89-b3c1-5e3e-8522-27aee1ce0edf,Items,1,tr:lh:5300,104373/5a,isad:lh:96017,V 444 / I,,,,,Nederlands,Noot
tg:lhaq:9010,175d3195-129d-547b-9569-5c4fc621c768,Items,1,tr:lh:7497,197413/35,isad:lh:95953,S 5621 / I (Doos 3),,,,,Nederlands,Noot
tg:lhaq:5463,201f8542-8b9b-5dbd-8d10-d529415c1d10,Items,1,tr:lh:5006,99191/3,isad:lh:95916,W 655 / I,,,,,Nederlands,Noot
tg:lhaq:8744,59c82674-92dc-56f8-bfa0-d83a226450f2,Items,1,,174222/1,,Planex GT / T 159,,,,,Nederlands,Noot
tg:lhaq:8314,5dce486b-0179-5973-b848-3d991389f193,Items,1,tr:lh:1987,37028/5,isad:lh:95994,Planex GT / V 3965,,,,,Nederlands,Noot
tg:lhaq:5361,d8d19b50-3bda-557e-a413-7101828a2699,Items,1,tr:lh:7236,179534/b,isad:lh:95978,Planex KP / V 36695,,,,,Nederlands,Noot
tg:lhaq:8553,ffcf2c07-215e-53cb-9287-2c09fa338d87,Items,1,,215880/23,,Planex GT / T 159,,,,,Nederlands,Noot
tg:lhaq:4065,a7790ff6-256d-5844-bd3a-ddcb80da33c1,Items,1,,203500/1,isad:lh:95957,M 2475 / I,,,,,Nederlands,Noot
tg:lhaq:8695,0ea6dab1-abcd-5a8a-a26e-4e3c724c772c,Items,1,tr:lh:4996,99068/2,isad:lh:96041,V 114 / I (Doos 1),Het ballet Triomf van de Geest werd in 1959  met een vernieuwde muzikale techniek door Willem Kersters gecomponeerd.,V1 B,,,Nederlands,Noot
tg:lhaq:8380,2ecdfa6f-00a0-5da0-ae27-146936fbb422,Items,1,,215082/27,,GG 297 / I,,,,,Nederlands,Noot
tg:lhaq:2627,0da47e8f-ff23-50d9-84dd-3773ec6934ac,Items,1,tr:lh:5190,102771/3,isad:lh:95930,Planex GT / S,,,,,Nederlands,Noot
tg:lhaq:6849,99989306-baee-59db-8faa-05586d390561,Items,1,tr:lh:6511,160062/2,isad:lh:96010,Planex GT 905,,,,,Nederlands,Noot
tg:lhaq:8857,8296064e-09eb-5f78-a242-308ab7b1b2ad,Items,1,tr:lh:7497,197408/68,isad:lh:95953,S 5621 / I (Doos 2),"De rollen van havenarbeiders werden door de acteurs Peter Stryncks, Bernard Verheyden en Herbert Flack vertolkt.",,,,Nederlands,Noot
tg:lhaq:8912,f3232377-68d6-5683-9cf5-6396a20fb088,Items,1,tr:lh:7497,197410/9,isad:lh:95953,S 5621 / I (Doos 2),De rol van Anna werd door de actrice Greta Verniers vertolkt.,,,,Nederlands,Noot
tg:lhaq:8338,283b45ee-6871-5124-9b71-fc35bd3cdfa6,Items,1,,115882/4,,Planex GT / V 36657,,,,,Nederlands,Noot
tg:lhaq:8768,34407599-55b7-5a9b-be96-3333e30c37db,Items,1,,174222/24,,Planex GT / T 159,,,,,Nederlands,Noot
tg:lhaq:8787,da23c7f0-8dc6-594b-a25e-0cd2428c7830,Items,1,tr:lh:7497,197406/3,isad:lh:95953,S 5621 / I (Doos 2),,,,,Nederlands,Noot
tg:lhaq:8841,0178c95e-fa04-5399-b753-4c71e36df855,Items,1,tr:lh:7497,197408/54,isad:lh:95953,S 5621 / I (Doos 2),"De rollen van havenarbeiders werden door de acteurs Peter Stryncks, Bernard Verheyden en Herbert Flack vertolkt.",,,,Nederlands,Noot
tg:lhaq:7258,adfaa211-c92c-58d7-8f8b-cd0a2283573a,Items,1,tr:lh:5300,104373/1,isad:lh:96017,V 444 / I,,,,,Nederlands,Noot
tg:lhaq:8904,a91f2588-51b9-5a52-bbac-19b8e75dff8a,Items,1,tr:lh:7497,197410/1,isad:lh:95953,S 5621 / I (Doos 2),De rol van Hitler werd door de acteur Robert van der Veken vertolkt.,,,,Nederlands,Noot
tg:lhaq:8791,c88b8417-4e4d-588e-8563-06cef387aedf,Items,1,tr:lh:7497,197407/19,isad:lh:95953,S 5621 / I (Doos 2),,,,,Nederlands,Noot
tg:lhaq:8545,14130220-fc08-5fd4-8daf-baacbb9e21bf,Items,1,,215880/15,,Planex GT / T 159,,,,,Nederlands,Noot
tg:lhaq:8816,ed0b409a-5f2c-52dd-bd3e-85460365196b,Items,1,,220476,isad:lh:96043,Planex KP / H 7653,,,,,Nederlands,Noot
tg:lhaq:8400,64e3ce05-d87f-518b-8f37-08527b19aa6d,Items,1,,215082/47,,GG 297 / I,,,,,Nederlands,Noot
tg:lhaq:9138,19b37ec2-df19-5bca-897c-20a08d2c43c4,Items,1,tr:lh:9930,218018/6,isad:lh:96055,Planex GT / H 50494,"Decorontwerp uit map: """"Tooneelen voor Antonio van Herwig Hensen door L. Hendrickx 1942"""".",,,,Nederlands,Noot
tg:lhaq:8683,f7d4daea-7676-5d9d-a9e7-931c8b75eff3,Items,1,tr:lh:2339,44074/20,isad:lh:96034,V 114 / I (Doos 1),,,,,Nederlands,Noot
tg:lhaq:8379,95d2f088-9016-5977-a73f-965fefdcf45e,Items,1,,215082/26,,GG 297 / I,,,,,Nederlands,Noot
tg:lhaq:7599,9c92da01-0b33-51c5-9461-36e52b804e63,Items,1,tr:lh:5702,109861/66,isad:lh:100726,P 7385 / I (doos 1),Langs links annotaties ter kleurgebruik.,,,,Nederlands,Noot
tg:lhaq:8396,6b19b4c5-0e8b-58c3-97fd-9aeab1fca1af,Items,1,,215082/43,,GG 297 / I,,,,,Nederlands,Noot
tg:lhaq:6388,58d15ccf-75d6-577e-a7f7-9e98a43a6e7d,Items,1,tr:lh:5436,107417/7,isad:lh:95992,Planex GT / S,"**Publicatie**_De trein der traagheid. Vervolgverhaal in 5 delen_, in: _Het Spoor_, nr. 187 (maart 1972), p. 34. **Achterkant: **met potlood, aanwijzijngen voor de drukker en __mars '72_ / _dessin 2_ / _page 34__",,,,Nederlands,Noot
tg:lhpa:379,5f6a8491-f85b-593e-912a-e7b31d42606d,Items,1,tr:lh:1851,34452,isad:lh:96154,SC,,,,,Nederlands,Noot
tg:lhpa:2560,c2caaf00-ab40-5346-86b4-5a5ec02b6d96,Items,1,,198461,,SC 72 A 1,,,,,Nederlands,Noot
tg:lhpa:396,db8b420e-ceae-5216-b40c-b6573ce02f1a,Items,1,tr:lh:7410,196168,isad:lh:96160,SC 14 A 1,,,,,Nederlands,Noot
