Object Number,Record Type,URL,ResourceID,Reference Number,Carrier Type,Carrier Colour,Temporary Location Note,Production Technique Keywords,Keeper,Keeper Identifier,Object Identifier,Record ID Type,Object Number Type,Keeper Identifier Type,URL Type,Object Identifier Type,Reference Number Type,order,card
tg:lhaq:6821,Aquarel,https://anet.be/record/opaclhobj/tg:lhaq:6821/N,3906e21c-cee0-56ec-b640-4e92ef4a6981,BE-ANN07/aq/000000128,Papier,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/3906e21c-cee0-56ec-b640-4e92ef4a6981'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhaq:8700,Aquarel,https://anet.be/record/opaclhobj/tg:lhaq:8700/N,a0f47c4f-c2fd-5cce-b326-bef6526b4600,BE-ANN07/aq/000000361,Papier,Beige,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/a0f47c4f-c2fd-5cce-b326-bef6526b4600'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhaq:8350,Aquarel,https://anet.be/record/opaclhobj/tg:lhaq:8350/N,389b8b23-43bb-5b44-aa55-adb08d422e03,BE-ANN07/aq/000000223,Papier,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/389b8b23-43bb-5b44-aa55-adb08d422e03'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhaq:9054,Aquarel,https://anet.be/record/opaclhobj/tg:lhaq:9054/N,ee696c23-188e-58ee-a981-324e0b3581c6,BE-ANN07/aq/000000585,Papier,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/ee696c23-188e-58ee-a981-324e0b3581c6'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhaq:9404,Aquarel,https://anet.be/record/opaclhobj/tg:lhaq:9404/N,67de62eb-2466-564f-9c0d-242d91278d0a,BE-ANN07/aq/000000649,Papier,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/67de62eb-2466-564f-9c0d-242d91278d0a'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhaq:3009,Aquarel,https://anet.be/record/opaclhobj/tg:lhaq:3009/N,54777255-a147-5ec3-89b4-afabe7be2ab4,BE-ANN07/aq/000000046,Papier,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/54777255-a147-5ec3-89b4-afabe7be2ab4'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhaq:8983,Aquarel,https://anet.be/record/opaclhobj/tg:lhaq:8983/N,7c3ef653-3e2d-56d1-9291-af47968b2403,BE-ANN07/aq/000000533,Karton,Beige,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/7c3ef653-3e2d-56d1-9291-af47968b2403'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhaq:6421,Aquarel,https://anet.be/record/opaclhobj/tg:lhaq:6421/N,5759c869-d524-511d-9c7f-3e88cc577018,BE-ANN07/aq/000000113,Papier,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/5759c869-d524-511d-9c7f-3e88cc577018'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhaq:9384,Aquarel,https://anet.be/record/opaclhobj/tg:lhaq:9384/N,82000680-4c09-5caa-ac75-78478aaddbe9,BE-ANN07/aq/000000634,Papier,Gebroken Wit,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/82000680-4c09-5caa-ac75-78478aaddbe9'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhaq:5124,Aquarel,https://anet.be/record/opaclhobj/tg:lhaq:5124/N,22372207-8540-54c5-963b-f075be47071c,BE-ANN07/aq/000000079,Papier,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/22372207-8540-54c5-963b-f075be47071c'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhaq:9412,Aquarel,https://anet.be/record/opaclhobj/tg:lhaq:9412/N,ba70d35e-b0fb-5efd-b67d-20486f4c27c0,BE-ANN07/aq/000000657,Papier,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/ba70d35e-b0fb-5efd-b67d-20486f4c27c0'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhaq:7637,Aquarel,https://anet.be/record/opaclhobj/tg:lhaq:7637/N,73d2cae0-5edd-52d8-8b57-2ea236b69acd,BE-ANN07/aq/000000198,Schetsboek,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/73d2cae0-5edd-52d8-8b57-2ea236b69acd'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhaq:7267,Aquarel,https://anet.be/record/opaclhobj/tg:lhaq:7267/N,e78d6ce2-6838-511f-b5fb-32433e9a0e9f,BE-ANN07/aq/000000174,Papier,,KP 15a,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/e78d6ce2-6838-511f-b5fb-32433e9a0e9f'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhaq:8891,Aquarel,https://anet.be/record/opaclhobj/tg:lhaq:8891/N,fa23d7ea-6f8b-576e-a0fd-0630229aa7f1,BE-ANN07/aq/000000469,Papier,Grijsgroen,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/fa23d7ea-6f8b-576e-a0fd-0630229aa7f1'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhaq:9279,Aquarel,https://anet.be/record/opaclhobj/tg:lhaq:9279/N,a4dfa483-609a-5d78-b506-19b9f51fadf4,BE-ANN07/aq/000000615,Papier,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/a4dfa483-609a-5d78-b506-19b9f51fadf4'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhaq:9015,Aquarel,https://anet.be/record/opaclhobj/tg:lhaq:9015/N,c1eff2ce-f8c0-5545-aa94-d41ac188d6a0,BE-ANN07/aq/000000561,Papier,Bruin,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/c1eff2ce-f8c0-5545-aa94-d41ac188d6a0'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhaq:5466,Aquarel,https://anet.be/record/opaclhobj/tg:lhaq:5466/N,14e0172d-cdf0-5ff3-a7f2-444514a91909,BE-ANN07/aq/000000088,Papier,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/14e0172d-cdf0-5ff3-a7f2-444514a91909'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhaq:8385,Aquarel,https://anet.be/record/opaclhobj/tg:lhaq:8385/N,02f3b035-a49d-5f26-b640-00e8ba92066c,BE-ANN07/aq/000000251,Papier,Beige,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/02f3b035-a49d-5f26-b640-00e8ba92066c'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhaq:5558,Aquarel,https://anet.be/record/opaclhobj/tg:lhaq:5558/N,8940cb70-47c4-5d52-9a26-332c018e209e,BE-ANN07/aq/000000101,Papier,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/8940cb70-47c4-5d52-9a26-332c018e209e'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhaq:8690,Aquarel,https://anet.be/record/opaclhobj/tg:lhaq:8690/N,c0221804-b5bb-5abe-8db4-89cc8bacaac6,BE-ANN07/aq/000000352,Papier,Donkerbruin,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/c0221804-b5bb-5abe-8db4-89cc8bacaac6'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhaq:8917,Aquarel,https://anet.be/record/opaclhobj/tg:lhaq:8917/N,bdd6d663-bf31-57ec-94b4-d8500ffe4a86,BE-ANN07/aq/000000491,Papier,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/bdd6d663-bf31-57ec-94b4-d8500ffe4a86'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhaq:8852,Aquarel,https://anet.be/record/opaclhobj/tg:lhaq:8852/N,bff89cd7-3f52-50e1-9c7c-20b6b11a4852,BE-ANN07/aq/000000432,Papier,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/bff89cd7-3f52-50e1-9c7c-20b6b11a4852'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhaq:8901,Aquarel,https://anet.be/record/opaclhobj/tg:lhaq:8901/N,398fb7d4-48db-5089-b931-d1f1a0dc503c,BE-ANN07/aq/000000476,Papier,Grijsgroen,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/398fb7d4-48db-5089-b931-d1f1a0dc503c'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhaq:9306,Aquarel,https://anet.be/record/opaclhobj/tg:lhaq:9306/N,62bcf8d1-ee78-5062-9a53-a282211655d2,BE-ANN07/aq/000000618,Papier,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/62bcf8d1-ee78-5062-9a53-a282211655d2'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhaq:2663,Aquarel,https://anet.be/record/opaclhobj/tg:lhaq:2663/N,e7948073-ce91-5b9b-a9ac-8ecf3448d4e2,BE-ANN07/aq/000000033,Papier,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/e7948073-ce91-5b9b-a9ac-8ecf3448d4e2'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhaq:2399,Aquarel,https://anet.be/record/opaclhobj/tg:lhaq:2399/N,20720dbd-77d6-50c7-9a7c-6151d62c4b58,BE-ANN07/aq/000000022,Papier,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/20720dbd-77d6-50c7-9a7c-6151d62c4b58'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhaq:7174,Aquarel,https://anet.be/record/opaclhobj/tg:lhaq:7174/N,b5138ec2-d8ff-5a2a-aa15-5cc98889f0f0,BE-ANN07/aq/000000164,Papier Op Papier,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/b5138ec2-d8ff-5a2a-aa15-5cc98889f0f0'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhaq:8956,Aquarel,https://anet.be/record/opaclhobj/tg:lhaq:8956/N,32cadf23-0863-5971-a890-88b6a4074791,BE-ANN07/aq/000000513,Papier,Zwart,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/32cadf23-0863-5971-a890-88b6a4074791'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhaq:8405,Aquarel,https://anet.be/record/opaclhobj/tg:lhaq:8405/N,ebd86945-c7c8-5442-bd0a-52cf9dbdd5ef,BE-ANN07/aq/000000271,Papier,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/ebd86945-c7c8-5442-bd0a-52cf9dbdd5ef'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhaq:8540,Aquarel,https://anet.be/record/opaclhobj/tg:lhaq:8540/N,2ad81f70-f56d-5584-8f01-dbfa5982f7d1,BE-ANN07/aq/000000283,Papier,,,"aquarel,Oost-Indische inkt, krijt en potlood op papier",Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/2ad81f70-f56d-5584-8f01-dbfa5982f7d1'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhaq:8813,Aquarel,https://anet.be/record/opaclhobj/tg:lhaq:8813/N,5a1fba10-4196-5df4-8109-3bfd8225c50e,BE-ANN07/aq/000000414,Papier,Zwart,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/5a1fba10-4196-5df4-8109-3bfd8225c50e'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhaq:8393,Aquarel,https://anet.be/record/opaclhobj/tg:lhaq:8393/N,e8b37ab5-1e11-54ab-b2bd-9b4aebd452e0,BE-ANN07/aq/000000259,Papier,Okergeel,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/e8b37ab5-1e11-54ab-b2bd-9b4aebd452e0'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhaq:8669,Aquarel,https://anet.be/record/opaclhobj/tg:lhaq:8669/N,fc5e6bc5-2950-5588-91ec-2b26f32a8cf1,BE-ANN07/aq/000000332,Papier,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/fc5e6bc5-2950-5588-91ec-2b26f32a8cf1'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhaq:8392,Aquarel,https://anet.be/record/opaclhobj/tg:lhaq:8392/N,f2d051e7-dd14-5915-a480-d52352387a2c,BE-ANN07/aq/000000258,Papier,Beige,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/f2d051e7-dd14-5915-a480-d52352387a2c'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhaq:8668,Aquarel,https://anet.be/record/opaclhobj/tg:lhaq:8668/N,a01bb625-5d65-5d91-9a94-eaff6a415144,BE-ANN07/aq/000000331,Papier,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/a01bb625-5d65-5d91-9a94-eaff6a415144'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhaq:8687,Aquarel,https://anet.be/record/opaclhobj/tg:lhaq:8687/N,178ba51b-9601-5168-9925-f5ef21887e19,BE-ANN07/aq/000000349,Papier,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/178ba51b-9601-5168-9925-f5ef21887e19'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhaq:8957,Aquarel,https://anet.be/record/opaclhobj/tg:lhaq:8957/N,8237e7df-470e-5abc-b15a-94e76f42fcbe,BE-ANN07/aq/000000514,Papier,Zwart,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/8237e7df-470e-5abc-b15a-94e76f42fcbe'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhaq:8404,Aquarel,https://anet.be/record/opaclhobj/tg:lhaq:8404/N,e5d22c0b-9c71-5d20-ac3d-ec549a477764,BE-ANN07/aq/000000270,Papier,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/e5d22c0b-9c71-5d20-ac3d-ec549a477764'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhaq:8541,Aquarel,https://anet.be/record/opaclhobj/tg:lhaq:8541/N,cd417dd8-59ee-5dba-8859-949c94cad052,BE-ANN07/aq/000000284,Papier,,,"aquarel,Oost-Indische inkt, krijt en potlood op papier",Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/cd417dd8-59ee-5dba-8859-949c94cad052'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhaq:6621,Aquarel,https://anet.be/record/opaclhobj/tg:lhaq:6621/N,ead3f94f-2d3e-5bdf-9ee9-dcbd7a93f4a9,BE-ANN07/aq/000000119,Papier Op Karton,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/ead3f94f-2d3e-5bdf-9ee9-dcbd7a93f4a9'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhaq:2662,Aquarel,https://anet.be/record/opaclhobj/tg:lhaq:2662/N,aecb7cf0-898b-5c05-aee7-225cee683a74,BE-ANN07/aq/000000032,Papier,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/aecb7cf0-898b-5c05-aee7-225cee683a74'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhaq:2398,Aquarel,https://anet.be/record/opaclhobj/tg:lhaq:2398/N,60650c0f-fd63-5f29-a375-543a353d2b86,BE-ANN07/aq/000000021,Papier,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/60650c0f-fd63-5f29-a375-543a353d2b86'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhaq:8900,Aquarel,https://anet.be/record/opaclhobj/tg:lhaq:8900/N,5d6c36cf-855a-5e8a-ae71-1359bc202c06,BE-ANN07/aq/000000475,Papier,Grijsgroen,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/5d6c36cf-855a-5e8a-ae71-1359bc202c06'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhaq:8845,Aquarel,https://anet.be/record/opaclhobj/tg:lhaq:8845/N,97500ab4-b380-59a1-9b4e-4d5e6a4168fc,BE-ANN07/aq/000000425,Papier,Grijsgroen,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/97500ab4-b380-59a1-9b4e-4d5e6a4168fc'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhaq:8783,Aquarel,https://anet.be/record/opaclhobj/tg:lhaq:8783/N,a7049b18-f383-5fca-b41e-6858cd81990c,BE-ANN07/aq/000000404,Papier,Beige,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/a7049b18-f383-5fca-b41e-6858cd81990c'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhaq:8853,Aquarel,https://anet.be/record/opaclhobj/tg:lhaq:8853/N,db0d2c87-ede5-539b-a4b8-41e318f197a5,BE-ANN07/aq/000000433,Papier,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/db0d2c87-ede5-539b-a4b8-41e318f197a5'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhaq:8384,Aquarel,https://anet.be/record/opaclhobj/tg:lhaq:8384/N,64a986ec-f00b-507a-9e55-ad13aa0b0f95,BE-ANN07/aq/000000250,Papier,Beige,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/64a986ec-f00b-507a-9e55-ad13aa0b0f95'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhaq:8691,Aquarel,https://anet.be/record/opaclhobj/tg:lhaq:8691/N,59024579-dcb9-524b-8478-d7b671283db7,BE-ANN07/aq/000000353,Papier,Donkerbruin,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/59024579-dcb9-524b-8478-d7b671283db7'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhaq:4124,Aquarel,https://anet.be/record/opaclhobj/tg:lhaq:4124/N,76cd1079-dab4-5bf3-99af-0777fdbb4f35,BE-ANN07/aq/000000064,Papier,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/76cd1079-dab4-5bf3-99af-0777fdbb4f35'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhaq:9014,Aquarel,https://anet.be/record/opaclhobj/tg:lhaq:9014/N,62203452-aa3c-5aee-a59e-48f7a28a56a0,BE-ANN07/aq/000000560,Papier,Bruin,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/62203452-aa3c-5aee-a59e-48f7a28a56a0'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhaq:2658,Aquarel,https://anet.be/record/opaclhobj/tg:lhaq:2658/N,381632be-e233-5672-9b7a-f79b76b51758,BE-ANN07/aq/000000029,Papier,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/381632be-e233-5672-9b7a-f79b76b51758'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhaq:5467,Aquarel,https://anet.be/record/opaclhobj/tg:lhaq:5467/N,9504b07e-dcd1-52a6-8365-de2f3038a0f3,BE-ANN07/aq/000000089,Papier,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/9504b07e-dcd1-52a6-8365-de2f3038a0f3'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhaq:7636,Aquarel,https://anet.be/record/opaclhobj/tg:lhaq:7636/N,bc3ac891-213b-5b59-b033-c43721e7753f,BE-ANN07/aq/000000197,Schetsboek,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/bc3ac891-213b-5b59-b033-c43721e7753f'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhaq:7266,Aquarel,https://anet.be/record/opaclhobj/tg:lhaq:7266/N,89e6b445-49c2-5e14-8a47-c7822bcb8f03,BE-ANN07/aq/000000173,Papier,,KP 15a,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/89e6b445-49c2-5e14-8a47-c7822bcb8f03'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
