brocade.id,ResourceID,card,order,Acquisition Note,Registration Number value,Archive Note,Location Number,Source Note,Serial Number,Warehouse Location (begin),Warehouse Location (ende),Source Note Language,Source Note Type
tg:lhph:46803,4be21267-e1e1-533a-8844-99ce4b22260a,Items,1,tr:lh:5101,100792/44,isad:lh:95871,E 154 / P,,,,,Nederlands,Noot
tg:lhph:26202,d6b443bd-4af9-5ef1-a655-f6894df39239,Items,1,tr:lh:6044,135244/28,isad:lh:95134,O 4405 / P,,,,,Nederlands,Noot
tg:lhph:9052,9427a6fe-e40a-5993-b45b-ef56f185b053,Items,1,,233344,,S 392 / P,,,,,Nederlands,Noot
tg:lhph:14689,7dc0878d-4003-5302-a7bb-3e9a6b76cb44,Items,1,,75288/6,,R 352 / P,,,,,Nederlands,Noot
tg:lhph:47711,4a7b50f3-ddfc-5566-82a2-922c465d6ce0,Items,1,tr:lh:628,12431/8,,S 611 / P,,,,,Nederlands,Noot
tg:lhph:32611,4ca8129d-b78d-5fca-b67c-4f7439645f96,Items,1,tr:lh:354,7235/h,,J 442 / P (IIIb),,,,,Nederlands,Noot
tg:lhph:32611,4ca8129d-b78d-5fca-b67c-4f7439645f96,Items,2,,27381/537,,J 442 / P (IIIb),,,,,Nederlands,Noot
tg:lhph:32611,4ca8129d-b78d-5fca-b67c-4f7439645f96,Items,3,tr:lh:5683,114945/1,isad:lh:93140,J 442 / P (IIIb),,,,,Nederlands,Noot
tg:lhph:19541,bbc07d51-d403-5967-aa3c-d285b00152ef,Items,1,tr:lh:4303,83196/4,,V 60315 / P,,,,,Nederlands,Noot
tg:lhph:1462,3ec4ad09-242a-5297-ac71-07c44c5f52d9,Items,1,tr:lh:6342,234458,,S 395 / P,,,,,Nederlands,Noot
tg:lhph:1462,3ec4ad09-242a-5297-ac71-07c44c5f52d9,Items,2,tr:lh:9946,235438/137,isad:lh:93182,S 395 / P,,,,,Nederlands,Noot
tg:lhph:53302,5c4b3bae-20c3-5343-a9c9-7935380b91ba,Items,1,tr:lh:140159,,isad:lh:156057,D 125 / P (1)(44),,,,,Nederlands,Noot
tg:lhph:33903,88ce344f-7077-55b0-a402-c7dd9ab4a2f2,Items,1,tr:lh:4819,96075/1-15,,K 935 / P,,,,,Nederlands,Noot
tg:lhph:37043,4ee65e5b-d2c3-5fba-8318-0600199569f1,Items,1,tr:lh:9510,218458/2012,isad:lh:95309,B 1183 / P (NEG00220/4/2),,,,,Nederlands,Noot
tg:lhph:4230,690968f3-d6bb-51df-bcdc-85df7ea922df,Items,1,tr:lh:7411,196394/3,isad:lh:92984,A 2335 / P,,,,,Nederlands,Noot
tg:lhph:30786,fd75ab66-d114-5450-8faa-74a269314cb5,Items,1,tr:lh:5030,99488/11,,G 4125 / P,,,,,Nederlands,Noot
tg:lhph:31894,96cde224-33c0-59ca-a9b8-8be466983a42,Items,1,tr:lh:9510,218458/686,isad:lh:95309,B 1183 / P (NEG0065/4/x),,,,,Nederlands,Noot
tg:lhph:51295,0a30e451-4ea4-52c3-b90a-744b369b924a,Items,1,tr:lh:139964,,isad:lh:182263,,Bruikleen Vlaamse Gemeenschap - GLN000380,S 935 / 1037,,,Nederlands,Noot
tg:lhph:51295,0a30e451-4ea4-52c3-b90a-744b369b924a,Items,2,tr:lh:139964,,isad:lh:182263,,Bruikleen Vlaamse Gemeenschap - STR10706,S 935 / 484,,,Nederlands,Noot
tg:lhph:24395,faf5b920-9579-5d45-b597-97a8a24fc95c,Items,1,tr:lh:6749,167273/1,isad:lh:95042,T 3467 / P,,,,,Nederlands,Noot
tg:lhph:15831,a78424b2-7c4e-5e7c-b42f-daf4e0081bec,Items,1,tr:lh:3643,70691,,F 282 / P,,,,,Nederlands,Noot
tg:lhph:44994,4d4dc0d0-e156-5a6a-80e4-0fbc3b8916cd,Items,1,tr:lh:351,7232,,D 168 / P,,,,,Nederlands,Noot
tg:lhph:23450,0b099477-812b-51da-ba4c-c9f15ae4a7c1,Items,1,,89905/4,,T 274 / P,,,,,Nederlands,Noot
tg:lhph:45686,28c5092c-700d-5707-b0d8-fe0934c6591f,Items,1,tr:lh:2209,42272/1,,D 476 / P,,,,,Nederlands,Noot
tg:lhph:45686,28c5092c-700d-5707-b0d8-fe0934c6591f,Items,2,tr:lh:3949,75165/21,,D 476 / P,,,,,Nederlands,Noot
tg:lhph:42143,f763b5e7-3af0-5e46-865a-fc446bffd417,Items,1,tr:lh:6916,171120/31,isad:lh:94934,B 75357 / P,,,,,Nederlands,Noot
tg:lhph:14723,17b123b3-f633-5a3d-a014-f421a42eb221,Items,1,tr:lh:3869,74143/2,,D 3522 / P,,,,,Nederlands,Noot
tg:lhph:9402,25767c5d-6950-5c15-b5fd-b9fac7d67a15,Items,1,tr:lh:6989,174477/16,isad:lh:92953,C 1252 / P,,,,,Nederlands,Noot
tg:lhph:40484,da9c9856-a719-5fec-aa3e-218d9514f1f2,Items,1,tr:lh:9510,218458/3076,isad:lh:95309,B 1183 / P (NEG00330/2/6),,,,,Nederlands,Noot
tg:lhph:27940,e955d704-7ea2-530c-b5df-d18d0dd20c0f,Items,1,tr:lh:7142,178455/38-39,isad:lh:93773,P 568 / P,,,,,Nederlands,Noot
tg:lhph:47341,91be11ce-2378-569b-86ff-c64ef7fb1081,Items,1,tr:lh:9874,300023/3,,,"Magazijnplaats = K1 C 9 E1-E6
Volgnummer = 305",,,,Nederlands,Noot
tg:lhph:11521,438d374f-795c-519d-a2d5-d5b0bb59acfa,Items,1,,233462/3,,T 262 / P,,,,,Nederlands,Noot
tg:lhph:21197,bfb1cf3c-84cf-5e82-8fac-61b7b6e8d23d,Items,1,tr:lh:6356,159558/3,isad:lh:94951,S 9657 / P,,,,,Nederlands,Noot
tg:lhph:26652,d480919b-f3a8-5730-b3e2-d0c71ad8acf1,Items,1,tr:lh:1659,30228,,P 252 / P,,,,,Nederlands,Noot
tg:lhph:26652,d480919b-f3a8-5730-b3e2-d0c71ad8acf1,Items,2,tr:lh:2988,60198/155,isad:lh:93789,P 252 / P,,,,,Nederlands,Noot
tg:lhph:53752,70d909f3-a2f3-50c8-86e8-151af238d3ca,Items,1,tr:lh:140159,,isad:lh:176325,D 125 / P (2) (27),,,,,Nederlands,Noot
tg:lhph:19111,5597876a-1d51-5100-9c8d-b0786b1c3675,Items,1,tr:lh:7859,203626/659,isad:lh:94873,M 224 / P (NEG0024/4/18),,,,,Nederlands,Noot
tg:lhph:32241,c0551064-6803-562d-82e7-69009b3a2f2a,Items,1,tr:lh:6444,158205/12,isad:lh:93254,J 422 / P (III),,,,,Nederlands,Noot
tg:lhph:1032,7abdacac-c5a3-523f-a2a6-f9fc34a44db7,Items,1,tr:lh:3033,60532,,B 709 / P,,,,,Nederlands,Noot
tg:lhph:52840,bad46415-f3a1-543e-bce1-257c59c98f9b,Items,1,tr:lh:139964,,isad:lh:161459,S 935 / GF,Bruikleen Vlaamse Gemeenschap - STR13405,,,,Nederlands,Noot
tg:lhph:35584,f579e7ee-76c3-55f4-b7ac-59393e1951e3,Items,1,tr:lh:9510,218458/1559,isad:lh:95309,B 1183 / P (NEG00166/4/9),,,,,Nederlands,Noot
tg:lhph:38123,62e3f74b-7d67-55a4-93e4-164373ea6c8a,Items,1,tr:lh:6376,148920/10c,,M 198 / P (A),,,,,Nederlands,Noot
tg:lhph:45413,a8d6bada-096a-538d-bd95-ed81aab1df99,Items,1,tr:lh:6511,160059/77,isad:lh:94488,D 2969 / P,,,,,Nederlands,Noot
tg:lhph:13273,9e6f4741-18c3-5551-8623-9844f64d2bd1,Items,1,tr:lh:7143,178495/2,isad:lh:93165,B 92872 / P,,,,,Nederlands,Noot
tg:lhph:292,e9e0324d-bb95-5c08-9546-b0b77e56f97b,Items,1,tr:lh:7314,,isad:lh:92943,FVCA / P (1910-1919/40),,,,,Nederlands,Noot
tg:lhph:24100,b64537e9-8ee6-58b7-ba24-8fc7b4e60137,Items,1,,100121/vi,,M 864 / P,,,,,Nederlands,Noot
tg:lhph:51000,59c31bf7-b006-5175-8361-ed16e08a7dac,Items,1,tr:lh:139964,,isad:lh:182279,,Bruikleen Vlaamse Gemeenschap - GLN1000180,S 935 / 1017,,,Nederlands,Noot
tg:lhph:51000,59c31bf7-b006-5175-8361-ed16e08a7dac,Items,2,tr:lh:139964,,isad:lh:182279,,Bruikleen Vlaamse Gemeenschap - STR10486,S 935 / 484,,,Nederlands,Noot
tg:lhph:2872,addf0e2b-ae78-5ca0-8c62-96de99a264ea,Items,1,tr:lh:6603,163141/642,isad:lh:93324,G 395 / P,,,,,Nederlands,Noot
tg:lhph:6098,200d13f1-efd8-5c4b-b786-c05eed9cab3e,Items,1,tr:lh:7333,186206/1,,WW 30 / P,,,,,Nederlands,Noot
tg:lhph:3760,c846af56-2b9a-50a3-b287-efcac164b54e,Items,1,tr:lh:3064,60939/5,,D 358 / P,,,,,Nederlands,Noot
tg:lhph:30513,e50ded73-6154-5d59-a366-cc3873854858,Items,1,tr:lh:9510,218458/276,isad:lh:95309,B 1183 / P (NEG0026/1/5),,,,,Nederlands,Noot
tg:lhph:19384,1857a498-86b8-5e27-a5e8-62057d40ed76,Items,1,tr:lh:7859,203626/836,isad:lh:94873,M 224 / P (NEG0032/3/2A),,,,,Nederlands,Noot
tg:lhph:28820,8093aa66-5eba-542b-ba0b-1c86a2c8ddb5,Items,1,,30860/1,,P 9746 / P,,,,,Nederlands,Noot
tg:lhph:6562,e884e991-2fbe-540c-9add-cd2686aa924f,Items,1,,234798/109,,Y 952 / P,,,,,Nederlands,Noot
tg:lhph:35711,31429549-830d-5248-b327-eb306c3195ff,Items,1,tr:lh:6027,133270/22,isad:lh:117833,W 292 / P,,,,,Nederlands,Noot
tg:lhph:34803,92429d94-572a-553c-965b-cd4c69c88bd9,Items,1,tr:lh:4427,85079/3,,B 334 / P,,,,,Nederlands,Noot
tg:lhph:29732,e96117e1-cf03-505f-aa01-822f89bae3f5,Items,1,tr:lh:9510,218458/20,isad:lh:95309,B 1183 / P (NEG0003/1/1),,,,,Nederlands,Noot
tg:lhph:21302,e624b65d-a553-53c6-95d5-80046710b4e1,Items,1,tr:lh:7314,203647/37,isad:lh:92943,FVCA / P (Derden),,,,,Nederlands,Noot
tg:lhph:41903,2c52f159-6be3-5633-939c-1f819572b3de,Items,1,,145316/2,,B 7535 / P,,,,,Nederlands,Noot
tg:lhph:8985,23688820-940a-528c-8a28-fa32c33919bc,Items,1,,126209/10,,R 5845 / P,,,,,Nederlands,Noot
tg:lhph:40611,22a8d31c-e03b-5146-a06e-796dae9d053b,Items,1,tr:lh:7150,178620,isad:lh:95632,M 5173 / P (A4),,,,,Nederlands,Noot
tg:lhph:16071,9bbc1aa7-4296-594b-820e-e06df6093d91,Items,1,,158791/2,,G 2932 / P,,,,,Nederlands,Noot
tg:lhph:9697,89a31d08-02e4-55e8-87f6-f8bbd70aaa46,Items,1,tr:lh:9945,132307,isad:lh:94057,B 212 / P,,,,,Nederlands,Noot
tg:lhph:13789,1c175684-ba4f-5e64-a935-97381c620223,Items,1,tr:lh:5683,114932,isad:lh:93139,C 3365 / P,,,,,Nederlands,Noot
tg:lhph:768,7ff3adb9-21be-521b-b5d2-c1456aa51bdb,Items,1,,88485,,B 917 / P,,,,,Nederlands,Noot
tg:lhph:768,7ff3adb9-21be-521b-b5d2-c1456aa51bdb,Items,2,tr:lh:5584,111577/48,isad:lh:93015,B 917 / P,,,,,Nederlands,Noot
tg:lhph:24550,44ef8961-5bbe-5ada-9e6a-27e771d48fa6,Items,1,tr:lh:4902,97910/1,,N 191 / P,,,,,Nederlands,Noot
tg:lhph:43894,ffa51698-0872-5286-ba9e-777b0fcad300,Items,1,,161694/42,,S 5759 / P,,,,,Nederlands,Noot
tg:lhph:12931,2ac58c10-2da4-57b1-a817-aa2526f70207,Items,1,,199637/5,,C 2004 / P,,,,,Nederlands,Noot
tg:lhph:13623,ff9ebf80-d5a1-588a-8237-41b4e0b66f9f,Items,1,,102744,,C 267 / P,,,,,Nederlands,Noot
tg:lhph:45043,a55b75e9-2637-52b1-9f9b-fe1a0c1e14f6,Items,1,tr:lh:7281,179826/20,isad:lh:95185,P 223 / P,,,,,Nederlands,Noot
tg:lhph:38573,8a2a37c7-5495-545c-a3a3-2bfb3ed4a075,Items,1,tr:lh:9510,218458/2530,isad:lh:95309,B 1183 / P (NEG00270/2/16),,,,,Nederlands,Noot
tg:lhph:42786,0a34d420-36e1-5742-91e5-80517c34516f,Items,1,tr:lh:7601,198979/29,isad:lh:93452,G 9947 / P,,,,,Nederlands,Noot
tg:lhph:37686,b0bce3d2-2ca1-5d38-99a6-6621598ddfae,Items,1,,75293/6,,M 156143 / P,,,,,Nederlands,Noot
tg:lhph:3330,e7933e41-424f-578f-b610-cf12df6687fb,Items,1,tr:lh:5210,102911/7,isad:lh:93287,G 994 / P,,,,,Nederlands,Noot
tg:lhph:30143,b773666f-15bc-540b-a5f2-ddba0d1af500,Items,1,tr:lh:950,17705/11,,G 4965 / P,,,,,Nederlands,Noot
tg:lhph:30143,b773666f-15bc-540b-a5f2-ddba0d1af500,Items,2,,79669/51c,,G 4965 / P,,,,,Nederlands,Noot
tg:lhph:36994,77b63ce1-9ca1-5712-acb3-7c4f8ced16ba,Items,1,tr:lh:9510,218458/2005,isad:lh:95309,B 1183 / P (NEG00220/1/7),,,,,Nederlands,Noot
tg:lhph:51450,0ffd0e52-d3b0-5ff0-9898-45131dc8f3d3,Items,1,tr:lh:139964,,isad:lh:182274,,Bruikleen Vlaamse Gemeenschap - GLN000520,S 935 / 1051,,,Nederlands,Noot
tg:lhph:51450,0ffd0e52-d3b0-5ff0-9898-45131dc8f3d3,Items,2,tr:lh:139964,,isad:lh:161168,,Bruikleen Vlaamse Gemeenschap - STR10640,S 935 / 484,,,Nederlands,Noot
tg:lhph:29698,f71b35b6-08a3-5ffd-ba02-bfb9f0d758b5,Items,1,tr:lh:9510,218458/9,isad:lh:95309,B 1183 / P (NEG0001/3/12),,,,,Nederlands,Noot
tg:lhph:53197,7d9d374b-7121-54c1-ac72-8ee0bdcf2089,Items,1,tr:lh:140159,,isad:lh:156053,D 125 / P (1)(3),,,,,Nederlands,Noot
tg:lhph:29362,45f85714-8a38-5903-b7b0-efa0f69ac801,Items,1,tr:lh:6378,148946/132,isad:lh:94672,V 724 / P,,,,,Nederlands,Noot
tg:lhph:32484,e09f7c39-0cc1-5825-827b-96ef4728e2e6,Items,1,tr:lh:6444,158226/39,isad:lh:93254,J 422 / P (V),,,,,Nederlands,Noot
tg:lhph:6132,c1e5b187-5f3d-58c9-a585-0d47906eac8c,Items,1,tr:lh:6989,174504/1,isad:lh:92953,WW 65 / P,,,,,Nederlands,Noot
tg:lhph:35341,5125fba5-7f26-5ef8-84a9-c1f844728a88,Items,1,tr:lh:3629,71527,,B 369 / P,,,,,Nederlands,Noot
tg:lhph:48671,ac90cf33-ae49-5b79-bb3e-0ed3da341bf5,Items,1,tr:lh:9579,,isad:lh:126771,V 892 / P,,,,,Nederlands,Noot
tg:lhph:16421,762afcad-66ea-5b27-85e5-be93bba754e7,Items,1,tr:lh:4944,98364/5,isad:lh:132105,G 834 / P,,,,,Nederlands,Noot
tg:lhph:40241,ea75fa7a-89f9-5c5b-89b1-4959af5e21dd,Items,1,tr:lh:9510,218458/2992,isad:lh:95309,B 1183 / P (NEG00320/3/3),,,,,Nederlands,Noot
tg:lhph:38089,73e03949-77a8-57af-9656-35cd55a26572,Items,1,tr:lh:7009,176426/a,isad:lh:93322,M 198 / P,,,,,Nederlands,Noot
tg:lhph:20840,31ff4b88-e904-57c1-b8eb-cbb195326df7,Items,1,,203645,,H 674 / P,,,,,Nederlands,Noot
tg:lhph:47584,b34322f4-68aa-525f-92c5-272413532106,Items,1,tr:lh:103933,,isad:lh:105406,,,P 272639 / 6,V2 A 4 D2,V2 A 4 D2,Nederlands,Noot
tg:lhph:338,72b5721f-77f0-590b-b56a-9c2a983ee45b,Items,1,tr:lh:7314,,isad:lh:92943,FVCA / P (1929/17),,,,,Nederlands,Noot
tg:lhph:21752,01e5efb7-6038-5f79-bc2e-f4d6b3d8d226,Items,1,tr:lh:7859,203626/1923,isad:lh:94873,M 224 / P (NEG0067/4/8A),,,,,Nederlands,Noot
tg:lhph:26097,06707760-72dc-5eaa-b422-b345f571e53f,Items,1,tr:lh:7670,199626/11,,S 4685 / P,,,,,Nederlands,Noot
tg:lhph:24803,1a4786d6-9339-5d79-ad9b-27c3d00f06e7,Items,1,tr:lh:1078,19307/10,isad:lh:93499,V 341 / P,,,,,Nederlands,Noot
tg:lhph:12462,a0ba9685-d06f-5ba8-bbbf-4ca23a89e572,Items,1,tr:lh:754,14220/3,isad:lh:93377,B 8757 / P,,,,,Nederlands,Noot
tg:lhph:12462,a0ba9685-d06f-5ba8-bbbf-4ca23a89e572,Items,2,tr:lh:2091,39640/2,isad:lh:94003,B 8757 / P,,,,,Nederlands,Noot
tg:lhph:44202,449a8a2a-bb03-56b7-9a78-a5127ba90a15,Items,1,,219751/16,isad:lh:95753,C 2049 / P,,,,,Nederlands,Noot
tg:lhph:39732,5dd93091-8ac5-56b9-a7f7-8483c991bc72,Items,1,,126381/39c,isad:lh:93877,M 435 / P (A1),,,,,Nederlands,Noot
tg:lhph:38820,b6d2b548-7eb8-5c90-9cdb-afd504b3d43f,Items,1,tr:lh:9510,218458/2672,isad:lh:95309,B 1183 / P (NEG00287/3/7),,,,,Nederlands,Noot
tg:lhph:25711,6c90acd9-d219-525f-9070-88f9cf622f6f,Items,1,tr:lh:5552,110081,isad:lh:93622,T 3639 / P,,,,,Nederlands,Noot
tg:lhph:31302,e793497b-1000-56a4-834b-09de605db259,Items,1,,58851/1,,J 2545 / P,,,,,Nederlands,Noot
tg:lhph:7689,7696fe1c-5162-5864-89ae-a4a2d4f861f9,Items,1,,239898/2,,V 384 / P,,,,,Nederlands,Noot
tg:lhph:2171,a9bff688-2067-50d1-b2ee-f91dd94be694,Items,1,tr:lh:7327,185966/20,isad:lh:93182,B 7307 / P,,,,,Nederlands,Noot
tg:lhph:34100,edb965a4-0e1a-5ee2-9502-b9c51c39d70a,Items,1,tr:lh:2269,43198,isad:lh:93161,K 99433 / P,,,,,Nederlands,Noot
tg:lhph:49430,4f558717-c445-5b58-94a0-5c06f64ab9bc,Items,1,,,isad:lh:95662,,,W 909 / 4,,,Nederlands,Noot
tg:lhph:18595,b3b3871b-0314-500f-be7a-48f28cb08dbb,Items,1,,59081,,H 612 / P,,,,,Nederlands,Noot
tg:lhph:7373,898f88cb-f151-53a0-8b2b-6a39582c27d3,Items,1,tr:lh:5593,111786/4,isad:lh:92976,V 1574 / P,,,,,Nederlands,Noot
tg:lhph:28123,e86b9a55-f9ab-5743-b608-86f3a6ea06f7,Items,1,tr:lh:6350,148141/162-164,,P 616 / P (P-R),,,,,Nederlands,Noot
tg:lhph:16972,a6495626-418f-552b-87da-708b2dab0ef9,Items,1,tr:lh:5108,100959/25,isad:lh:93519,H 216 / P,,,,,Nederlands,Noot
tg:lhph:20513,d0718678-bcbd-5ae7-a354-d18e83cb3e80,Items,1,tr:lh:7859,203626/1480,isad:lh:94873,M 224 / P (NEG0052/2/9),,,,,Nederlands,Noot
tg:lhph:17660,391dc864-7107-5c17-ba56-a52c6125b35e,Items,1,tr:lh:5038,99592,,H 518 / P,,,,,Nederlands,Noot
tg:lhph:41000,d854f472-9964-536c-8e3f-098ca5cf5147,Items,1,,101427,,M 64 / P,,,,,Nederlands,Noot
tg:lhph:12198,0e7bfd8e-c0ac-5e25-931e-fdafad7ce10f,Items,1,tr:lh:3741,72058,isad:lh:94279,B 6625 / P,,,,,Nederlands,Noot
tg:lhph:12198,0e7bfd8e-c0ac-5e25-931e-fdafad7ce10f,Items,2,tr:lh:6342,234536/2,,B 6625 / P,,,,,Nederlands,Noot
tg:lhph:8086,79be050c-b7dc-5baa-bded-39e6ac3a3d45,Items,1,tr:lh:4707,89588,,W 803 / P,,,,,Nederlands,Noot
tg:lhph:22484,ca72d163-9544-5dcd-9496-119dd3c9a8fb,Items,1,,234236,,SS 66 / P,,,,,Nederlands,Noot
tg:lhph:45940,59925071-27a8-53a6-9cb5-44060b7fd57b,Items,1,tr:lh:3327,203848/5,isad:lh:109782,C 395 / ARC (374),,,,,Nederlands,Noot
tg:lhph:45940,59925071-27a8-53a6-9cb5-44060b7fd57b,Items,2,tr:lh:3327,203867/33,isad:lh:109782,C 395 / ARC (379),,,,,Nederlands,Noot
tg:lhph:25341,dc54c623-a197-5aa6-97df-d6d0970e47eb,Items,1,,8757,,O 33745 / P (groepen),,,,,Nederlands,Noot
tg:lhph:25341,dc54c623-a197-5aa6-97df-d6d0970e47eb,Items,2,tr:lh:5834,122759/128 ,isad:lh:93121,O 33745 / P (groepen),,,,,Nederlands,Noot
tg:lhph:25341,dc54c623-a197-5aa6-97df-d6d0970e47eb,Items,3,tr:lh:5834,122795/4,isad:lh:93121,O 33745 / P (groepen),,,,,Nederlands,Noot
tg:lhph:43197,29213d77-0d63-5c6d-b514-047f3946406b,Items,1,tr:lh:6376,148916/2,,B 9761 / P,,,,,Nederlands,Noot
tg:lhph:39362,3953a29a-249c-55f0-8cf6-056cd986b097,Items,1,tr:lh:4315,83428/49,isad:lh:94227,M 335 / P,,,,,Nederlands,Noot
tg:lhph:44652,8e15c49e-fc97-5dc3-add0-86f0e4a6a4dd,Items,1,,220542/19,isad:lh:95745,V 6094 / P,,,,,Nederlands,Noot
tg:lhph:12032,245e79b8-7347-5e2c-9413-931346d38677,Items,1,tr:lh:2711,53730/12,isad:lh:93251,B 486 / P,,,,,Nederlands,Noot
tg:lhph:12032,245e79b8-7347-5e2c-9413-931346d38677,Items,2,tr:lh:3204,63768/5,isad:lh:93032,B 486 / P,,,,,Nederlands,Noot
tg:lhph:12032,245e79b8-7347-5e2c-9413-931346d38677,Items,3,tr:lh:5834,122793/34,isad:lh:92962,B 486 / P,,,,,Nederlands,Noot
tg:lhph:31752,4e951376-97cc-5155-978f-4df5be1934e1,Items,1,tr:lh:5428,106538/2,isad:lh:93298,J 3368 / P,,,,,Nederlands,Noot
tg:lhph:36097,37c5b61a-93c5-5e73-8457-68e8466d7eeb,Items,1,tr:lh:3095,62137/2,,L 437 / P,,,,,Nederlands,Noot
tg:lhph:2521,aaa6c77c-1f1b-569b-9894-502eeb8d5bde,Items,1,,130479/5,,G 395 / P,,,,,Nederlands,Noot
tg:lhph:28089,c4eb4acd-7d4f-5d3d-812b-778e4c3f34fa,Items,1,,233414/4,,P 616 / P (K-N),,,,,Nederlands,Noot
tg:lhph:30840,f313d7be-9c52-5596-b632-a49387db80ff,Items,1,tr:lh:9510,218458/412,isad:lh:95309,B 1183 / P (NEG0041/2/31),,,,,Nederlands,Noot
tg:lhph:28573,c5741eb6-7658-56fd-b9df-aa36f4ceff1c,Items,1,tr:lh:1647,29555,,V 3915 / P,,,,,Nederlands,Noot
tg:lhph:28573,c5741eb6-7658-56fd-b9df-aa36f4ceff1c,Items,2,tr:lh:4460,86739/19,isad:lh:95224,V 3915 / P,,,,,Nederlands,Noot
tg:lhph:28573,c5741eb6-7658-56fd-b9df-aa36f4ceff1c,Items,3,tr:lh:4743,92064/7,isad:lh:93103,V 3915 / P,,,,,Nederlands,Noot
tg:lhph:6831,232e861d-d266-5363-9983-9566352365d1,Items,1,tr:lh:6143,141914,isad:lh:93103,M 525 / P,,,,,Nederlands,Noot
tg:lhph:52786,3c2488af-61f6-54d1-9674-64e646f1a36b,Items,1,tr:lh:139964,,isad:lh:161173,,Bruikleen Vlaamse Gemeenschap - STR11743,S 935 / 489,,,Nederlands,Noot
tg:lhph:49060,1121763d-642c-54ca-9759-3a6cf67a82c4,Items,1,,,isad:lh:147072,H 7685 / P,,/,,,Nederlands,Noot
tg:lhph:34550,00e70550-60e3-5029-a589-c4dc7e20f61b,Items,1,tr:lh:4162,80602/5,,W 2123 / P,,,,,Nederlands,Noot
tg:lhph:33295,0216d05e-cfc5-52ba-b8ed-c7b129d00d63,Items,1,tr:lh:9510,218458/1006,isad:lh:95309,B 1183 / P (NEG00102/3/15),,,,,Nederlands,Noot
tg:lhph:7723,96889f17-806f-5b1a-96fb-c19d82a8ee8f,Items,1,,19628,,V 4165 / P,,,,,Nederlands,Noot
tg:lhph:7723,96889f17-806f-5b1a-96fb-c19d82a8ee8f,Items,2,tr:lh:6117,140720/6,isad:lh:93346,V 4165 / P,,,,,Nederlands,Noot
tg:lhph:46395,87b1f5e1-2829-56c6-bcc9-d80b3de2907b,Items,1,tr:lh:3327,203869/51,isad:lh:109797,C 395 / ARC (382),,,,,Nederlands,Noot
tg:lhph:26994,c9d92202-f54d-5d6e-99b9-7e6b580bf5c7,Items,1,tr:lh:5698,115238/272-274,isad:lh:95146,O 42 / P (bis),,,,,Nederlands,Noot
tg:lhph:41450,39bc8533-6588-50e7-8516-2e82b83a95ef,Items,1,,179991/8,,O 295 / P,,,,,Nederlands,Noot
tg:lhph:17230,f4564f44-8454-5230-b4d5-52ce82d7a26f,Items,1,tr:lh:7009,176436,isad:lh:93322,H 368 / P,,,,,Nederlands,Noot
tg:lhph:39698,f11bbe42-e454-5a08-b315-3768465e4983,Items,1,,126381/15c,isad:lh:93877,M 435 / P (A1),,,,,Nederlands,Noot
tg:lhph:27686,56658ee0-c365-5c19-8ef7-7d2024d781c3,Items,1,tr:lh:5565,110699,isad:lh:94684,P 545 / P,,,,,Nederlands,Noot
tg:lhph:20143,7f79cd4b-625b-5b93-bedc-de432fc4f583,Items,1,tr:lh:7859,203626/1284,isad:lh:94873,M 224 / P (NEG0046/5/16),,,,,Nederlands,Noot
tg:lhph:33780,cd225931-321b-582c-b175-7215d2401750,Items,1,tr:lh:9510,218458/1140,isad:lh:95309,B 1183 / P (NEG00117/3/3),,,,,Nederlands,Noot
tg:lhph:36078,e7b02069-291c-5889-b477-8b8ddec074e2,Items,1,tr:lh:9510,218458/1716,isad:lh:95309,B 1183 / P (NEG00186/1/2),,,,,Nederlands,Noot
tg:lhph:7236,f477f430-ac70-530e-89bc-97a205c92be5,Items,1,tr:lh:3924,74783/1,,V 1521 / P,,,,,Nederlands,Noot
tg:lhph:49575,f0e32b65-855a-553b-af42-a6420d84f7e8,Items,1,,,isad:lh:95662,,,W 909 / 8,,,Nederlands,Noot
tg:lhph:34045,483d48b9-5fb0-5d4f-a2c6-5e961618e70a,Items,1,tr:lh:9510,218458/1198,isad:lh:95309,B 1183 / P (NEG00124/1/6),,,,,Nederlands,Noot
tg:lhph:52293,a30d3558-6e82-52db-a2d6-ba74e9ae0a65,Items,1,tr:lh:139964,,isad:lh:182283,,Bruikleen Vlaamse Gemeenschap - STR10172,S 935 / 482,,,Nederlands,Noot
tg:lhph:28066,14a12eea-3d03-5e61-9ecf-7c3b18417ec1,Items,1,tr:lh:3839,74036/4,,V 36695 / P,,,,,Nederlands,Noot
tg:lhph:32892,ff5e7e4a-3a44-5a5d-b6b5-4c98cec38835,Items,1,tr:lh:7346,195303/12,isad:lh:95167,V 998 / P,,,,,Nederlands,Noot
tg:lhph:20456,456ab48d-29b3-558e-81fe-96b3951285fd,Items,1,tr:lh:7859,203626/1449,isad:lh:94873,M 224 / P (NEG0051/3/16),,,,,Nederlands,Noot
tg:lhph:47992,e1b8b139-418c-5048-a8b5-24ea55e0b913,Items,1,tr:lh:7336,,isad:lh:117930,S 59 /P,,,,,Nederlands,Noot
tg:lhph:47992,e1b8b139-418c-5048-a8b5-24ea55e0b913,Items,2,tr:lh:7336,,isad:lh:117930,S 59 /P,,,,,Nederlands,Noot
tg:lhph:47992,e1b8b139-418c-5048-a8b5-24ea55e0b913,Items,3,tr:lh:7336,,isad:lh:117930,S 59 /P,,,,,Nederlands,Noot
