Object Number,Record Type,URL,ResourceID,Reference Number,Carrier Type,Transcription ID,Status,Access Type,Keeper,Object Identifier,Transcription URL,Record ID Type,Object Number Type,URL Type,Object Identifier Type,Reference Number Type,order,card
tg:mpmak:273,Akten,https://anet.be/record/opacmpmobj/tg:mpmak:273/N,d168c7f0-4512-5103-bdea-c9fe32aec1dc,BE-ANN00/ak/000000261,paper (fiber product),,,,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/d168c7f0-4512-5103-bdea-c9fe32aec1dc,,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:mpmak:336,Akten,https://anet.be/record/opacmpmobj/tg:mpmak:336/N,737fcb23-f90b-5f64-9b1d-aa54b4107424,BE-ANN00/ak/000000324,paper (fiber product),,,,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/737fcb23-f90b-5f64-9b1d-aa54b4107424,,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:mpmak:265,Akten,https://anet.be/record/opacmpmobj/tg:mpmak:265/N,3e0c6bf1-30bb-5838-9613-cefee765d9fd,BE-ANN00/ak/000000253,paper (fiber product),,,,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/3e0c6bf1-30bb-5838-9613-cefee765d9fd,,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:mpmak:320,Akten,https://anet.be/record/opacmpmobj/tg:mpmak:320/N,a3a3c4fe-de0a-54ae-95d4-bf0d5934d9bf,BE-ANN00/ak/000000308,carbon paper,,,,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/a3a3c4fe-de0a-54ae-95d4-bf0d5934d9bf,,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:mpmak:232,Akten,https://anet.be/record/opacmpmobj/tg:mpmak:232/N,4e89f0ad-1e85-5728-9c29-505c186e7e3a,BE-ANN00/ak/000000220,paper (fiber product),,,,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/4e89f0ad-1e85-5728-9c29-505c186e7e3a,,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:mpmak:43,Akten,https://anet.be/record/opacmpmobj/tg:mpmak:43/N,4273c440-cdfe-501d-8c83-ff13c44d9749,BE-ANN00/ak/000000034,paper (fiber product),,,,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/4273c440-cdfe-501d-8c83-ff13c44d9749,,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:mpmak:42,Akten,https://anet.be/record/opacmpmobj/tg:mpmak:42/N,2e586fb1-9fac-5e5b-916c-f9a014fd31ef,BE-ANN00/ak/000000033,paper (fiber product),,,,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/2e586fb1-9fac-5e5b-916c-f9a014fd31ef,,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:mpmak:233,Akten,https://anet.be/record/opacmpmobj/tg:mpmak:233/N,ca8f2c8a-fb64-54bf-8f9e-6fd074c85afb,BE-ANN00/ak/000000221,paper (fiber product),,,,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/ca8f2c8a-fb64-54bf-8f9e-6fd074c85afb,,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:mpmak:15,Akten,https://anet.be/record/opacmpmobj/tg:mpmak:15/N,99003766-9415-5d2b-98e7-d79b7807c2bb,BE-ANN00/ak/000000006,paper (fiber product),d:mpmdoc:2689,,,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/99003766-9415-5d2b-98e7-d79b7807c2bb,https://anet.be/docstore/d:mpmdoc:2689,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:mpmak:264,Akten,https://anet.be/record/opacmpmobj/tg:mpmak:264/N,c6639cbf-e5cc-59e4-878e-a4e663509ddf,BE-ANN00/ak/000000252,paper (fiber product),,,,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/c6639cbf-e5cc-59e4-878e-a4e663509ddf,,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:mpmak:321,Akten,https://anet.be/record/opacmpmobj/tg:mpmak:321/N,d93b8ab1-4828-51a0-8c3f-57b95c7ad281,BE-ANN00/ak/000000309,paper (fiber product),,,,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/d93b8ab1-4828-51a0-8c3f-57b95c7ad281,,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:mpmak:272,Akten,https://anet.be/record/opacmpmobj/tg:mpmak:272/N,63d5195a-beaf-59c1-9f6e-2c25a0193b69,BE-ANN00/ak/000000260,paper (fiber product),,,,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/63d5195a-beaf-59c1-9f6e-2c25a0193b69,,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:mpmak:337,Akten,https://anet.be/record/opacmpmobj/tg:mpmak:337/N,1a165255-ed21-5e9b-9272-dab7bc7ac3cd,BE-ANN00/ak/000000325,paper (fiber product),,,,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/1a165255-ed21-5e9b-9272-dab7bc7ac3cd,,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:mpmak:54,Akten,https://anet.be/record/opacmpmobj/tg:mpmak:54/N,379e2914-fbe7-5981-8ed6-44b9d69bca9f,BE-ANN00/ak/000000045,paper (fiber product),,,,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/379e2914-fbe7-5981-8ed6-44b9d69bca9f,,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:mpmak:225,Akten,https://anet.be/record/opacmpmobj/tg:mpmak:225/N,ecc8a14b-d4cd-573e-b6be-b229505ada0e,BE-ANN00/ak/000000213,paper (fiber product),,,,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/ecc8a14b-d4cd-573e-b6be-b229505ada0e,,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:mpmak:177,Akten,https://anet.be/record/opacmpmobj/tg:mpmak:177/N,749b8421-fd73-568b-8618-aa24cd5c47d6,BE-ANN00/ak/000000165,paper (fiber product),,,,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/749b8421-fd73-568b-8618-aa24cd5c47d6,,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:mpmak:198,Akten,https://anet.be/record/opacmpmobj/tg:mpmak:198/N,0271fa34-0f33-5df4-b297-36053f62a2cc,BE-ANN00/ak/000000186,paper (fiber product),,,,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/0271fa34-0f33-5df4-b297-36053f62a2cc,,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:mpmak:78,Akten,https://anet.be/record/opacmpmobj/tg:mpmak:78/N,f15d7c4f-8a07-5f42-afad-192df19c4fe7,BE-ANN00/ak/000000068,paper (fiber product),,,,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/f15d7c4f-8a07-5f42-afad-192df19c4fe7,,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:mpmak:120,Akten,https://anet.be/record/opacmpmobj/tg:mpmak:120/N,37dd6344-9543-5f34-ad03-51cf572ac425,BE-ANN00/ak/000000108,paper (fiber product),,,,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/37dd6344-9543-5f34-ad03-51cf572ac425,,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:mpmak:97,Akten,https://anet.be/record/opacmpmobj/tg:mpmak:97/N,4e4ed183-0d91-5347-b7b6-af35db18d3ff,BE-ANN00/ak/000000086,paper (fiber product),,,,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/4e4ed183-0d91-5347-b7b6-af35db18d3ff,,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:mpmak:209,Akten,https://anet.be/record/opacmpmobj/tg:mpmak:209/N,b5b729c5-f218-5453-a79f-84afbfdda2bb,BE-ANN00/ak/000000197,paper (fiber product),,,,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/b5b729c5-f218-5453-a79f-84afbfdda2bb,,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:mpmak:136,Akten,https://anet.be/record/opacmpmobj/tg:mpmak:136/N,ccf78873-9ef3-5cc0-b244-0ac80ca716ec,BE-ANN00/ak/000000124,paper (fiber product),,,,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/ccf78873-9ef3-5cc0-b244-0ac80ca716ec,,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:mpmak:81,Akten,https://anet.be/record/opacmpmobj/tg:mpmak:81/N,1f6cb453-1415-58f6-b857-980d4e2162d5,BE-ANN00/ak/000000070,paper (fiber product),,,,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/1f6cb453-1415-58f6-b857-980d4e2162d5,,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:mpmak:5,Akten,https://anet.be/record/opacmpmobj/tg:mpmak:5/N,7caf88d8-505f-5e17-b3e4-d76ca8756972,BE-ANN00/ak/000000002,parchment (animal material),,,,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/7caf88d8-505f-5e17-b3e4-d76ca8756972,,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:mpmak:39,Akten,https://anet.be/record/opacmpmobj/tg:mpmak:39/N,98e898ec-f28e-590f-ad3b-e50f54a0c6b0,BE-ANN00/ak/000000030,paper (fiber product),,,,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/98e898ec-f28e-590f-ad3b-e50f54a0c6b0,,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:mpmak:161,Akten,https://anet.be/record/opacmpmobj/tg:mpmak:161/N,0f493084-ee4f-58b2-bcf5-89415d331ea9,BE-ANN00/ak/000000149,paper (fiber product),,,,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/0f493084-ee4f-58b2-bcf5-89415d331ea9,,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:mpmak:248,Akten,https://anet.be/record/opacmpmobj/tg:mpmak:248/N,a7883cad-f341-55a6-8b7d-fa865422c14a,BE-ANN00/ak/000000236,paper (fiber product),,,,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/a7883cad-f341-55a6-8b7d-fa865422c14a,,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:mpmak:116,Akten,https://anet.be/record/opacmpmobj/tg:mpmak:116/N,5bb7db1b-2f7e-5773-9d19-e898649120e3,BE-ANN00/ak/000000104,paper (fiber product),,,,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/5bb7db1b-2f7e-5773-9d19-e898649120e3,,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:mpmak:268,Akten,https://anet.be/record/opacmpmobj/tg:mpmak:268/N,fbbb976b-2ac4-5588-b133-cfd3aef4cd9f,BE-ANN00/ak/000000256,paper (fiber product),,,,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/fbbb976b-2ac4-5588-b133-cfd3aef4cd9f,,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:mpmak:287,Akten,https://anet.be/record/opacmpmobj/tg:mpmak:287/N,ffeb9537-c30b-519c-aa02-7cf01ff40174,BE-ANN00/ak/000000275,paper (fiber product),,,,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/ffeb9537-c30b-519c-aa02-7cf01ff40174,,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:mpmak:19,Akten,https://anet.be/record/opacmpmobj/tg:mpmak:19/N,c8b7f424-4a03-5982-af2c-209424b68d8e,BE-ANN00/ak/000000010,paper (fiber product),,,,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/c8b7f424-4a03-5982-af2c-209424b68d8e,,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:mpmak:141,Akten,https://anet.be/record/opacmpmobj/tg:mpmak:141/N,35734f5f-fb78-5e2f-9bee-923239680429,BE-ANN00/ak/000000129,paper (fiber product),,,,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/35734f5f-fb78-5e2f-9bee-923239680429,,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:mpmak:291,Akten,https://anet.be/record/opacmpmobj/tg:mpmak:291/N,bb9657ac-9605-5fd4-b8f5-e7af1ea137e9,BE-ANN00/ak/000000279,paper (fiber product),,,,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/bb9657ac-9605-5fd4-b8f5-e7af1ea137e9,,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:mpmak:157,Akten,https://anet.be/record/opacmpmobj/tg:mpmak:157/N,f6cc28f9-c611-5012-9107-9f1bdcff895b,BE-ANN00/ak/000000145,paper (fiber product),,,,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/f6cc28f9-c611-5012-9107-9f1bdcff895b,,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:mpmak:229,Akten,https://anet.be/record/opacmpmobj/tg:mpmak:229/N,3512e83d-bc6c-528f-8220-8f1a87fdfa2a,BE-ANN00/ak/000000217,paper (fiber product),,,,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/3512e83d-bc6c-528f-8220-8f1a87fdfa2a,,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:mpmak:58,Akten,https://anet.be/record/opacmpmobj/tg:mpmak:58/N,dfbd677e-359d-5d05-a162-145a67551673,BE-ANN00/ak/000000049,paper (fiber product),,,,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/dfbd677e-359d-5d05-a162-145a67551673,,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:mpmak:100,Akten,https://anet.be/record/opacmpmobj/tg:mpmak:100/N,09036f08-b9e0-5440-859a-5427d5339352,BE-ANN00/ak/000000089,paper (fiber product),,,,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/09036f08-b9e0-5440-859a-5427d5339352,,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:mpmak:317,Akten,https://anet.be/record/opacmpmobj/tg:mpmak:317/N,3c65eeee-cddb-579f-b9c6-4659d09b03b9,BE-ANN00/ak/000000305,paper (fiber product),,,,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/3c65eeee-cddb-579f-b9c6-4659d09b03b9,,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:mpmak:252,Akten,https://anet.be/record/opacmpmobj/tg:mpmak:252/N,7ae3bd55-bc69-5501-8db8-8962eedaeb84,BE-ANN00/ak/000000240,paper (fiber product),,,,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/7ae3bd55-bc69-5501-8db8-8962eedaeb84,,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:mpmak:23,Akten,https://anet.be/record/opacmpmobj/tg:mpmak:23/N,9522f95a-69b1-581e-9cd5-8c0e9fc9e028,BE-ANN00/ak/000000014,parchment (animal material),,,,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/9522f95a-69b1-581e-9cd5-8c0e9fc9e028,,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:mpmak:194,Akten,https://anet.be/record/opacmpmobj/tg:mpmak:194/N,62a11643-e270-5164-b4f0-06dbe706d8bc,BE-ANN00/ak/000000182,paper (fiber product),,,,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/62a11643-e270-5164-b4f0-06dbe706d8bc,,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:mpmak:340,Akten,https://anet.be/record/opacmpmobj/tg:mpmak:340/N,fd2fe967-9ed5-57dc-b177-f4d3a08249d8,BE-ANN00/ak/000000328,paper (fiber product),,,,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/fd2fe967-9ed5-57dc-b177-f4d3a08249d8,,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:mpmak:205,Akten,https://anet.be/record/opacmpmobj/tg:mpmak:205/N,2244ef42-1524-538b-ba31-f797579e2abb,BE-ANN00/ak/000000193,paper (fiber product),,,,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/2244ef42-1524-538b-ba31-f797579e2abb,,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:mpmak:74,Akten,https://anet.be/record/opacmpmobj/tg:mpmak:74/N,c4ed521c-f86c-53e5-8184-4ec043a2e193,BE-ANN00/ak/000000064,paper (fiber product),,,,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/c4ed521c-f86c-53e5-8184-4ec043a2e193,,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:mpmak:356,Akten,https://anet.be/record/opacmpmobj/tg:mpmak:356/N,794a2bcb-507f-5a1b-a6f0-d6dfa6a83b6d,BE-ANN00/ak/000000344,paper (fiber product),d:mpmdoc:2623,,,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/794a2bcb-507f-5a1b-a6f0-d6dfa6a83b6d,https://anet.be/docstore/d:mpmdoc:2623,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:mpmak:213,Akten,https://anet.be/record/opacmpmobj/tg:mpmak:213/N,ca08ab1b-02d5-544c-b24c-49929bf99852,BE-ANN00/ak/000000201,paper (fiber product),,,,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/ca08ab1b-02d5-544c-b24c-49929bf99852,,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:mpmak:62,Akten,https://anet.be/record/opacmpmobj/tg:mpmak:62/N,e5345a9c-c26d-5f23-954b-0b469c6a7e05,BE-ANN00/ak/000000053,paper (fiber product),,,,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/e5345a9c-c26d-5f23-954b-0b469c6a7e05,,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:mpmak:301,Akten,https://anet.be/record/opacmpmobj/tg:mpmak:301/N,5e5a3696-0971-5048-b844-9b6dc85ef769,BE-ANN00/ak/000000289,paper (fiber product),,,,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/5e5a3696-0971-5048-b844-9b6dc85ef769,,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:mpmak:244,Akten,https://anet.be/record/opacmpmobj/tg:mpmak:244/N,edd758fd-d707-597e-a378-39471d74fb87,BE-ANN00/ak/000000232,paper (fiber product),,,,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/edd758fd-d707-597e-a378-39471d74fb87,,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:mpmak:35,Akten,https://anet.be/record/opacmpmobj/tg:mpmak:35/N,f2b05e2a-b1a9-54d7-9387-1d86b7797784,BE-ANN00/ak/000000026,paper (fiber product),d:mpmdoc:2629,,,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/f2b05e2a-b1a9-54d7-9387-1d86b7797784,https://anet.be/docstore/d:mpmdoc:2629,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:mpmak:182,Akten,https://anet.be/record/opacmpmobj/tg:mpmak:182/N,52700687-6884-53b5-9248-958bb471dbce,BE-ANN00/ak/000000170,paper (fiber product),,,,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/52700687-6884-53b5-9248-958bb471dbce,,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:mpmdc:20,Documenten,https://anet.be/record/opacmpmobj/tg:mpmdc:20/N,e3467e1b-c3de-5969-a414-c0e12fe5b50d,BE-ANN00/do/000000016,carbon paper,,,,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/e3467e1b-c3de-5969-a414-c0e12fe5b50d,,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:mpmdc:16,Documenten,https://anet.be/record/opacmpmobj/tg:mpmdc:16/N,8e1b43fd-0985-57be-9cd0-7a2e4317c720,BE-ANN00/do/000000012,carbon paper,,,,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/8e1b43fd-0985-57be-9cd0-7a2e4317c720,,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
