brocade.id,ResourceID,card,order,Acquisition Note,Location Number,Registration Number value,Archive Note,adm.note,Serial Number,adm.note.language,adm.note.type
tg:lhps:22187,0adc1c90-9496-5ff9-b425-b9c0d5360eb8,Items,1,tr:lh:7875,O 3369 / A (CM 80),225212/1075,isad:lh:92200,,,Nederlands,remarks
tg:lhps:44351,6c6e2b6d-3e8d-5816-bd70-ba7f4f14a588,Items,1,,AV.91.6.128,225272/2514,isad:lh:92220,,,Nederlands,remarks
tg:lhps:12531,5a08730b-5d6b-58da-97c5-61b129a0418b,Items,1,tr:lh:7634,B 55115 / A,213085,,,,Nederlands,remarks
tg:lhps:24950,7724bbda-15e1-52ce-8003-9f3db119bb8c,Items,1,tr:lh:7875,O 3369 / A (CM1732),225212/2729,isad:lh:92200,,,Nederlands,remarks
tg:lhps:43494,34363893-a805-59fd-91de-85dde5eaab88,Items,1,,D 4035 / A,225284/171a,,,,Nederlands,remarks
tg:lhps:41153,c15b23b6-f623-5dbb-b30a-db131c81ca01,Items,1,,W 2545 / A,225273/397,,,,Nederlands,remarks
tg:lhps:17733,649e6f07-1964-541c-bdf4-576ac4ed5502,Items,1,,C 203885 / A,217380,,,,Nederlands,remarks
tg:lhps:46696,f4fa59ab-6253-52a5-bba7-5c9839a0ab2c,Items,1,tr:lh:97952,S 626525 / A,,isad:lh:103148,,,Nederlands,remarks
tg:lhps:20440,f5d11ed1-4c3f-5167-8e61-10b129cabf72,Items,1,,G 2704 / A,215070/6,,,,Nederlands,remarks
tg:lhps:47984,c02c769a-14ae-5a5d-909e-d0563401aa5f,Items,1,,M 936851 / A,216829/978,,,,Nederlands,remarks
tg:lhps:58688,b9272f07-492c-562d-ad80-897c21528035,Items,1,,F 221 / A,,isad:lh:139418,Uit F 221 / 64,,Nederlands,remarks
tg:lhps:16821,8ab489c2-e0e0-56f7-a8eb-4b925d69ce93,Items,1,,B 9285 / A,216635,,,,Nederlands,remarks
tg:lhps:27385,e8361e25-1770-54fe-9902-5ada15e8103f,Items,1,tr:lh:7875,O 3369 / A (CM 3304),225212/4302,isad:lh:92200,,,Nederlands,remarks
tg:lhps:52285,18e2a2e9-2f2f-5d1e-806c-f32e0c310a5f,Items,1,tr:lh:110437,VV 70 / A,,,,,Nederlands,remarks
tg:lhps:28070,21dc4522-6c39-52e7-9bf9-0da48824aa0c,Items,1,tr:lh:9937,V 75457 / A (VM2),225261/2,isad:lh:92204,,,Nederlands,remarks
tg:lhps:32884,fc6ee987-0fe7-55c4-a53d-085d15c60f7b,Items,1,,"AV.14.6.767 (LK VIII,3)",225272/767,isad:lh:92873,,,Nederlands,remarks
tg:lhps:55540,7484b6c5-42b0-5c08-8fab-63a15ecb8f1c,Items,1,,SS 470 / A,,isad:lh:128568,,,Nederlands,remarks
tg:lhps:33796,764c6ebe-ceb5-5929-824f-ce24daa851fe,Items,1,,AV.19.28.89,225272/2066,isad:lh:92874,,,Nederlands,remarks
tg:lhps:7220,961cdf7a-4635-508f-98d2-29f344099b53,Items,1,tr:lh:7019,S 92675 / A,182126,,,,Nederlands,remarks
tg:lhps:49563,73c02440-8310-5821-ba48-eb6f4cc05e84,Items,1,,P 72893 / A,225293/501,,,,Nederlands,remarks
tg:lhps:62633,b7f5898c-0ba3-5683-90c8-371ebcdcddb8,Items,1,tr:lh:140424,MM 70 / A,,,,,Nederlands,remarks
tg:lhps:26347,09ddf2da-2da2-54e3-bef9-d859a414561c,Items,1,,NN 3 / A,225256/5,,,,Nederlands,remarks
tg:lhps:46946,7cd8b3ea-941c-5f55-83f3-179610096cef,Items,1,,M 631 / A,225291/259,,,,Nederlands,remarks
tg:lhps:21482,540cebbb-de8c-5413-af2a-3ac9576d57e5,Items,1,,I 557881 / A,215099/31,,,,Nederlands,remarks
tg:lhps:58958,0ffbca7b-3a8b-5859-9cfc-e46164a2af39,Items,1,,F 221 / A,,isad:lh:138160,Uit F 221 / 23,,Nederlands,remarks
tg:lhps:47654,bcedfc8a-1f89-5484-a2eb-2af430880331,Items,1,tr:lh:97971,S 2143 / A,,isad:lh:103959,,,Nederlands,remarks
tg:lhps:11034,214e399c-e8c1-5116-bf65-07e80a1625fe,Items,1,tr:lh:7282,TT 127 / A,185904,,,,Nederlands,remarks
tg:lhps:45669,f0cffbb3-7558-5318-92a2-1aec82558cf3,Items,1,tr:lh:30802,PP 210 / A (CA 387),225290/33,isad:lh:98629,,,Nederlands,remarks
tg:lhps:13009,c3da2d3c-f51f-5065-9497-c308b541d959,Items,1,tr:lh:7632,C 20385 / A,213549,,,,Nederlands,remarks
tg:lhps:9117,ccf3de13-c72b-54ae-8589-551401bbb4b7,Items,1,tr:lh:7316,S 4685 / A,184150,,,,Nederlands,remarks
tg:lhps:40191,23ab37f5-7013-58df-a894-af0211908986,Items,1,,V 345355 / A,225271/251,,,,Nederlands,remarks
tg:lhps:30769,b86ab793-4d9c-52c0-94f0-88043d5f95a9,Items,1,,S 626525 / A,225263/694,,,,Nederlands,remarks
tg:lhps:1527,7265beee-2284-56d5-8829-fa13bbeee9c8,Items,1,,C 1914 / A,59076/63,,,,Nederlands,remarks
tg:lhps:19404,f2a3a40f-99e8-57ac-a2c6-5c7468be8c04,Items,1,,D 589 / A,215049/30,,,,Nederlands,remarks
tg:lhps:32754,612c370b-b6c4-5bcd-86a2-7a0352f1a8dc,Items,1,,"AV.14.6.646 (LK VIII,1)",225272/646,isad:lh:92873,,,Nederlands,remarks
tg:lhps:54582,ef4eef64-969e-519e-b1c7-6fd7d21dd8ef,Items,1,tr:lh:110342,CC 223 / A,,,,,Nederlands,remarks
tg:lhps:33846,ab6a7a17-b202-5319-9e8e-26f79bdb7076,Items,1,,AV.38.5.10.55,225272/2114,isad:lh:92750,,,Nederlands,remarks
tg:lhps:53247,035c1713-a675-5693-ba50-e6e908c6dfeb,Items,1,tr:lh:110342,P 6262 / A,,,,,Nederlands,remarks
tg:lhps:54078,a4de99bc-54d0-5bf0-92ca-11a5d4d64991,Items,1,tr:lh:110342,C 338676 / A,225298/238,,,,Nederlands,remarks
tg:lhps:29548,143a1af3-f223-53f8-9379-4d6d28bcfec4,Items,1,,P 72893 / A,225263/112,,,,Nederlands,remarks
tg:lhps:51780,91be2154-d95f-5754-b4fd-9deaa2d8ccbf,Items,1,tr:lh:110437,BB 44 / A,,,,,Nederlands,remarks
tg:lhps:5837,822e894d-af61-5256-9c35-cc77323803df,Items,1,tr:lh:5552,B 9085 / A,110028,isad:lh:92481,,,Nederlands,remarks
tg:lhps:5837,822e894d-af61-5256-9c35-cc77323803df,Items,2,tr:lh:5552,H 793 / A,110028,isad:lh:92481,,,Nederlands,remarks
tg:lhps:5837,822e894d-af61-5256-9c35-cc77323803df,Items,3,tr:lh:5552,K 162 / A,110028,isad:lh:92481,,,Nederlands,remarks
tg:lhps:5837,822e894d-af61-5256-9c35-cc77323803df,Items,4,tr:lh:5552,V 6983 / A,110028,isad:lh:92481,,,Nederlands,remarks
tg:lhps:56045,fe7e9215-7c22-5589-a203-7bdab00f51cb,Items,1,,VV 367 / A,225299/390,,,,Nederlands,remarks
tg:lhps:4725,8c10a5e9-5091-5c6c-ad1a-27a594fb0229,Items,1,,S 4685 / A,237849,,,,Nederlands,remarks
tg:lhps:30293,f706bd7b-4a95-5371-b827-65d6c1a7be68,Items,1,,R 8963 / A,225263/401,,,,Nederlands,remarks
tg:lhps:50892,c80a87b6-9889-5391-be93-ab14c2d2ddf6,Items,1,,VV 143 / A,,,,,Nederlands,remarks
tg:lhps:61336,feaeae2b-d6aa-59b7-9a37-b2b25e21fadc,Items,1,tr:lh:97975,DD 77 / A,,isad:lh:163930,,,Nederlands,remarks
tg:lhps:6718,4b4a71d4-0822-5dfb-bd51-00d4cdfc89f8,Items,1,tr:lh:1551,"R 262 / A (LK I,6)",28160/1,isad:lh:92513,,,Nederlands,remarks
tg:lhps:6718,4b4a71d4-0822-5dfb-bd51-00d4cdfc89f8,Items,2,,R 262 / A,239643,,,,Nederlands,remarks
tg:lhps:42456,30d7d694-d91a-52d5-9769-46fca755027f,Items,1,,B 7841 / A,225279/268,,,,Nederlands,remarks
tg:lhps:512,447d20ca-7e81-52b3-8fce-59de1183736d,Items,1,,"A 4573 / A (LK III,9)",236961,,,,Nederlands,remarks
tg:lhps:14236,6e2a7cb6-8412-5a17-bc31-f4506fad0c29,Items,1,tr:lh:7632,K 81 / A,214710,,,,Nederlands,remarks
tg:lhps:25992,d3098148-e0f5-5425-a082-f7b54e8de73b,Items,1,tr:lh:7875,O 3369 / A (CM2224),225212/3222,isad:lh:92200,,,Nederlands,remarks
tg:lhps:45393,ffdfc8bb-8e56-55b9-8d4b-2184777a11fc,Items,1,,HH 252 / A,225289/451,,,,Nederlands,remarks
tg:lhps:23145,677b9487-1461-5f4a-90b4-8fc2de437be2,Items,1,tr:lh:7875,O 3369 / A (CM 457),225212/1454,isad:lh:92200,,,Nederlands,remarks
tg:lhps:21178,38da87c4-c25e-53d2-949a-321d475709f6,Items,1,,H 792 / A,215092/40,,,,Nederlands,remarks
tg:lhps:24680,2d6fcbb3-4b5c-58ff-afb5-b149c1d955ee,Items,1,tr:lh:7875,O 3369 / A (CM1570),225212/2567,isad:lh:92200,,,Nederlands,remarks
tg:lhps:25838,1cc527ec-ad66-5c79-a943-32da3404f5bf,Items,1,tr:lh:7875,O 3369 / A (CM2121),225212/3119,isad:lh:92200,,,Nederlands,remarks
tg:lhps:11464,59617a9b-1141-50d8-beb2-2b234efde32b,Items,1,,M 15856 / A,200382/111,,,,Nederlands,remarks
tg:lhps:47204,69a139b4-6e6a-5d53-a1e3-db658fb72235,Items,1,,MM 70 / A,225291/405,,,,Nederlands,remarks
tg:lhps:9547,684f5015-a0f8-5206-b910-a01441bc96ea,Items,1,,S 4685 / A,56793,,,,Nederlands,remarks
tg:lhps:9547,684f5015-a0f8-5206-b910-a01441bc96ea,Items,2,,S 4685 / A,57432,,,,Nederlands,remarks
tg:lhps:13459,19df8e7a-ba4a-5e16-98c4-9398788a5764,Items,1,tr:lh:7632,S 4687 / A,213995/1,,,,Nederlands,remarks
tg:lhps:45239,67317837-1cb9-5556-9480-d2c4b77ba708,Items,1,,H 8306 / A,225289/305,,,,Nederlands,remarks
tg:lhps:27805,55e591f9-5678-5fd2-ab0b-948c5f3e002e,Items,1,tr:lh:7875,O 3369 / A (CM 3723),225212/4721,isad:lh:92200,,,Nederlands,remarks
tg:lhps:26717,fc1dc9e4-0189-580c-b6f7-a346a39fae20,Items,1,tr:lh:7875,O 3369 / A (CM2710),225212/3708,isad:lh:92200,,,Nederlands,remarks
tg:lhps:53617,937909dd-3fb2-5205-ae83-da9f30e5d4e6,Items,1,tr:lh:110342,K 1375 / A,,,,,Nederlands,remarks
tg:lhps:1177,62dc54ca-d3c8-5fc9-8803-c896929693fd,Items,1,,C 33773 / A,61019,,,,Nederlands,remarks
tg:lhps:30339,1fb78f3f-21e8-5552-92ed-66387b6fd185,Items,1,,R 9801 / A,225263/446,,,,Nederlands,remarks
tg:lhps:52905,9ef3744b-2f25-5c59-bfea-169546a74cc0,Items,1,,,,isad:lh:120529,,CC 174 / 12,Nederlands,remarks
tg:lhps:50938,d4389644-e45b-55b7-90a7-9205bd0bb2b4,Items,1,tr:lh:5277,L 179 / A,,isad:lh:92457,,,Nederlands,remarks
tg:lhps:32304,d24d30a1-5cd6-538d-8a94-91b0a13b2eb8,Items,1,,"AV.14.6.224 (LK VII,2)",225272/224,isad:lh:92873,,,Nederlands,remarks
tg:lhps:19054,736bce50-e6b8-5dc6-9773-4765159565b1,Items,1,,V 7576 / A,215034/240,,,,Nederlands,remarks
tg:lhps:4375,c6e3d5c6-ea66-534d-b86a-4a960ce224d8,Items,1,tr:lh:2942,S 4685 / A,59336/1,,,,Nederlands,remarks
tg:lhps:6348,46a96447-986f-5d8a-8793-c5583a2b11ec,Items,1,,B 4352 / A,238019,,,,Nederlands,remarks
tg:lhps:61766,82843fbb-cfd7-5929-a9b6-5ef61fddf596,Items,1,tr:lh:9936,S 282 / A (CS 459),225267/523,isad:lh:92208,,,Nederlands,remarks
tg:lhps:29118,324ca3ec-a3b1-5fb5-8dd7-2708bc9b3464,Items,1,,P 624 / A,225262/207,,,,Nederlands,remarks
tg:lhps:54428,e5dfad93-34dd-5ca5-b615-d5efe390b905,Items,1,,MM 277 / A,,,,,Nederlands,remarks
tg:lhps:60874,def1429e-30b6-531f-a368-b39c1ce28cb7,Items,1,,"O 33745 / A (LK X,8)",,,,,Nederlands,remarks
tg:lhps:62849,5a25579d-dd45-51ac-a5a9-d36c4b7e3aeb,Items,1,tr:lh:140424,T 376 / A,,,,,Nederlands,remarks
tg:lhps:56415,de30608b-3e46-5979-9200-5f73214f8df9,Items,1,tr:lh:110342,V 3621 / A,,,,,Nederlands,remarks
tg:lhps:17949,e85aa242-4ba5-5483-a220-477847b2e9a3,Items,1,tr:lh:9938,"M 9326 / A (LK V,1)",225045/21,isad:lh:92227,,,Nederlands,remarks
tg:lhps:23515,cbfcd7a8-544a-5cac-b1ea-8724caacb2fb,Items,1,,L 429765 / A,225236/103,,,,Nederlands,remarks
tg:lhps:21528,ba4d0d14-fb81-5426-a309-a07c590bca27,Items,1,,II 6 / A,215099/74a,,,,Nederlands,remarks
tg:lhps:15974,669b85ee-c6cf-5794-af00-c1c8bb153ab3,Items,1,tr:lh:7634,A 4857 / A,212757/1,,,,Nederlands,remarks
tg:lhps:14666,120958e4-9c49-5d32-8851-690e2cb3856a,Items,1,,"TT 93 / A (LK XI,4)",215197,,,,Nederlands,remarks
tg:lhps:142,26e2bfb9-a377-5fde-803b-f6796dfda662,Items,1,tr:lh:9937,"V 75457 / A (VM414,415)",225261/414,isad:lh:92204,,,Nederlands,remarks
tg:lhps:142,26e2bfb9-a377-5fde-803b-f6796dfda662,Items,2,,A 357 / A,236652,isad:lh:92204,,,Nederlands,remarks
tg:lhps:42006,d3af7bc0-6fff-58ae-a79b-3f9ced629eb6,Items,1,,LL 133 / A,225276/405,,,,Nederlands,remarks
tg:lhps:20293,2943b2d8-0255-5275-9179-1e531c991cfd,Items,1,,FF 1 / A,215064/31,,,,Nederlands,remarks
tg:lhps:11937,01314884-d014-5177-99ba-ad89c90c21b3,Items,1,tr:lh:7748,"BB 112 / A (LK IV,6)",200848/94-95-96-97,isad:lh:92667,,,Nederlands,remarks
tg:lhps:9814,e3a8cefe-2533-5df9-82d8-8dfe3c37e29d,Items,1,tr:lh:104009,"J 3371 / A (LK III,6)",184721,,,,Nederlands,remarks
tg:lhps:9814,e3a8cefe-2533-5df9-82d8-8dfe3c37e29d,Items,2,tr:lh:9937,V 75457 / A (VM556),225261/556,isad:lh:92204,,,Nederlands,remarks
tg:lhps:40892,ce668369-46f8-5bbd-800c-882ceb011221,Items,1,tr:lh:5656,V 758 / A,113721/33,isad:lh:92233,,,Nederlands,remarks
tg:lhps:27556,55f69580-0a68-5417-b8fe-6c27ca2c4e3c,Items,1,tr:lh:7875,O 3369 / A (CM 3474),225212/4472,isad:lh:92200,,,Nederlands,remarks
tg:lhps:8706,47690193-5ae7-52c8-9129-479fe65fc15c,Items,1,tr:lh:2408,"V 427 / A (LK III, 9)",47156,isad:lh:92188,,,Nederlands,remarks
tg:lhps:12618,32167abc-4381-5a6c-a5e6-55c247ec0d6e,Items,1,tr:lh:7634,B 55115 / A,213192,,,,Nederlands,remarks
tg:lhps:12618,32167abc-4381-5a6c-a5e6-55c247ec0d6e,Items,2,tr:lh:7634,B 55115 / A,213226,,,,Nederlands,remarks
tg:lhps:44078,ce6659ef-1f67-595a-b9e4-6060353a5863,Items,1,,F 131 / A,225286/255,,,,Nederlands,remarks
tg:lhps:41780,969b6fd5-1ad7-596f-b819-ad2d1983bea5,Items,1,,A 389 / A,225276/272,,,,Nederlands,remarks
tg:lhps:10625,8e3002ed-b728-5f7f-8595-332b43949867,Items,1,tr:lh:7284,AA 93 / A,185565,,,,Nederlands,remarks
tg:lhps:46045,24d3daa5-fe8e-52de-ba0d-5e3589057035,Items,1,tr:lh:30821,PP 210 / A (CA 566),300041/54,isad:lh:98630,,,Nederlands,remarks
tg:lhps:33145,aff0f426-e8e5-5c61-ae5c-de08618a67e5,Items,1,,AV.14.6.996,225272/1056,isad:lh:92873,,,Nederlands,remarks
tg:lhps:18215,0c7c2391-cb2c-5f35-9d1c-1a5fbefa18b9,Items,1,tr:lh:9938,"B 906 / A (LK V,1)",225045/287,isad:lh:92227,,,Nederlands,remarks
tg:lhps:31178,0c955fbb-ab4a-5047-bf8b-b0e858a6e6ba,Items,1,tr:lh:9936,S 282 / A (CS 261),225267/323,isad:lh:92208,,,Nederlands,remarks
tg:lhps:52456,2358c42e-bd7d-5396-af7b-d352631e3e1b,Items,1,tr:lh:110437,H 890 / A,,,,,Nederlands,remarks
tg:lhps:35992,425ea711-b2a7-53f1-a381-d29c12ecb045,Items,1,,AV.93.9.458,225272/3016,isad:lh:92875,,,Nederlands,remarks
tg:lhps:55393,b9a078ff-ba5c-5700-ae61-362e6ec6da71,Items,1,,V 15553 / A,216829/210,,,,Nederlands,remarks
tg:lhps:57654,7aebfbac-de3c-5276-8727-04fe434f0628,Items,1,,F 221 / A,,isad:lh:136068,Uit F 221 / 8,,Nederlands,remarks
tg:lhps:28359,01988a1c-3450-5582-a0de-76f513492872,Items,1,tr:lh:9937,V 75457 / A (VM91),225261/91,isad:lh:92204,,,Nederlands,remarks
tg:lhps:55669,70f4fd35-1e69-5b42-8adb-1d9182c4464e,Items,1,tr:lh:110342,G 1195 / A,,,,,Nederlands,remarks
tg:lhps:50191,70bc1914-7a72-5d49-9636-74a8ba09060f,Items,1,tr:lh:110356,TT 150 / A,,,,,Nederlands,remarks
tg:lhps:60527,fa9d220e-0b71-504c-99d6-be809fb6911d,Items,1,,O 33745 / A,,,,,Nederlands,remarks
tg:lhps:7109,7eb5f06c-c434-5bbf-8104-489908f07ce6,Items,1,tr:lh:7019,S 796618 / A,182110,,,,Nederlands,remarks
tg:lhps:5134,5182846e-a6d4-5c11-a2c1-bb979d59ef1e,Items,1,,M 275 / A (LH.153),232968,,,,Nederlands,remarks
tg:lhps:56946,464cf418-f402-5e39-abb0-8e1be9cc3493,Items,1,,S 4685 / A,,isad:lh:131343,,,Nederlands,remarks
tg:lhps:31482,497e75d0-366b-53a7-a96e-d5f82d3c20ad,Items,1,,T 196687 / A,225269/236,,,,Nederlands,remarks
tg:lhps:44582,29d0489f-d3f6-56a0-9bc3-16f4aec44b40,Items,1,tr:lh:7875,G 1195 / A,225212/726,,,,Nederlands,remarks
tg:lhps:23846,e0a6f6e7-6f14-5ce5-8ea4-540f67b49c51,Items,1,,L 9642 / A,225249/36,,,,Nederlands,remarks
tg:lhps:15427,110d1c9b-b7b1-5b51-bcf5-b1200f83b1fa,Items,1,tr:lh:7634,M 6222 / A,212200,,,,Nederlands,remarks
tg:lhps:43247,ce4ef897-8042-5650-8ccb-5d530bf1b523,Items,1,,H 1457 / A,225283/51,isad:lh:92924,,,Nederlands,remarks
tg:lhps:20769,161ae47a-14c6-5728-af57-0134c104dde5,Items,1,,G 973 / A,215080/80,,,,Nederlands,remarks
tg:lhps:25091,36361cec-64b9-5135-b2b2-23a68c4af7b8,Items,1,tr:lh:7875,O 3369 / A (CM1854),225212/2851,isad:lh:92200,,,Nederlands,remarks
tg:lhps:22754,bc40144b-94ab-5272-b378-a40aee30b0bd,Items,1,tr:lh:7875,O 3369 / A (CM 350),225212/1347,isad:lh:92200,,,Nederlands,remarks
tg:lhps:44428,279c7540-d57c-5a28-9653-31f9ddb2dce7,Items,1,,F 2772 / A,225286/410,,,,Nederlands,remarks
tg:lhps:12248,954819a2-d2b4-5f40-9003-75ca6fb0ba90,Items,1,tr:lh:7634,NN 98 / A,212907,,,,Nederlands,remarks
tg:lhps:8356,dcc672ad-b0ca-545a-bc91-dc8fd983a0d0,Items,1,tr:lh:9938,W 4782 / A,225045/285,isad:lh:92227,,,Nederlands,remarks
tg:lhps:8356,dcc672ad-b0ca-545a-bc91-dc8fd983a0d0,Items,2,,"W 4782 / A (LK I,5)",236052/4,,Opgekleefd op papier,,Nederlands,remarks
tg:lhps:46415,a1e189d9-e351-5c00-a2df-9a17e3200dbe,Items,1,tr:lh:30822,CA 812 / A (LH.317),300042/86,isad:lh:98631,,,Nederlands,remarks
tg:lhps:10275,212100b8-620f-558b-b94c-0073e57fffe4,Items,1,tr:lh:7284,O 33745 / A,185231,,,,Nederlands,remarks
tg:lhps:27106,1b03d25b-166e-5209-8164-6031a603c708,Items,1,tr:lh:7875,O 3369 / A (CM3032),225212/4030,isad:lh:92200,,,Nederlands,remarks
tg:lhps:1874,d9ef29be-656d-5a2d-bff2-1c25541ed3f9,Items,1,,E 4152 / A,238229,,,,Nederlands,remarks
tg:lhps:52006,d1d2de57-4cc5-5d72-a7f8-46a1da7a394f,Items,1,tr:lh:110437,S 626525 / A,,,,,Nederlands,remarks
tg:lhps:3849,de718de4-fd16-5623-b608-e4dd4ddb2af5,Items,1,tr:lh:7019,J 3368 / A,183315,,,,Nederlands,remarks
tg:lhps:3849,de718de4-fd16-5623-b608-e4dd4ddb2af5,Items,2,tr:lh:7019,V 254 / A,183315,,,,Nederlands,remarks
tg:lhps:19957,1cccade4-5439-507e-931c-90cd240026fa,Items,1,,E 458 / A,215057/5,,,,Nederlands,remarks
tg:lhps:18645,5289fe79-292a-51cd-8d9d-d1bb4dcb82b2,Items,1,,C 3598 / A,215037,,,,Nederlands,remarks
tg:lhps:18645,5289fe79-292a-51cd-8d9d-d1bb4dcb82b2,Items,2,,W 7257 / A,215037,,,,Nederlands,remarks
tg:lhps:33515,379305c1-b4d8-590b-b812-033e4fa0fdff,Items,1,,AV.14.6.1350,225272/1414,isad:lh:92873,,,Nederlands,remarks
tg:lhps:31528,0b1d0dc4-16b1-58b1-abfa-28ff6ab6a28f,Items,1,,T 19678 / A,225269/261,,,,Nederlands,remarks
tg:lhps:36717,0548f667-2c22-547b-8019-b27d9bfe3207,Items,1,,AV.6001,225272/1870,isad:lh:92876,,,Nederlands,remarks
tg:lhps:7559,35add78b-9dd5-536e-ada0-5d8461e1523e,Items,1,tr:lh:7019,T 196775 / A,182438,,,,Nederlands,remarks
tg:lhps:60177,4301b5f6-a1e7-5209-8f02-69c561e07f65,Items,1,tr:lh:110342,J 287 / A,,,,,Nederlands,remarks
tg:lhps:5564,7870336a-0ef9-5005-aff5-8d3bcfefedaf,Items,1,tr:lh:7019,M 9338 / A,180515,,,,Nederlands,remarks
tg:lhps:35838,a818a1cf-a4f0-58d3-b2fa-d9721ecf8308,Items,1,,AV.93.9.301,225272/2980,isad:lh:92875,,,Nederlands,remarks
tg:lhps:57204,2ead74e7-74a8-5834-8da8-29b3ef33ee7f,Items,1,,S 626525 / A,,isad:lh:133834,,,Nederlands,remarks
tg:lhps:55239,ca2473c8-c150-5d6c-98cb-70d86a658aff,Items,1,,L 27435 / A,,isad:lh:116594,,,Nederlands,remarks
tg:lhps:28709,f509beb3-bf88-5d91-990b-1a87879defaf,Items,1,tr:lh:9937,V 75457 / A (VM289),225261/289,isad:lh:92204,,,Nederlands,remarks
tg:lhps:20339,7899706b-5cd2-5c01-9f3e-6b41aa000c1c,Items,1,,FF 1 / A,215064/70,,,,Nederlands,remarks
tg:lhps:42905,786d4043-a50e-5125-86a7-8d332b4b9390,Items,1,,C 203885 / A,225281/26a,,,,Nederlands,remarks
tg:lhps:841,9fe1a025-b556-5b91-823e-e47a6171f22a,Items,1,tr:lh:7019,B 7307 / A,182969,,,,Nederlands,remarks
tg:lhps:40938,c2f1d0ad-f8d4-5410-b804-8c5afca36582,Items,1,,V 9123 / A,225273/197,,,,Nederlands,remarks
tg:lhps:43617,43483ded-5c16-5383-8886-cbdd28641b46,Items,1,,DD 216 / A,216829/388,,,,Nederlands,remarks
tg:lhps:15077,40ae7de9-b5db-58b4-b11a-6ecc20d2e3f4,Items,1,,K 9885 / A,215584,,,,Nederlands,remarks
tg:lhps:57711,8f83e65c-7f2b-5245-8eb7-2f496a051605,Items,1,,F 221 / A,,isad:lh:135993,Uit F 221 / 5,,Nederlands,remarks
tg:lhps:5071,a126710a-8c0f-59ea-99fe-0f3d6bffb7a9,Items,1,tr:lh:7019,LL 17 / A,181716,,,,Nederlands,remarks
tg:lhps:56803,24c9fb61-959d-51ee-a57d-78287a52e5b2,Items,1,,D 877 / A,,isad:lh:132370,,,Nederlands,remarks
tg:lhps:60462,bdc9ed36-7539-5c6e-a2fb-9470cdaf9b82,Items,1,,O 33745 / A,,,,,Nederlands,remarks
tg:lhps:43302,9a982951-c926-5076-85e9-1c7ef67fa623,Items,1,,CC 81 / A,225284/1,,,,Nederlands,remarks
tg:lhps:43302,9a982951-c926-5076-85e9-1c7ef67fa623,Items,2,,M 9326 / A,,,,,Nederlands,remarks
tg:lhps:15562,c2736c4f-d5d5-5ca7-9457-b2e15fc006d9,Items,1,tr:lh:7634,M 284 / A,212341,,,,Nederlands,remarks
tg:lhps:23903,6d55f558-b9fd-5f62-adf9-d26a55c507f7,Items,1,tr:lh:7875,O 3369 / A (CM944),225212/1941,isad:lh:92200,,,Nederlands,remarks
tg:lhps:22611,b902be4e-8f2e-5eb2-9ab8-9ef1b55ffc22,Items,1,,K 163 / A,225229/2,,,,Nederlands,remarks
tg:lhps:9951,b5af0fff-9b7d-58c2-a419-1aeda3c4582e,Items,1,tr:lh:7284,O 33745 / A,184940,,,,Nederlands,remarks
tg:lhps:27413,821fced5-24b2-557e-89f4-f5c274a9ff4f,Items,1,tr:lh:7875,O 3369 / A (CM 3332),225212/4330,isad:lh:92200,,,Nederlands,remarks
tg:lhps:11872,7484f655-6db1-56b6-b62b-e9a277a3d169,Items,1,tr:lh:7742,"V 3404 / A (LK XI,10)",200791/56,isad:lh:92270,,,Nederlands,remarks
tg:lhps:15098,cb06a1af-fd9d-55dd-8f00-14fe7cab889d,Items,1,,K 9885 / A,215605,,,,Nederlands,remarks
tg:lhps:46100,665396e4-acbb-5e57-8da7-1d814fe68f89,Items,1,tr:lh:30821,PP 210 / A (CA 602),300041/90,isad:lh:98630,,,Nederlands,remarks
tg:lhps:60198,03f1f695-a62b-5943-a9b2-e917ceb0114f,Items,1,tr:lh:110342,J 287 / A,,,,,Nederlands,remarks
tg:lhps:18350,fce91057-8363-54e6-8749-37523e0ff14e,Items,1,tr:lh:5480,C 338662 / A,107772/55,isad:lh:92654,,,Nederlands,remarks
tg:lhps:33000,1b033100-3940-53dd-9f72-8be3435b77fd,Items,1,,AV.14.6.868,225272/927,isad:lh:92873,,,Nederlands,remarks
tg:lhps:52513,03e1c8e1-0190-5f36-9c1f-003e819ff6b4,Items,1,tr:lh:110437,AA 155 / A,,,,,Nederlands,remarks
tg:lhps:5421,160b53ea-b0d0-5d3c-add7-d37a0b87bf57,Items,1,tr:lh:7019,MM 152 / A,181819,,,,Nederlands,remarks
tg:lhps:5421,160b53ea-b0d0-5d3c-add7-d37a0b87bf57,Items,2,,,216829/1017,,,,Nederlands,remarks
tg:lhps:31197,91dd9418-a8df-5025-804b-59987d7e2d61,Items,1,tr:lh:9936,S 282 / A (CS 281),225267/343,isad:lh:92208,,,Nederlands,remarks
tg:lhps:60032,cd3af1eb-d4aa-5a94-9b52-cd96e7cdb314,Items,1,tr:lh:110342,CC 203 / A,,,,,Nederlands,remarks
tg:lhps:36652,f64d3afa-4cc2-5fb0-8ddc-d8428d9fc3d4,Items,1,,AV.5936,225272/1805,isad:lh:92876,,,Nederlands,remarks
tg:lhps:50484,83f26d33-a8bc-57c6-99de-cd7531a0046d,Items,1,,S 47 / A,225294/178,,,,Nederlands,remarks
